ticker,price,judgment,score,rsi,macd_diff,ma20,ma50,bb_pct,momentum_1w,momentum_1m,momentum_3m,vol_ratio,pe_ratio,eps_growth,revenue_growth,signals,order_book
0700.HK,479.2,HOLD,-20,39.2,-1.809,497.39,513.68,17.1,-3.23,-0.5,-22.83,0.85,12.332423,0.141,0.127,"['RSI=39.2 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=17.1%(買いシグナル)']",{}
9988.HK,130.6,HOLD,15,50.1,0.525,127.92,133.31,61.7,0.15,8.38,-24.73,0.77,17.097033,-0.709,0.017,"['RSI=50.1 中立', 'MACD ゴールデンクロス(買いシグナル)']",{}
1299.HK,84.95,HOLD,0,51.7,-0.137,84.89,84.49,50.6,3.91,0.0,-4.39,1.28,12.7014885,0.094,0.06,"['RSI=51.7 中立', 'MACD デッドクロス(売りシグナル)', 'MA 上昇トレンド(買いシグナル)']",{}
0939.HK,8.99,HOLD,20,69.9,0.02,8.63,8.25,88.5,1.81,9.1,11.96,1.45,5.7738113,0.003,0.024,"['RSI=69.9 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)', 'BB上限付近 bb_pct=88.5%(売りシグナル)']",{}
005930.KS,228500.0,BUY,30,64.5,862.354,212215.0,199061.0,85.8,4.1,22.72,51.93,0.22,5.611426,1.622,0.238,"['RSI=64.5 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)', 'BB上限付近 bb_pct=85.8%(売りシグナル)', '1ヶ月モメンタム +22.7%(強い上昇)']",{}
1810.HK,30.14,HOLD,-20,37.5,-0.055,31.43,33.13,7.7,-3.34,-6.92,-17.02,1.14,16.000088,-0.346,0.073,"['RSI=37.5 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=7.7%(買いシグナル)']",{}
3690.HK,83.15,HOLD,-15,48.4,-0.547,84.66,82.14,35.2,0.06,-1.25,-15.46,1.08,15.59196,,0.028,"['RSI=48.4 中立', 'MACD デッドクロス(売りシグナル)']",{}
005935.KS,164200.0,BUY,30,69.9,1738.584,146400.0,138320.0,90.2,6.83,31.99,49.14,0.28,4.555827,1.622,0.238,"['RSI=69.9 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)', 'BB上限付近 bb_pct=90.2%(売りシグナル)', '1ヶ月モメンタム +32.0%(強い上昇)']",{}
000660.KS,1318000.0,HOLD,10,73.1,16278.979,1128050.0,1019162.56,84.9,7.86,50.46,59.09,0.22,3.8117461,3.966,1.981,"['RSI=73.1 買われすぎ(売りシグナル)', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)', 'BB上限付近 bb_pct=84.9%(売りシグナル)', '1ヶ月モメンタム +50.5%(強い上昇)']",{}
005380.KS,546000.0,HOLD,25,57.1,4169.711,514500.0,518849.14,77.5,6.43,15.92,14.73,0.28,11.064229,,,"['RSI=57.1 中立', 'MACD ゴールデンクロス(買いシグナル)', '1ヶ月モメンタム +15.9%(強い上昇)']",{}
2318.HK,63.7,HOLD,15,56.8,0.247,61.39,63.62,96.6,4.94,8.15,-10.22,2.19,5.8091593,-0.74,-0.11,"['RSI=56.8 中立', 'MACD ゴールデンクロス(買いシグナル)', 'BB上限付近 bb_pct=96.6%(売りシグナル)', '出来高急増 2.2x(注目)']",{}
0388.HK,419.8,HOLD,20,59.7,0.707,407.59,404.51,83.5,1.84,9.78,-2.9,1.49,27.73128,0.151,0.138,"['RSI=59.7 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)', 'BB上限付近 bb_pct=83.5%(売りシグナル)']",{}
1211.HK,108.3,HOLD,0,54.3,-0.602,106.72,102.4,62.7,4.64,2.36,5.35,1.47,17.416945,-0.405,-0.135,"['RSI=54.3 中立', 'MACD デッドクロス(売りシグナル)', 'MA 上昇トレンド(買いシグナル)']",{}
1398.HK,7.22,BUY,40,65.9,0.001,7.04,6.69,79.7,0.56,7.12,9.56,1.66,5.9423394,0.038,-0.035,"['RSI=65.9 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)', '出来高急増 1.7x(注目)']",{}
3988.HK,5.18,HOLD,0,65.9,-0.012,5.09,4.82,77.0,0.78,5.93,10.92,1.15,5.914982,-0.072,0.063,"['RSI=65.9 中立', 'MACD デッドクロス(売りシグナル)', 'MA 上昇トレンド(買いシグナル)']",{}
402340.KS,854000.0,HOLD,10,79.3,19436.83,665400.0,606980.0,92.7,17.79,76.81,69.11,0.18,5.039196,,1.081,"['RSI=79.3 買われすぎ(売りシグナル)', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)', 'BB上限付近 bb_pct=92.7%(売りシグナル)', '1ヶ月モメンタム +76.8%(強い上昇)']",{}
9888.HK,119.9,BUY,35,51.7,1.173,115.85,119.61,64.6,-0.5,13.54,-23.19,1.93,13.249538,-0.81,-0.041,"['RSI=51.7 中立', 'MACD ゴールデンクロス(買いシグナル)', '1ヶ月モメンタム +13.5%(強い上昇)', '出来高急増 1.9x(注目)']",{}
9961.HK,417.2,HOLD,15,52.9,1.14,408.39,408.57,65.5,0.34,8.53,-15.79,1.15,11.105285,0.978,0.208,"['RSI=52.9 中立', 'MACD ゴールデンクロス(買いシグナル)']",{}
105560.KS,163500.0,BUY,30,62.9,213.031,156915.0,154283.52,83.7,3.88,12.37,23.47,0.47,8.649346,0.204,6.874,"['RSI=62.9 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)', 'BB上限付近 bb_pct=83.7%(売りシグナル)', '1ヶ月モメンタム +12.4%(強い上昇)']",{}
9999.HK,175.0,SELL,-30,45.7,-0.263,176.71,179.79,40.1,1.51,1.51,-17.35,1.14,11.080968,-0.292,0.03,"['RSI=45.7 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)']",{}
034020.KS,128500.0,HOLD,10,72.7,2195.157,110890.0,104594.0,85.8,1.1,33.02,49.07,0.18,119.73648,,0.059,"['RSI=72.7 買われすぎ(売りシグナル)', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)', 'BB上限付近 bb_pct=85.8%(売りシグナル)', '1ヶ月モメンタム +33.0%(強い上昇)']",{}
0857.HK,11.98,HOLD,0,72.0,0.101,10.9,10.47,114.5,7.93,7.54,29.51,1.22,10.333662,-0.009,0.022,"['RSI=72.0 買われすぎ(売りシグナル)', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)', 'BB上限付近 bb_pct=114.5%(売りシグナル)']",{}
9618.HK,117.5,HOLD,0,54.9,-0.506,116.57,110.66,55.4,-1.01,4.45,1.49,0.77,7.5695252,,0.015,"['RSI=54.9 中立', 'MACD デッドクロス(売りシグナル)', 'MA 上昇トレンド(買いシグナル)']",{}
086790.KS,127700.0,BUY,30,68.6,575.649,120505.0,116499.49,86.8,3.57,16.41,24.98,0.26,7.3710456,,0.829,"['RSI=68.6 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)', 'BB上限付近 bb_pct=86.8%(売りシグナル)', '1ヶ月モメンタム +16.4%(強い上昇)']",{}
012450.KS,1396000.0,HOLD,-5,47.2,-12014.784,1458350.0,1390360.0,16.8,-4.58,-3.66,12.67,0.24,23.904789,-0.601,0.745,"['RSI=47.2 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=16.8%(買いシグナル)']",{}
000270.KS,155000.0,HOLD,15,49.6,183.962,154290.0,158739.69,54.4,1.04,3.2,7.8,0.2,6.527996,-0.142,0.035,"['RSI=49.6 中立', 'MACD ゴールデンクロス(買いシグナル)']",{}
2899.HK,36.46,HOLD,0,47.5,0.031,36.6,38.62,46.7,-1.19,6.55,-18.54,0.83,10.020367,0.957,0.248,"['RSI=47.5 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 下降トレンド(売りシグナル)']",{}
2628.HK,27.4,HOLD,25,50.5,0.125,26.66,28.56,67.3,2.24,12.39,-22.11,1.12,5.48978,,-0.336,"['RSI=50.5 中立', 'MACD ゴールデンクロス(買いシグナル)', '1ヶ月モメンタム +12.4%(強い上昇)']",{}
