ticker,price,judgment,score,rsi,macd_diff,ma20,ma50,bb_pct,momentum_1w,momentum_1m,momentum_3m,vol_ratio,pe_ratio,eps_growth,revenue_growth,signals
9961.HK,390.2,HOLD,10,36.3,2.42,406.47,453.27,5.0,-5.11,-4.08,-32.14,0.59,10.390383,0.978,0.208,"['RSI=36.3 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=5.0%(買いシグナル)']"
105560.KS,145400.0,HOLD,-25,44.8,-763.261,153029.25,144889.11,25.9,-3.52,-12.98,17.26,0.61,7.7048717,0.089,0.318,"['RSI=44.8 中立', 'MACD デッドクロス(売りシグナル)', '1ヶ月モメンタム -13.0%(強い下落)']"
9888.HK,109.3,SELL,-30,30.7,-0.141,120.06,135.15,-8.9,-8.31,-15.73,-9.14,0.61,11.751324,-0.81,-0.041,"['RSI=30.7 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=-8.9%(買いシグナル)', '1ヶ月モメンタム -15.7%(強い下落)']"
9999.HK,176.0,HOLD,10,37.7,0.499,182.1,194.63,12.5,-5.78,-1.77,-17.73,0.3,11.202796,-0.294,0.03,"['RSI=37.7 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=12.5%(買いシグナル)']"
9618.HK,104.2,HOLD,0,42.3,0.357,106.32,109.48,38.0,-7.05,-1.98,-7.21,0.75,6.682434,,0.015,"['RSI=42.3 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 下降トレンド(売りシグナル)']"
034020.KS,102100.0,BUY,30,52.0,212.31,101385.0,95780.0,52.8,-2.2,0.1,31.91,0.8,94.399506,,0.143,"['RSI=52.0 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)']"
012450.KS,1278000.0,HOLD,-15,45.4,-18751.127,1359100.0,1281920.0,29.5,-8.45,3.4,45.74,0.49,22.013985,-0.601,0.745,"['RSI=45.4 中立', 'MACD デッドクロス(売りシグナル)']"
0857.HK,10.81,BUY,40,66.0,0.0,10.31,9.42,78.4,2.17,13.08,33.79,0.7,10.175211,-0.042,0.023,"['RSI=66.0 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)', '1ヶ月モメンタム +13.1%(強い上昇)']"
086790.KS,105700.0,HOLD,-15,41.2,-985.277,114418.37,109122.96,17.9,-3.82,-17.23,15.65,0.58,6.3076425,,0.829,"['RSI=41.2 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=17.9%(買いシグナル)', '1ヶ月モメンタム -17.2%(強い下落)']"
000270.KS,162700.0,HOLD,-15,47.9,-1224.637,172025.0,160926.0,33.8,-2.75,-5.79,34.46,0.57,6.830332,-0.142,0.035,"['RSI=47.9 中立', 'MACD デッドクロス(売りシグナル)']"
2628.HK,26.0,HOLD,-10,28.7,-0.174,29.34,31.79,-2.0,-9.66,-19.95,-8.71,1.16,5.916282,0.914,0.497,"['RSI=28.7 売られすぎ(買いシグナル)', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=-2.0%(買いシグナル)', '1ヶ月モメンタム -20.0%(強い下落)']"
055550.KS,90000.0,HOLD,-25,45.8,-287.772,94065.0,89392.75,26.1,-1.32,-11.59,17.44,0.81,7.210054,0.35,0.216,"['RSI=45.8 中立', 'MACD デッドクロス(売りシグナル)', '1ヶ月モメンタム -11.6%(強い下落)']"
2899.HK,32.42,HOLD,-10,27.2,-0.921,39.99,40.8,-0.1,-12.24,-26.35,-8.37,1.46,9.107017,0.814,0.295,"['RSI=27.2 売られすぎ(買いシグナル)', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=-0.1%(買いシグナル)', '1ヶ月モメンタム -26.4%(強い下落)']"
3968.HK,47.24,HOLD,-5,36.3,-0.148,48.92,48.49,-7.1,-5.44,-4.29,-5.27,0.48,6.655111,0.028,0.546,"['RSI=36.3 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=-7.1%(買いシグナル)']"
068270.KS,189000.0,SELL,-30,34.5,-2476.892,215095.0,216768.0,13.1,-8.25,-22.22,2.87,0.98,27.257006,1.287,0.251,"['RSI=34.5 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=13.1%(買いシグナル)', '1ヶ月モメンタム -22.2%(強い下落)']"
035420.KS,209500.0,SELL,-30,34.5,-461.561,229153.16,244852.08,18.3,-6.47,-17.14,-10.11,0.57,13.403237,-0.437,0.107,"['RSI=34.5 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=18.3%(買いシグナル)', '1ヶ月モメンタム -17.1%(強い下落)']"
0016.HK,126.2,HOLD,-5,41.8,-1.875,136.57,126.46,-5.9,-5.4,-8.76,33.01,0.52,14.46352,0.362,0.32,"['RSI=41.8 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=-5.9%(買いシグナル)']"
2388.HK,40.12,HOLD,-5,38.5,-0.228,42.02,41.49,8.1,-3.14,-7.43,2.92,0.56,10.481599,0.105,0.104,"['RSI=38.5 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=8.1%(買いシグナル)']"
1088.HK,48.72,BUY,30,66.9,0.122,46.37,43.87,82.8,3.26,10.98,23.53,1.02,15.607491,-0.118,-0.131,"['RSI=66.9 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)', 'BB上限付近 bb_pct=82.8%(売りシグナル)', '1ヶ月モメンタム +11.0%(強い上昇)']"
1288.HK,5.2,HOLD,0,43.1,0.019,5.25,5.4,35.4,-2.26,-4.76,-5.63,0.42,5.5966153,0.158,0.056,"['RSI=43.1 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 下降トレンド(売りシグナル)']"
1024.HK,51.65,HOLD,-10,20.8,-0.468,60.14,69.26,-10.9,-13.7,-22.51,-22.56,0.59,8.295265,0.36,0.142,"['RSI=20.8 売られすぎ(買いシグナル)', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=-10.9%(買いシグナル)', '1ヶ月モメンタム -22.5%(強い下落)']"
6160.HK,160.5,HOLD,-10,28.6,-1.325,181.35,196.02,12.2,-7.44,-26.38,-13.99,0.57,25.962523,,0.328,"['RSI=28.6 売られすぎ(買いシグナル)', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=12.2%(買いシグナル)', '1ヶ月モメンタム -26.4%(強い下落)']"
028260.KS,275000.0,HOLD,-25,42.8,-1451.409,300075.0,299230.0,28.1,-1.61,-17.17,11.74,0.65,16.053429,0.68,0.084,"['RSI=42.8 中立', 'MACD デッドクロス(売りシグナル)', '1ヶ月モメンタム -17.2%(強い下落)']"
0001.HK,57.7,HOLD,-20,39.5,-0.199,60.74,61.81,10.2,-2.37,-7.75,5.87,0.65,8.756501,0.597,-0.028,"['RSI=39.5 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=10.2%(買いシグナル)']"
9987.HK,402.4,HOLD,-5,42.6,-1.704,418.96,407.32,7.5,-5.76,-7.39,7.15,0.47,16.083145,0.343,0.088,"['RSI=42.6 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=7.5%(買いシグナル)']"
0669.HK,103.2,HOLD,-15,30.3,-2.192,116.99,111.36,0.0,-6.94,-16.37,13.59,0.29,14.664851,0.001,0.016,"['RSI=30.3 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=0.0%(買いシグナル)', '1ヶ月モメンタム -16.4%(強い下落)']"
012330.KS,380000.0,SELL,-30,40.0,-4632.29,429054.36,432868.25,16.5,-6.8,-13.7,4.9,0.59,7.054558,-0.394,0.047,"['RSI=40.0 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=16.5%(買いシグナル)', '1ヶ月モメンタム -13.7%(強い下落)']"
006400.KS,378750.0,HOLD,-15,46.8,-3813.061,403112.5,371425.0,25.1,-2.63,-3.26,35.51,0.42,26.708723,,0.028,"['RSI=46.8 中立', 'MACD デッドクロス(売りシグナル)']"
600519.SS,1406.33,HOLD,15,43.7,0.136,1433.55,1428.22,28.9,-5.3,-4.12,-0.05,0.89,18.232744,0.008,0.006,"['RSI=43.7 中立', 'MACD ゴールデンクロス(買いシグナル)']"
2269.HK,31.92,SELL,-30,32.4,-0.406,36.32,37.72,3.7,-8.64,-21.61,-3.68,0.79,20.61014,0.584,0.161,"['RSI=32.4 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=3.7%(買いシグナル)', '1ヶ月モメンタム -21.6%(強い下落)']"
005490.KS,327000.0,HOLD,-25,41.4,-2955.08,357307.84,354344.83,22.8,-4.53,-15.2,8.77,0.73,10.760262,,-0.054,"['RSI=41.4 中立', 'MACD デッドクロス(売りシグナル)', '1ヶ月モメンタム -15.2%(強い下落)']"
009150.KS,431500.0,BUY,30,56.9,433.652,425950.0,346320.0,54.4,-3.36,1.17,72.12,0.55,21.806656,0.157,0.164,"['RSI=56.9 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)']"
6869.HK,145.5,HOLD,-5,53.6,-3.768,150.23,106.77,40.1,3.93,12.62,152.82,0.47,71.07407,-0.115,0.163,"['RSI=53.6 中立', 'MACD デッドクロス(売りシグナル)', '1ヶ月モメンタム +12.6%(強い上昇)']"
1801.HK,77.05,SELL,-30,38.5,-0.401,82.79,84.41,3.2,-8.27,-12.99,-5.81,0.76,34.876102,,0.506,"['RSI=38.5 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=3.2%(買いシグナル)', '1ヶ月モメンタム -13.0%(強い下落)']"
0002.HK,72.3,HOLD,-5,43.8,-0.112,73.33,73.08,17.0,-1.57,-4.43,6.65,0.45,15.413544,-0.164,-0.037,"['RSI=43.8 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=17.0%(買いシグナル)']"
267260.KS,914000.0,HOLD,-25,46.3,-6171.137,972918.29,928421.42,26.6,-1.83,-13.92,13.81,0.48,27.595379,0.896,0.426,"['RSI=46.3 中立', 'MACD デッドクロス(売りシグナル)', '1ヶ月モメンタム -13.9%(強い下落)']"
316140.KS,31850.0,HOLD,-25,43.8,-280.244,34144.64,32097.38,26.6,-2.3,-19.4,17.06,0.57,6.4854116,-0.238,0.057,"['RSI=43.8 中立', 'MACD デッドクロス(売りシグナル)', '1ヶ月モメンタム -19.4%(強い下落)']"
010140.KS,26250.0,SELL,-30,41.2,-152.305,28410.0,28725.0,14.3,-9.95,-10.26,3.35,0.97,14.405044,,0.051,"['RSI=41.2 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=14.3%(買いシグナル)', '1ヶ月モメンタム -10.3%(強い下落)']"
9992.HK,200.0,SELL,-30,37.7,-0.64,213.76,218.88,16.2,-7.15,-14.46,-0.89,0.92,13.850089,3.955,2.044,"['RSI=37.7 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=16.2%(買いシグナル)', '1ヶ月モメンタム -14.5%(強い下落)']"
0020.HK,1.87,HOLD,-10,28.3,-0.035,2.23,2.39,3.1,-9.22,-28.35,-8.33,0.54,-82.182686,,0.356,"['RSI=28.3 売られすぎ(買いシグナル)', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=3.1%(買いシグナル)', '1ヶ月モメンタム -28.4%(強い下落)']"
2328.HK,14.62,SELL,-30,32.1,-0.068,15.71,16.02,-13.6,-6.52,-11.45,-12.35,0.76,6.7240767,0.323,0.071,"['RSI=32.1 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=-13.6%(買いシグナル)', '1ヶ月モメンタム -11.4%(強い下落)']"
0386.HK,4.48,HOLD,-10,24.8,-0.073,5.09,5.14,3.7,-6.28,-18.84,-0.67,0.63,8.56663,0.045,-0.109,"['RSI=24.8 売られすぎ(買いシグナル)', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=3.7%(買いシグナル)', '1ヶ月モメンタム -18.8%(強い下落)']"
207940.KS,1530000.0,SELL,-30,38.4,-3227.423,1637100.0,1733380.0,13.2,-3.59,-10.89,-11.71,0.47,32.886005,,,"['RSI=38.4 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=13.2%(買いシグナル)', '1ヶ月モメンタム -10.9%(強い下落)']"
329180.KS,509000.0,SELL,-30,35.7,-5645.992,576896.46,581168.91,-14.2,-13.29,-15.58,-1.64,0.83,16.334309,4.967,0.224,"['RSI=35.7 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=-14.2%(買いシグナル)', '1ヶ月モメンタム -15.6%(強い下落)']"
0175.HK,20.06,HOLD,20,72.1,0.379,17.04,16.86,104.1,6.48,19.4,18.49,1.95,8.052282,0.009,0.458,"['RSI=72.1 買われすぎ(売りシグナル)', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)', 'BB上限付近 bb_pct=104.1%(売りシグナル)', '1ヶ月モメンタム +19.4%(強い上昇)', '出来高急増 1.9x(注目)']"
032830.KS,218500.0,HOLD,-15,52.2,-599.704,221575.0,198274.0,43.7,0.69,-5.82,45.72,0.73,14.843142,1.87,0.294,"['RSI=52.2 中立', 'MACD デッドクロス(売りシグナル)']"
2020.HK,75.4,SELL,-30,35.2,-0.504,80.26,80.56,8.5,-5.34,-10.82,-8.33,0.66,13.045713,-0.074,0.143,"['RSI=35.2 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=8.5%(買いシグナル)', '1ヶ月モメンタム -10.8%(強い下落)']"
1378.HK,31.06,HOLD,-25,31.8,-0.763,37.13,36.52,-23.7,-17.08,-13.77,-3.12,2.36,7.680819,-0.231,-0.015,"['RSI=31.8 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=-23.7%(買いシグナル)', '1ヶ月モメンタム -13.8%(強い下落)', '出来高急増 2.4x(注目)']"
0823.HK,35.44,HOLD,-5,36.9,-0.306,37.52,36.39,-13.7,-4.16,-6.54,2.19,0.62,14.033197,,0.051,"['RSI=36.9 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=-13.7%(買いシグナル)']"
9868.HK,70.9,HOLD,0,46.6,0.229,71.27,72.72,48.2,-9.34,0.35,-8.1,1.02,16.943504,,0.382,"['RSI=46.6 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 下降トレンド(売りシグナル)']"
9866.HK,43.88,BUY,30,56.3,0.452,41.91,39.38,62.6,-7.27,5.13,12.51,0.89,41.922535,,0.759,"['RSI=56.3 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)']"
1109.HK,28.56,HOLD,-15,35.2,-0.251,30.65,30.39,-6.5,-8.17,-10.36,3.55,0.97,7.647938,0.162,0.199,"['RSI=35.2 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=-6.5%(買いシグナル)', '1ヶ月モメンタム -10.4%(強い下落)']"
2057.HK,188.5,BUY,30,52.7,0.412,186.75,181.86,58.4,3.12,-1.77,14.17,0.65,11.263759,7.907,0.123,"['RSI=52.7 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)']"
373220.KS,358000.0,SELL,-30,41.9,-887.755,383075.0,390840.0,22.8,-5.91,-9.6,-5.54,0.48,37.532837,,,"['RSI=41.9 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)']"
2423.HK,39.48,SELL,-30,32.7,-0.24,43.26,45.63,-20.4,-9.78,-10.31,-5.05,0.97,14.800335,-0.837,-0.287,"['RSI=32.7 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=-20.4%(買いシグナル)', '1ヶ月モメンタム -10.3%(強い下落)']"
2601.HK,31.4,SELL,-30,30.2,-0.106,34.31,36.82,-10.7,-8.93,-14.3,-12.78,1.12,5.4734817,0.353,0.546,"['RSI=30.2 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=-10.7%(買いシグナル)', '1ヶ月モメンタム -14.3%(強い下落)']"
9633.HK,41.02,HOLD,-10,29.9,-0.238,44.69,47.17,-3.2,-5.4,-13.13,-14.83,0.7,23.847416,0.221,0.156,"['RSI=29.9 売られすぎ(買いシグナル)', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=-3.2%(買いシグナル)', '1ヶ月モメンタム -13.1%(強い下落)']"
033780.KS,151500.0,HOLD,-25,42.5,-864.35,158907.16,153344.24,23.6,-2.57,-11.91,5.99,0.56,12.147221,-0.127,0.101,"['RSI=42.5 中立', 'MACD デッドクロス(売りシグナル)', '1ヶ月モメンタム -11.9%(強い下落)']"
051910.KS,291000.0,SELL,-40,42.1,-2566.264,327550.0,328050.0,23.7,-5.37,-12.48,-14.03,0.34,11.797317,,,"['RSI=42.1 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', '1ヶ月モメンタム -12.5%(強い下落)']"
042660.KS,120300.0,SELL,-30,40.1,-665.412,131920.0,136156.0,17.7,-9.34,-18.27,9.86,0.42,20.791664,0.51,0.021,"['RSI=40.1 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=17.7%(買いシグナル)', '1ヶ月モメンタム -18.3%(強い下落)']"
086520.KS,150900.0,HOLD,-25,48.0,-3007.003,161655.0,142388.0,28.6,3.43,-11.91,53.35,0.31,,,,"['RSI=48.0 中立', 'MACD デッドクロス(売りシグナル)', '1ヶ月モメンタム -11.9%(強い下落)']"
1113.HK,44.0,HOLD,-5,38.5,-0.425,47.14,45.85,-14.9,-6.06,-7.41,9.95,0.65,11.913687,-0.075,0.384,"['RSI=38.5 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=-14.9%(買いシグナル)']"
035720.KS,47200.0,SELL,-30,34.8,-248.861,52937.16,56437.45,16.2,-7.99,-18.65,-18.79,0.57,27.08855,,0.09,"['RSI=34.8 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=16.2%(買いシグナル)', '1ヶ月モメンタム -18.6%(強い下落)']"
196170.KS,353500.0,HOLD,-10,41.4,23.473,375125.0,406150.0,25.4,-0.42,-12.06,-17.91,0.63,,,,"['RSI=41.4 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 下降トレンド(売りシグナル)', '1ヶ月モメンタム -12.1%(強い下落)']"
0006.HK,60.35,HOLD,-5,43.0,-0.305,62.23,60.68,-5.6,-1.79,-3.36,10.73,0.47,18.266954,0.026,-0.099,"['RSI=43.0 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=-5.6%(買いシグナル)']"
047810.KS,170400.0,HOLD,-5,45.8,-1364.48,182780.0,170576.0,18.7,-15.64,-2.96,56.62,0.63,32.38102,4.126,0.34,"['RSI=45.8 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=18.7%(買いシグナル)']"
2015.HK,64.6,HOLD,-5,40.1,-0.448,68.29,67.79,5.0,-9.4,-9.97,-2.2,0.74,20.859943,-0.998,-0.35,"['RSI=40.1 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=5.0%(買いシグナル)']"
009540.KS,370500.0,HOLD,-15,37.2,-3596.024,420465.35,416683.06,-0.5,-11.79,-19.95,-10.25,0.87,6.541677,3.193,0.214,"['RSI=37.2 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=-0.5%(買いシグナル)', '1ヶ月モメンタム -19.9%(強い下落)']"
010120.KS,833000.0,BUY,30,62.9,9135.107,754057.57,640019.43,81.2,9.32,15.84,77.57,0.71,41.51511,0.328,0.121,"['RSI=62.9 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)', 'BB上限付近 bb_pct=81.2%(売りシグナル)', '1ヶ月モメンタム +15.8%(強い上昇)']"
006800.KS,62200.0,HOLD,-5,50.0,-1508.554,67245.11,51146.85,17.7,-9.99,-7.86,177.22,0.47,19.54712,,13.817,"['RSI=50.0 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=17.7%(買いシグナル)']"
000810.KS,455500.0,SELL,-30,39.3,-4070.682,499575.0,504230.0,15.6,-4.61,-19.38,-6.66,0.51,8.039673,-0.09,-0.025,"['RSI=39.3 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=15.6%(買いシグナル)', '1ヶ月モメンタム -19.4%(強い下落)']"
0003.HK,7.08,HOLD,-5,35.6,-0.042,7.47,7.42,-14.1,-2.48,-7.93,0.43,1.05,20.465977,0.021,-0.042,"['RSI=35.6 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=-14.1%(買いシグナル)']"
0992.HK,8.88,HOLD,-5,39.4,-0.053,9.42,9.19,-18.0,-6.43,-6.82,-4.21,0.66,7.9107995,-0.271,0.181,"['RSI=39.4 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=-18.0%(買いシグナル)']"
298040.KS,2593000.0,HOLD,-15,52.2,-644.205,2614600.0,2426000.0,46.3,1.85,-5.5,40.76,0.64,22.79814,0.922,0.109,"['RSI=52.2 中立', 'MACD デッドクロス(売りシグナル)']"
064350.KS,169400.0,SELL,-30,33.7,-4702.981,208520.0,212098.0,-0.7,-12.18,-23.52,-5.52,0.65,12.731242,0.532,0.128,"['RSI=33.7 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=-0.7%(買いシグナル)', '1ヶ月モメンタム -23.5%(強い下落)']"
042700.KS,303500.0,HOLD,10,59.2,-3531.575,290376.87,227910.47,58.6,0.83,49.24,161.55,0.33,58.25381,-0.482,-0.445,"['RSI=59.2 中立', 'MACD デッドクロス(売りシグナル)', 'MA 上昇トレンド(買いシグナル)', '1ヶ月モメンタム +49.2%(強い上昇)']"
