ticker,price,judgment,score,rsi,macd_diff,ma20,ma50,bb_pct,momentum_1w,momentum_1m,momentum_3m,vol_ratio,pe_ratio,eps_growth,revenue_growth,signals,order_book
9988.HK,131.2,HOLD,25,51.0,0.354,129.25,131.61,59.9,3.72,10.72,-19.66,0.34,17.16177,-0.709,0.017,"['RSI=51.0 中立', 'MACD ゴールデンクロス(買いシグナル)', '1ヶ月モメンタム +10.7%(強い上昇)']",{}
005930.KS,258750.0,HOLD,10,73.8,2444.056,217412.5,200933.26,129.5,16.55,31.68,53.33,0.72,6.3481555,4.96,0.693,"['RSI=73.8 買われすぎ(売りシグナル)', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)', 'BB上限付近 bb_pct=129.5%(売りシグナル)', '1ヶ月モメンタム +31.7%(強い上昇)']",{}
0939.HK,8.78,HOLD,0,57.7,-0.017,8.7,8.29,59.8,-1.24,3.91,12.13,0.74,5.549947,0.0,0.05,"['RSI=57.7 中立', 'MACD デッドクロス(売りシグナル)', 'MA 上昇トレンド(買いシグナル)']",{}
0700.HK,472.2,HOLD,-20,38.1,-2.255,494.93,509.63,15.3,-0.34,-3.48,-21.1,0.57,12.143518,0.141,0.127,"['RSI=38.1 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=15.3%(買いシグナル)']",{}
1299.HK,85.9,BUY,30,54.2,0.243,84.88,84.63,61.1,3.31,-0.29,-3.54,0.56,12.846952,0.094,0.06,"['RSI=54.2 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)']",{}
1810.HK,30.46,SELL,-30,43.7,-0.025,31.15,32.73,30.6,1.8,-1.36,-13.12,0.72,16.282444,-0.337,0.073,"['RSI=43.7 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)']",{}
005935.KS,183000.0,HOLD,10,75.5,2562.312,151060.0,139691.25,115.9,14.38,39.8,52.32,1.1,5.0774446,4.96,0.693,"['RSI=75.5 買われすぎ(売りシグナル)', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)', 'BB上限付近 bb_pct=115.9%(売りシグナル)', '1ヶ月モメンタム +39.8%(強い上昇)']",{}
000660.KS,1577000.0,HOLD,10,83.0,31374.724,1189550.0,1042210.45,113.6,21.31,72.16,75.55,0.55,4.2456455,3.966,1.981,"['RSI=83.0 買われすぎ(売りシグナル)', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)', 'BB上限付近 bb_pct=113.6%(売りシグナル)', '1ヶ月モメンタム +72.2%(強い上昇)']",{}
005380.KS,555000.0,BUY,30,58.4,2822.617,521450.0,520078.48,82.9,0.0,17.34,10.6,0.64,11.207443,,0.034,"['RSI=58.4 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)', 'BB上限付近 bb_pct=82.9%(売りシグナル)', '1ヶ月モメンタム +17.3%(強い上昇)']",{}
3690.HK,83.55,HOLD,-15,49.3,-0.224,84.77,82.04,37.7,4.05,4.11,-11.91,0.29,15.690147,,0.028,"['RSI=49.3 中立', 'MACD デッドクロス(売りシグナル)']",{}
