ticker,price,judgment,score,rsi,macd_diff,ma20,ma50,bb_pct,momentum_1w,momentum_1m,momentum_3m,vol_ratio,pe_ratio,eps_growth,revenue_growth,signals,order_book
0700.HK,441.8,HOLD,15,50.1,0.435,441.13,453.05,51.0,7.29,-3.75,-8.64,0.15,11.617787,0.229,0.091,"['RSI=50.1 中立', 'MACD ゴールデンクロス(買いシグナル)']",{}
9988.HK,95.55,SELL,-40,31.9,-0.479,105.11,120.26,26.1,6.76,-22.54,-19.28,0.1,10.361188,1.041,0.029,"['RSI=31.9 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', '1ヶ月モメンタム -22.5%(強い下落)']",{}
1299.HK,74.0,HOLD,15,45.2,0.271,73.38,79.5,58.9,4.52,-3.52,-12.61,0.13,10.934298,0.094,0.06,"['RSI=45.2 中立', 'MACD ゴールデンクロス(買いシグナル)']",{}
005930.KS,300500.0,HOLD,-15,46.1,-8060.151,327225.0,296170.0,20.2,-6.97,1.69,52.93,0.5,4.8080897,4.921,0.692,"['RSI=46.1 中立', 'MACD デッドクロス(売りシグナル)']",{}
0939.HK,7.93,HOLD,-20,33.9,-0.066,8.34,8.47,12.3,-1.52,-4.86,-3.73,0.08,4.988296,0.0,0.05,"['RSI=33.9 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=12.3%(買いシグナル)']",{}
1810.HK,23.88,HOLD,-10,41.1,0.014,24.7,28.12,40.5,11.48,-15.86,-22.67,0.45,13.57693,-0.581,-0.109,"['RSI=41.1 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 下降トレンド(売りシグナル)', '1ヶ月モメンタム -15.9%(強い下落)']",{}
005935.KS,200000.0,HOLD,-15,47.8,-4180.409,210810.0,194478.0,29.7,-4.99,3.9,52.79,0.49,3.590891,4.921,0.692,"['RSI=47.8 中立', 'MACD デッドクロス(売りシグナル)']",{}
3690.HK,71.7,HOLD,0,45.3,0.034,73.26,78.64,41.8,11.6,-8.78,-10.65,0.1,15.245946,,0.056,"['RSI=45.3 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 下降トレンド(売りシグナル)']",{}
005380.KS,476500.0,SELL,-30,31.5,-11067.945,561275.0,599742.75,16.7,-4.12,-25.43,1.11,0.4,9.655048,-0.431,0.034,"['RSI=31.5 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=16.7%(買いシグナル)', '1ヶ月モメンタム -25.4%(強い下落)']",{}
0388.HK,373.6,HOLD,0,42.5,0.115,377.82,399.12,39.8,3.15,-6.79,-5.66,0.16,23.904327,0.27,0.19,"['RSI=42.5 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 下降トレンド(売りシグナル)']",{}
000660.KS,2259000.0,HOLD,-5,47.3,-70375.827,2451700.0,2043588.13,33.1,-14.04,18.21,146.66,0.66,5.1214447,3.966,1.981,"['RSI=47.3 中立', 'MACD デッドクロス(売りシグナル)', '1ヶ月モメンタム +18.2%(強い上昇)']",{}
1398.HK,6.47,HOLD,-20,35.8,-0.062,6.83,6.87,11.8,-2.27,-3.72,-4.4,0.12,5.1782475,0.043,0.034,"['RSI=35.8 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=11.8%(買いシグナル)']",{}
1211.HK,82.75,HOLD,15,48.9,0.397,81.58,91.27,55.1,13.9,-9.43,-19.98,0.33,13.452319,-0.569,-0.118,"['RSI=48.9 中立', 'MACD ゴールデンクロス(買いシグナル)']",{}
2318.HK,52.7,SELL,-30,38.6,-0.166,54.74,57.88,28.4,4.25,-7.62,-9.43,0.08,4.825671,-0.132,-0.033,"['RSI=38.6 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)']",{}
3988.HK,4.83,HOLD,-5,36.0,-0.052,5.13,5.09,8.1,-2.26,-5.79,-2.26,0.06,5.3516746,0.0,0.059,"['RSI=36.0 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=8.1%(買いシグナル)']",{}
402340.KS,1503000.0,HOLD,-5,49.8,-39611.727,1574400.0,1266696.8,42.6,-8.35,34.44,201.6,0.36,3.9377687,4.201,3.188,"['RSI=49.8 中立', 'MACD デッドクロス(売りシグナル)', '1ヶ月モメンタム +34.4%(強い上昇)']",{}
9888.HK,112.7,HOLD,5,47.7,0.509,112.11,122.87,52.1,14.13,-13.37,3.58,0.08,12.85698,-0.593,-0.012,"['RSI=47.7 中立', 'MACD ゴールデンクロス(買いシグナル)', '1ヶ月モメンタム -13.4%(強い下落)']",{}
9961.HK,327.0,SELL,-40,38.8,-2.791,350.78,378.58,25.0,7.14,-12.71,-16.28,0.2,9.255154,-0.397,0.172,"['RSI=38.8 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', '1ヶ月モメンタム -12.7%(強い下落)']",{}
105560.KS,168900.0,BUY,30,60.7,892.741,158440.0,157453.66,89.7,9.89,11.49,15.97,0.43,8.787974,0.168,0.152,"['RSI=60.7 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)', 'BB上限付近 bb_pct=89.7%(売りシグナル)', '1ヶ月モメンタム +11.5%(強い上昇)']",{}
9999.HK,204.6,HOLD,20,63.1,0.943,193.37,186.89,94.3,9.12,6.07,17.13,0.14,12.456949,0.031,0.061,"['RSI=63.1 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)', 'BB上限付近 bb_pct=94.3%(売りシグナル)']",{}
034020.KS,82500.0,HOLD,-20,36.7,-340.747,91470.0,106382.0,14.2,-6.25,-3.85,-13.07,0.48,84.09873,,0.137,"['RSI=36.7 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=14.2%(買いシグナル)']",{}
9618.HK,104.7,SELL,-30,43.6,-0.231,107.4,114.8,39.0,9.06,-8.96,-6.01,0.09,6.4808536,-0.507,0.049,"['RSI=43.6 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)']",{}
012450.KS,1150000.0,HOLD,25,52.9,12300.479,1084550.0,1209300.0,75.1,12.75,14.31,-25.18,0.49,20.26367,2.849,0.049,"['RSI=52.9 中立', 'MACD ゴールデンクロス(買いシグナル)', '1ヶ月モメンタム +14.3%(強い上昇)']",{}
000270.KS,146900.0,SELL,-30,45.9,-539.101,151530.0,158148.0,39.8,4.48,-2.97,-2.59,0.38,6.2206745,-0.225,0.053,"['RSI=45.9 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)']",{}
086790.KS,124900.0,HOLD,25,57.1,287.977,119370.0,120465.78,73.4,8.8,11.12,13.33,0.55,7.0566053,0.114,0.257,"['RSI=57.1 中立', 'MACD ゴールデンクロス(買いシグナル)', '1ヶ月モメンタム +11.1%(強い上昇)']",{}
2899.HK,30.72,HOLD,-15,48.8,-0.04,30.48,33.29,53.0,11.87,-6.51,-11.8,0.38,8.169696,0.957,0.248,"['RSI=48.8 中立', 'MACD デッドクロス(売りシグナル)']",{}
055550.KS,106500.0,HOLD,20,61.5,448.054,99220.0,97979.42,95.5,10.48,9.68,17.39,0.95,8.180804,0.14,0.066,"['RSI=61.5 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)', 'BB上限付近 bb_pct=95.5%(売りシグナル)']",{}
