ticker,price,judgment,score,rsi,macd_diff,ma20,ma50,bb_pct,momentum_1w,momentum_1m,momentum_3m,vol_ratio,pe_ratio,eps_growth,revenue_growth,signals,order_book
005930.KS,355750.0,BUY,30,64.3,195.892,320212.5,269287.0,86.5,10.31,28.89,91.35,0.81,6.1298575,4.921,0.692,"['RSI=64.3 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)', 'BB上限付近 bb_pct=86.5%(売りシグナル)', '1ヶ月モメンタム +28.9%(強い上昇)']",{}
9988.HK,102.8,HOLD,-10,28.0,-1.589,118.25,126.17,2.7,-6.72,-18.32,-16.8,0.89,10.748838,1.041,0.029,"['RSI=28.0 売られすぎ(買いシグナル)', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=2.7%(買いシグナル)', '1ヶ月モメンタム -18.3%(強い下落)']",{}
1299.HK,73.2,SELL,-40,35.7,-0.158,77.89,81.61,24.9,-1.81,-12.39,-13.46,0.25,10.828899,0.094,0.06,"['RSI=35.7 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', '1ヶ月モメンタム -12.4%(強い下落)']",{}
0939.HK,8.59,SELL,-30,44.8,-0.0,8.69,8.73,31.8,-4.34,-1.15,6.31,0.47,5.395405,0.0,0.05,"['RSI=44.8 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)']",{}
0700.HK,436.8,HOLD,0,41.6,0.026,448.87,466.36,28.7,-5.78,-0.5,-13.01,0.41,11.382412,0.229,0.091,"['RSI=41.6 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 下降トレンド(売りシグナル)']",{}
1810.HK,24.58,HOLD,-10,24.1,-0.222,27.62,29.74,1.8,-6.18,-17.13,-25.96,0.72,13.92853,-0.581,-0.109,"['RSI=24.1 売られすぎ(買いシグナル)', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=1.8%(買いシグナル)', '1ヶ月モメンタム -17.1%(強い下落)']",{}
000660.KS,2708000.0,HOLD,10,72.4,18453.466,2197817.06,1701109.38,107.3,25.95,55.21,190.3,0.85,6.5477147,3.966,1.981,"['RSI=72.4 買われすぎ(売りシグナル)', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)', 'BB上限付近 bb_pct=107.3%(売りシグナル)', '1ヶ月モメンタム +55.2%(強い上昇)']",{}
005935.KS,228000.0,BUY,30,64.5,856.659,204985.0,178688.0,84.6,10.14,28.23,74.69,0.68,4.310038,4.921,0.692,"['RSI=64.5 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)', 'BB上限付近 bb_pct=84.6%(売りシグナル)', '1ヶ月モメンタム +28.2%(強い上昇)']",{}
3690.HK,72.75,SELL,-30,37.3,-0.402,77.93,81.94,8.0,-6.61,-11.39,-8.09,0.46,15.267627,,0.056,"['RSI=37.3 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=8.0%(買いシグナル)', '1ヶ月モメンタム -11.4%(強い下落)']",{}
005380.KS,602000.0,HOLD,-15,44.5,-12059.33,657047.39,596768.5,20.3,-0.82,2.06,24.58,0.46,12.214703,-0.431,0.034,"['RSI=44.5 中立', 'MACD デッドクロス(売りシグナル)']",{}
