ticker,price,judgment,score,rsi,macd_diff,ma20,ma50,bb_pct,momentum_1w,momentum_1m,momentum_3m,vol_ratio,pe_ratio,eps_growth,revenue_growth,signals,order_book
0700.HK,459.2,SELL,-30,40.6,-0.38,474.96,494.67,29.6,0.03,-9.0,-13.25,0.14,11.87808,0.229,0.091,"['RSI=40.6 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)']",{}
0939.HK,8.78,HOLD,-15,53.2,-0.033,8.85,8.43,25.7,-0.68,1.15,8.66,0.1,5.5232577,0.0,0.05,"['RSI=53.2 中立', 'MACD デッドクロス(売りシグナル)']",{}
9988.HK,135.6,BUY,30,53.5,0.479,133.36,129.91,64.8,1.27,-0.59,-14.5,0.13,13.738359,1.013,0.029,"['RSI=53.5 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)']",{}
1299.HK,88.15,HOLD,20,58.4,0.312,85.09,85.09,83.6,1.79,8.03,5.19,0.15,13.193062,0.094,0.06,"['RSI=58.4 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)', 'BB上限付近 bb_pct=83.6%(売りシグナル)']",{}
005930.KS,291000.0,HOLD,10,74.1,4897.474,244775.0,212680.03,88.7,1.93,33.79,60.93,0.32,5.6832304,4.96,0.693,"['RSI=74.1 買われすぎ(売りシグナル)', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)', 'BB上限付近 bb_pct=88.7%(売りシグナル)', '1ヶ月モメンタム +33.8%(強い上昇)']",{}
1810.HK,31.36,HOLD,15,48.7,0.193,31.21,32.1,54.7,-1.07,-2.0,-14.13,0.1,16.847752,-0.337,0.073,"['RSI=48.7 中立', 'MACD ゴールデンクロス(買いシグナル)']",{}
3690.HK,84.1,BUY,30,49.6,0.167,84.06,82.56,50.6,-0.3,-2.77,-0.88,0.12,15.710754,,0.028,"['RSI=49.6 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)']",{}
005935.KS,190600.0,BUY,30,67.8,1739.841,168890.0,147225.55,81.0,-2.21,27.92,49.81,0.28,4.246848,4.96,0.693,"['RSI=67.8 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)', 'BB上限付近 bb_pct=81.0%(売りシグナル)', '1ヶ月モメンタム +27.9%(強い上昇)']",{}
000660.KS,1957000.0,HOLD,10,84.5,53493.232,1476000.0,1163520.0,89.9,4.1,69.44,122.8,0.34,5.197019,3.966,1.981,"['RSI=84.5 買われすぎ(売りシグナル)', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)', 'BB上限付近 bb_pct=89.9%(売りシグナル)', '1ヶ月モメンタム +69.4%(強い上昇)']",{}
005380.KS,747000.0,HOLD,10,81.3,20107.001,581600.0,533080.0,109.2,15.63,39.89,50.36,0.86,15.041537,,0.034,"['RSI=81.3 買われすぎ(売りシグナル)', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)', 'BB上限付近 bb_pct=109.2%(売りシグナル)', '1ヶ月モメンタム +39.9%(強い上昇)']",{}
