ticker,price,judgment,score,rsi,macd_diff,ma20,ma50,bb_pct,momentum_1w,momentum_1m,momentum_3m,vol_ratio,pe_ratio,eps_growth,revenue_growth,signals
9888.HK,110.5,SELL,-30,31.6,-0.065,120.12,135.17,-4.3,-7.3,-14.8,-8.15,0.14,11.880342,-0.81,-0.041,"['RSI=31.6 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=-4.3%(買いシグナル)', '1ヶ月モメンタム -14.8%(強い下落)']"
9961.HK,394.6,HOLD,10,37.7,2.701,406.69,453.36,15.2,-4.04,-3.0,-31.37,0.22,10.512873,0.978,0.208,"['RSI=37.7 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=15.2%(買いシグナル)']"
105560.KS,148000.0,HOLD,-25,47.2,-597.335,153159.25,144941.11,33.5,-1.79,-11.42,19.35,0.28,7.8426476,0.089,0.318,"['RSI=47.2 中立', 'MACD デッドクロス(売りシグナル)', '1ヶ月モメンタム -11.4%(強い下落)']"
9618.HK,105.5,HOLD,0,44.5,0.44,106.38,109.51,45.0,-5.89,-0.75,-6.06,0.3,6.765805,,0.015,"['RSI=44.5 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 下降トレンド(売りシグナル)']"
9999.HK,177.0,HOLD,10,38.6,0.563,182.15,194.65,17.8,-5.25,-1.21,-17.26,0.07,11.266448,-0.294,0.03,"['RSI=38.6 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=17.8%(買いシグナル)']"
034020.KS,104100.0,BUY,30,54.1,339.946,101485.0,95820.0,60.1,-0.29,2.06,34.5,0.52,96.248665,,0.143,"['RSI=54.1 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)']"
0857.HK,10.74,HOLD,10,64.1,-0.004,10.3,9.41,74.8,1.51,12.34,32.92,0.24,10.118682,-0.042,0.023,"['RSI=64.1 中立', 'MACD デッドクロス(売りシグナル)', 'MA 上昇トレンド(買いシグナル)', '1ヶ月モメンタム +12.3%(強い上昇)']"
012450.KS,1269000.0,HOLD,-15,44.8,-19325.486,1358650.0,1281740.0,27.5,-9.1,2.67,44.72,0.26,21.858955,-0.601,0.745,"['RSI=44.8 中立', 'MACD デッドクロス(売りシグナル)']"
000270.KS,161000.0,HOLD,-15,46.9,-1333.127,171940.0,160892.0,31.1,-3.77,-6.77,33.06,0.26,6.758964,-0.142,0.035,"['RSI=46.9 中立', 'MACD デッドクロス(売りシグナル)']"
086790.KS,107200.0,HOLD,-25,42.8,-889.551,114493.37,109152.96,22.8,-2.46,-16.05,17.29,0.24,6.3911085,,0.829,"['RSI=42.8 中立', 'MACD デッドクロス(売りシグナル)', '1ヶ月モメンタム -16.1%(強い下落)']"
2628.HK,26.72,SELL,-30,31.0,-0.128,29.38,31.8,6.8,-7.16,-17.73,-6.18,0.18,6.080117,0.914,0.497,"['RSI=31.0 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=6.8%(買いシグナル)', '1ヶ月モメンタム -17.7%(強い下落)']"
2899.HK,32.8,HOLD,-10,27.9,-0.897,40.01,40.81,1.8,-11.21,-25.49,-7.29,0.53,9.213762,0.814,0.295,"['RSI=27.9 売られすぎ(買いシグナル)', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=1.8%(買いシグナル)', '1ヶ月モメンタム -25.5%(強い下落)']"
055550.KS,92600.0,HOLD,-15,49.7,-121.847,94195.0,89444.75,40.4,1.54,-9.04,20.83,0.38,7.4183445,0.35,0.216,"['RSI=49.7 中立', 'MACD デッドクロス(売りシグナル)']"
3968.HK,47.78,HOLD,-5,39.6,-0.114,48.94,48.5,7.2,-4.36,-3.2,-4.19,0.17,6.731185,0.028,0.546,"['RSI=39.6 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=7.2%(買いシグナル)']"
068270.KS,190800.0,SELL,-30,35.3,-2362.02,215185.0,216804.0,15.2,-7.38,-21.48,3.85,0.55,27.516596,1.287,0.251,"['RSI=35.3 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=15.2%(買いシグナル)', '1ヶ月モメンタム -21.5%(強い下落)']"
035420.KS,212500.0,SELL,-40,35.9,-270.108,229303.16,244912.08,22.6,-5.13,-15.96,-8.82,0.32,13.595169,-0.437,0.107,"['RSI=35.9 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', '1ヶ月モメンタム -16.0%(強い下落)']"
2388.HK,40.52,HOLD,-5,40.7,-0.203,42.04,41.5,15.6,-2.17,-6.51,3.95,0.21,10.575651,0.105,0.104,"['RSI=40.7 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=15.6%(買いシグナル)']"
0016.HK,127.3,HOLD,-5,43.0,-1.805,136.63,126.48,-1.5,-4.57,-7.97,34.17,0.2,14.589589,0.362,0.32,"['RSI=43.0 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=-1.5%(買いシグナル)']"
1088.HK,48.58,BUY,30,65.8,0.113,46.36,43.87,81.1,2.97,10.66,23.17,0.2,15.562641,-0.118,-0.131,"['RSI=65.8 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)', 'BB上限付近 bb_pct=81.1%(売りシグナル)', '1ヶ月モメンタム +10.7%(強い上昇)']"
6160.HK,162.6,HOLD,-10,29.6,-1.191,181.46,196.06,15.5,-6.23,-25.41,-12.86,0.12,26.302221,,0.328,"['RSI=29.6 売られすぎ(買いシグナル)', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=15.5%(買いシグナル)', '1ヶ月モメンタム -25.4%(強い下落)']"
1288.HK,5.22,HOLD,0,44.1,0.02,5.25,5.4,40.5,-1.88,-4.4,-5.26,0.08,5.6181407,0.158,0.056,"['RSI=44.1 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 下降トレンド(売りシグナル)']"
1024.HK,52.65,HOLD,-10,21.9,-0.404,60.19,69.28,-6.0,-12.03,-21.01,-21.06,0.21,8.455871,0.36,0.142,"['RSI=21.9 売られすぎ(買いシグナル)', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=-6.0%(買いシグナル)', '1ヶ月モメンタム -21.0%(強い下落)']"
028260.KS,283500.0,HOLD,-25,45.4,-908.959,300500.0,299400.0,35.0,1.43,-14.61,15.2,0.31,16.549625,0.68,0.084,"['RSI=45.4 中立', 'MACD デッドクロス(売りシグナル)', '1ヶ月モメンタム -14.6%(強い下落)']"
0001.HK,58.6,SELL,-30,41.9,-0.142,60.79,61.82,20.4,-0.85,-6.31,7.52,0.28,8.893085,0.597,-0.028,"['RSI=41.9 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)']"
9987.HK,408.2,HOLD,-15,45.4,-1.334,419.25,407.44,20.4,-4.4,-6.05,8.7,0.08,16.31496,0.343,0.088,"['RSI=45.4 中立', 'MACD デッドクロス(売りシグナル)']"
012330.KS,380500.0,SELL,-30,40.1,-4600.381,429079.36,432878.25,16.8,-6.67,-13.59,5.04,0.33,7.06384,-0.394,0.047,"['RSI=40.1 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=16.8%(買いシグナル)', '1ヶ月モメンタム -13.6%(強い下落)']"
0669.HK,104.6,HOLD,-15,31.9,-2.103,117.06,111.39,3.9,-5.68,-15.24,15.13,0.06,14.863793,0.001,0.016,"['RSI=31.9 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=3.9%(買いシグナル)', '1ヶ月モメンタム -15.2%(強い下落)']"
006400.KS,385000.0,HOLD,-15,48.3,-3414.201,403425.0,371550.0,31.0,-1.03,-1.66,37.75,0.27,27.14946,,0.028,"['RSI=48.3 中立', 'MACD デッドクロス(売りシグナル)']"
600519.SS,1417.0,HOLD,15,45.7,0.817,1434.08,1428.43,36.6,-4.58,-3.4,0.71,0.24,18.37108,0.008,0.006,"['RSI=45.7 中立', 'MACD ゴールデンクロス(買いシグナル)']"
009150.KS,440750.0,BUY,30,59.1,1023.965,426412.5,346505.0,61.2,-1.29,3.34,75.8,0.31,22.27412,0.157,0.164,"['RSI=59.1 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)']"
2269.HK,32.54,SELL,-30,34.0,-0.366,36.35,37.74,8.9,-6.87,-20.09,-1.81,0.17,21.062117,0.584,0.161,"['RSI=34.0 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=8.9%(買いシグナル)', '1ヶ月モメンタム -20.1%(強い下落)']"
005490.KS,331500.0,HOLD,-25,42.7,-2667.901,357532.84,354434.83,26.4,-3.21,-14.03,10.26,0.48,10.925043,,-0.054,"['RSI=42.7 中立', 'MACD デッドクロス(売りシグナル)', '1ヶ月モメンタム -14.0%(強い下落)']"
6869.HK,150.4,HOLD,-5,55.7,-3.455,150.48,106.87,49.8,7.43,16.41,161.34,0.14,73.467636,-0.115,0.163,"['RSI=55.7 中立', 'MACD デッドクロス(売りシグナル)', '1ヶ月モメンタム +16.4%(強い上昇)']"
1801.HK,78.6,SELL,-30,40.7,-0.302,82.87,84.44,13.6,-6.43,-11.24,-3.91,0.17,35.577698,,0.506,"['RSI=40.7 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=13.6%(買いシグナル)', '1ヶ月モメンタム -11.2%(強い下落)']"
316140.KS,32400.0,HOLD,-25,45.9,-245.145,34172.14,32108.38,31.7,-0.61,-18.01,19.08,0.27,6.597405,-0.238,0.057,"['RSI=45.9 中立', 'MACD デッドクロス(売りシグナル)', '1ヶ月モメンタム -18.0%(強い下落)']"
267260.KS,925000.0,HOLD,-25,47.4,-5469.142,973468.29,928641.42,30.6,-0.64,-12.88,15.18,0.26,27.927488,0.896,0.426,"['RSI=47.4 中立', 'MACD デッドクロス(売りシグナル)', '1ヶ月モメンタム -12.9%(強い下落)']"
0002.HK,72.45,HOLD,-15,44.5,-0.102,73.34,73.08,21.2,-1.36,-4.23,6.87,0.17,15.445521,-0.164,-0.037,"['RSI=44.5 中立', 'MACD デッドクロス(売りシグナル)']"
010140.KS,26900.0,SELL,-30,43.4,-110.823,28442.5,28738.0,23.8,-7.72,-8.03,5.91,0.62,14.76174,,0.051,"['RSI=43.4 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)']"
9992.HK,201.4,SELL,-30,38.4,-0.55,213.83,218.91,19.2,-6.5,-13.86,-0.2,0.31,13.94704,3.955,2.044,"['RSI=38.4 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=19.2%(買いシグナル)', '1ヶ月モメンタム -13.9%(強い下落)']"
0020.HK,1.92,HOLD,-10,30.0,-0.032,2.23,2.39,8.3,-6.8,-26.44,-5.88,0.14,-84.38008,,0.356,"['RSI=30.0 売られすぎ(買いシグナル)', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=8.3%(買いシグナル)', '1ヶ月モメンタム -26.4%(強い下落)']"
0386.HK,4.55,HOLD,-10,26.4,-0.069,5.09,5.14,7.9,-4.81,-17.57,0.89,0.22,8.700484,0.045,-0.109,"['RSI=26.4 売られすぎ(買いシグナル)', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=7.9%(買いシグナル)', '1ヶ月モメンタム -17.6%(強い下落)']"
2328.HK,14.86,HOLD,-20,34.5,-0.053,15.72,16.03,-3.9,-4.99,-9.99,-10.91,0.1,6.8344584,0.323,0.071,"['RSI=34.5 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=-3.9%(買いシグナル)']"
207940.KS,1545000.0,SELL,-30,39.5,-2270.158,1637850.0,1733680.0,17.7,-2.65,-10.02,-10.85,0.23,33.20842,,,"['RSI=39.5 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=17.7%(買いシグナル)', '1ヶ月モメンタム -10.0%(強い下落)']"
329180.KS,522000.0,SELL,-30,37.8,-4816.362,577546.46,581428.91,-5.8,-11.07,-13.42,0.87,0.41,16.751492,4.967,0.224,"['RSI=37.8 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=-5.8%(買いシグナル)', '1ヶ月モメンタム -13.4%(強い下落)']"
0175.HK,19.67,HOLD,10,70.3,0.354,17.03,16.85,98.9,4.41,17.08,16.18,0.53,7.9037614,0.009,0.458,"['RSI=70.3 買われすぎ(売りシグナル)', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)', 'BB上限付近 bb_pct=98.9%(売りシグナル)', '1ヶ月モメンタム +17.1%(強い上昇)']"
032830.KS,221500.0,HOLD,-15,53.6,-408.251,221725.0,198334.0,49.5,2.07,-4.53,47.72,0.31,15.046937,1.87,0.294,"['RSI=53.6 中立', 'MACD デッドクロス(売りシグナル)']"
2020.HK,75.5,SELL,-30,35.4,-0.498,80.26,80.56,9.2,-5.21,-10.7,-8.21,0.19,13.063015,-0.074,0.143,"['RSI=35.4 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=9.2%(買いシグナル)', '1ヶ月モメンタム -10.7%(強い下落)']"
0823.HK,35.36,HOLD,-5,36.5,-0.311,37.52,36.39,-15.2,-4.38,-6.75,1.96,0.27,14.001521,,0.051,"['RSI=36.5 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=-15.2%(買いシグナル)']"
1378.HK,31.48,HOLD,-15,32.6,-0.736,37.15,36.53,-21.0,-15.96,-12.6,-1.81,0.55,7.784681,-0.231,-0.015,"['RSI=32.6 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=-21.0%(買いシグナル)', '1ヶ月モメンタム -12.6%(強い下落)']"
9868.HK,69.1,HOLD,0,43.2,0.114,71.18,72.69,39.9,-11.64,-2.19,-10.43,0.32,16.211466,,0.382,"['RSI=43.2 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 下降トレンド(売りシグナル)']"
9866.HK,43.94,BUY,30,56.6,0.456,41.91,39.38,62.9,-7.14,5.27,12.67,0.27,41.979855,,0.759,"['RSI=56.6 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)']"
1109.HK,28.82,HOLD,-5,36.6,-0.234,30.66,30.39,-1.4,-7.33,-9.54,4.5,0.28,7.7175617,0.162,0.199,"['RSI=36.6 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=-1.4%(買いシグナル)']"
2057.HK,189.6,BUY,30,54.0,0.482,186.81,181.88,63.3,3.72,-1.2,14.84,0.08,11.32949,7.907,0.123,"['RSI=54.0 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)']"
2601.HK,31.78,SELL,-30,31.4,-0.081,34.33,36.83,-5.2,-7.83,-13.26,-11.72,0.4,5.5397215,0.353,0.546,"['RSI=31.4 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=-5.2%(買いシグナル)', '1ヶ月モメンタム -13.3%(強い下落)']"
373220.KS,363500.0,SELL,-30,43.3,-536.758,383350.0,390950.0,28.2,-4.47,-8.21,-4.09,0.28,38.10946,,,"['RSI=43.3 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)']"
2423.HK,40.44,HOLD,-20,35.2,-0.179,43.31,45.65,-8.9,-7.59,-8.13,-2.74,0.26,15.160221,-0.837,-0.287,"['RSI=35.2 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=-8.9%(買いシグナル)']"
9633.HK,41.46,SELL,-30,31.2,-0.21,44.72,47.18,1.6,-4.38,-12.2,-13.91,0.15,24.103214,0.221,0.156,"['RSI=31.2 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=1.6%(買いシグナル)', '1ヶ月モメンタム -12.2%(強い下落)']"
042660.KS,122500.0,SELL,-40,41.6,-525.014,132030.0,136200.0,23.1,-7.69,-16.78,11.87,0.26,21.171894,0.51,0.021,"['RSI=41.6 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', '1ヶ月モメンタム -16.8%(強い下落)']"
033780.KS,153500.0,HOLD,-25,44.9,-736.714,159007.16,153384.24,30.1,-1.29,-10.75,7.38,0.24,12.30758,-0.127,0.101,"['RSI=44.9 中立', 'MACD デッドクロス(売りシグナル)', '1ヶ月モメンタム -10.7%(強い下落)']"
051910.KS,297500.0,SELL,-40,43.5,-2151.449,327875.0,328180.0,28.0,-3.25,-10.53,-12.11,0.18,12.06083,,,"['RSI=43.5 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', '1ヶ月モメンタム -10.5%(強い下落)']"
1113.HK,44.62,HOLD,-5,40.7,-0.386,47.17,45.86,-6.2,-4.74,-6.1,11.49,0.21,12.076072,-0.075,0.384,"['RSI=40.7 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=-6.2%(買いシグナル)']"
086520.KS,150900.0,HOLD,-25,48.0,-3007.003,161655.0,142388.0,28.6,3.43,-11.91,53.35,0.31,,,,"['RSI=48.0 中立', 'MACD デッドクロス(売りシグナル)', '1ヶ月モメンタム -11.9%(強い下落)']"
035720.KS,48150.0,SELL,-40,36.4,-188.234,52984.66,56456.45,21.1,-6.14,-17.01,-17.15,0.27,27.633764,,0.09,"['RSI=36.4 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', '1ヶ月モメンタム -17.0%(強い下落)']"
0006.HK,60.9,HOLD,-5,45.7,-0.269,62.26,60.69,7.1,-0.9,-2.48,11.74,0.14,18.433432,0.026,-0.099,"['RSI=45.7 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=7.1%(買いシグナル)']"
196170.KS,353500.0,HOLD,-10,41.4,23.473,375125.0,406150.0,25.4,-0.42,-12.06,-17.91,0.63,,,,"['RSI=41.4 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 下降トレンド(売りシグナル)', '1ヶ月モメンタム -12.1%(強い下落)']"
2015.HK,65.3,HOLD,-5,41.6,-0.404,68.32,67.8,12.0,-8.42,-8.99,-1.14,0.21,21.053688,-0.998,-0.35,"['RSI=41.6 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=12.0%(買いシグナル)']"
047810.KS,172600.0,HOLD,-15,46.8,-1224.081,182890.0,170620.0,23.7,-14.55,-1.71,58.64,0.32,32.799084,4.13,0.34,"['RSI=46.8 中立', 'MACD デッドクロス(売りシグナル)']"
009540.KS,381000.0,HOLD,-15,39.6,-2925.938,420990.35,416893.06,7.9,-9.29,-17.68,-7.7,0.41,6.727069,3.193,0.214,"['RSI=39.6 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=7.9%(買いシグナル)', '1ヶ月モメンタム -17.7%(強い下落)']"
006800.KS,63400.0,HOLD,-15,51.5,-1431.972,67305.11,51170.85,24.5,-8.25,-6.09,182.57,0.27,19.924234,,13.817,"['RSI=51.5 中立', 'MACD デッドクロス(売りシグナル)']"
010120.KS,854000.0,BUY,30,66.1,10475.278,755107.57,640439.43,88.2,12.07,18.76,82.04,0.4,42.561707,0.328,0.121,"['RSI=66.1 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)', 'BB上限付近 bb_pct=88.2%(売りシグナル)', '1ヶ月モメンタム +18.8%(強い上昇)']"
000810.KS,463000.0,SELL,-40,40.8,-3592.05,499950.0,504380.0,20.8,-3.04,-18.05,-5.12,0.26,8.1720495,-0.09,-0.025,"['RSI=40.8 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', '1ヶ月モメンタム -18.1%(強い下落)']"
0003.HK,7.13,HOLD,-5,37.0,-0.039,7.47,7.42,-8.6,-1.79,-7.28,1.13,0.41,20.252806,0.021,-0.042,"['RSI=37.0 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=-8.6%(買いシグナル)']"
0992.HK,8.89,HOLD,-5,39.6,-0.052,9.42,9.19,-17.3,-6.32,-6.72,-4.1,0.28,7.9197083,-0.271,0.181,"['RSI=39.6 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=-17.3%(買いシグナル)']"
298040.KS,2630000.0,BUY,30,53.9,1717.049,2616450.0,2426740.0,52.3,3.3,-4.15,42.77,0.29,23.123451,0.922,0.109,"['RSI=53.9 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)']"
064350.KS,171100.0,SELL,-30,34.2,-4594.491,208605.0,212132.0,1.0,-11.3,-22.75,-4.57,0.32,12.859005,0.532,0.128,"['RSI=34.2 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=1.0%(買いシグナル)', '1ヶ月モメンタム -22.8%(強い下落)']"
042700.KS,310750.0,HOLD,10,61.6,-3068.897,290739.37,228055.47,63.1,3.24,52.8,167.79,0.19,59.64538,-0.482,-0.445,"['RSI=61.6 中立', 'MACD デッドクロス(売りシグナル)', 'MA 上昇トレンド(買いシグナル)', '1ヶ月モメンタム +52.8%(強い上昇)']"
1347.HK,84.75,SELL,-30,40.4,-0.311,91.85,98.33,14.0,-7.22,-16.42,18.95,0.2,70.26658,,0.224,"['RSI=40.4 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=14.0%(買いシグナル)', '1ヶ月モメンタム -16.4%(強い下落)']"
0288.HK,9.2,HOLD,-15,39.7,-0.073,9.71,9.39,-1.0,-3.87,-11.45,3.37,0.25,9.449064,0.005,0.089,"['RSI=39.7 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=-1.0%(買いシグナル)', '1ヶ月モメンタム -11.5%(強い下落)']"
1093.HK,8.47,SELL,-30,37.3,-0.055,9.2,9.61,7.1,-7.03,-15.81,2.67,0.15,14.108908,0.303,0.034,"['RSI=37.3 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=7.1%(買いシグナル)', '1ヶ月モメンタム -15.8%(強い下落)']"
