ticker,price,judgment,score,rsi,macd_diff,ma20,ma50,bb_pct,momentum_1w,momentum_1m,momentum_3m,vol_ratio,pe_ratio,eps_growth,revenue_growth,signals,order_book
1299.HK,86.55,HOLD,15,53.8,0.407,84.75,84.92,71.1,0.76,-0.97,3.65,0.65,12.946396,0.094,0.06,"['RSI=53.8 中立', 'MACD ゴールデンクロス(買いシグナル)']",{}
005930.KS,285500.0,HOLD,10,78.4,5837.07,228500.0,205682.91,110.5,22.8,38.59,71.93,1.44,5.637756,4.96,0.693,"['RSI=78.4 買われすぎ(売りシグナル)', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)', 'BB上限付近 bb_pct=110.5%(売りシグナル)', '1ヶ月モメンタム +38.6%(強い上昇)']",{}
0700.HK,464.4,HOLD,-20,38.2,-1.163,488.23,504.87,17.7,-1.65,-5.22,-15.18,0.85,11.89564,0.141,0.127,"['RSI=38.2 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=17.7%(買いシグナル)']",{}
9988.HK,134.0,BUY,30,52.2,0.96,131.99,130.53,60.8,2.13,8.77,-13.55,1.1,17.46905,-0.709,0.017,"['RSI=52.2 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)']",{}
0939.HK,8.81,HOLD,0,56.3,-0.031,8.78,8.35,54.8,0.34,4.63,10.54,0.47,5.548409,0.0,0.05,"['RSI=56.3 中立', 'MACD デッドクロス(売りシグナル)', 'MA 上昇トレンド(買いシグナル)']",{}
1810.HK,31.82,HOLD,15,52.0,0.203,31.12,32.35,71.1,4.46,3.78,-9.55,0.64,17.021683,-0.337,0.073,"['RSI=52.0 中立', 'MACD ゴールデンクロス(買いシグナル)']",{}
3690.HK,84.5,BUY,30,51.8,0.008,84.32,82.17,52.4,1.14,-2.26,-7.55,0.64,15.799773,,0.028,"['RSI=51.8 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)']",{}
000660.KS,1880000.0,HOLD,20,89.0,57194.542,1304400.0,1087720.0,113.6,29.92,83.06,112.34,1.78,5.087359,3.966,1.981,"['RSI=89.0 買われすぎ(売りシグナル)', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)', 'BB上限付近 bb_pct=113.6%(売りシグナル)', '1ヶ月モメンタム +83.1%(強い上昇)', '出来高急増 1.8x(注目)']",{}
005380.KS,646000.0,HOLD,20,72.3,10357.116,539225.0,524360.0,119.8,19.85,31.97,35.74,1.88,13.042602,,0.034,"['RSI=72.3 買われすぎ(売りシグナル)', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)', 'BB上限付近 bb_pct=119.8%(売りシグナル)', '1ヶ月モメンタム +32.0%(強い上昇)', '出来高急増 1.9x(注目)']",{}
005935.KS,194900.0,HOLD,10,75.2,3507.923,159115.0,142715.95,104.1,14.92,38.82,69.68,1.49,4.442932,4.96,0.693,"['RSI=75.2 買われすぎ(売りシグナル)', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)', 'BB上限付近 bb_pct=104.1%(売りシグナル)', '1ヶ月モメンタム +38.8%(強い上昇)']",{}
0388.HK,422.4,HOLD,20,58.3,0.951,414.79,406.52,83.0,1.0,4.09,5.28,0.68,27.130905,0.27,0.19,"['RSI=58.3 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)', 'BB上限付近 bb_pct=83.0%(売りシグナル)']",{}
1398.HK,6.98,HOLD,0,58.0,-0.025,6.95,6.61,59.4,1.16,2.46,10.2,0.52,5.6261487,0.043,0.034,"['RSI=58.0 中立', 'MACD デッドクロス(売りシグナル)', 'MA 上昇トレンド(買いシグナル)']",{}
2318.HK,65.25,HOLD,5,60.1,0.546,62.6,62.66,88.9,2.76,5.84,-6.25,0.81,5.9885077,-0.132,-0.033,"['RSI=60.1 中立', 'MACD ゴールデンクロス(買いシグナル)', 'BB上限付近 bb_pct=88.9%(売りシグナル)']",{}
1211.HK,101.6,HOLD,-15,46.9,-0.837,105.39,102.78,27.5,0.59,-7.89,10.08,0.64,16.296394,-0.569,-0.118,"['RSI=46.9 中立', 'MACD デッドクロス(売りシグナル)']",{}
3988.HK,5.18,HOLD,0,60.4,-0.015,5.13,4.88,75.6,2.57,2.78,11.16,0.8,5.820727,0.0,0.059,"['RSI=60.4 中立', 'MACD デッドクロス(売りシグナル)', 'MA 上昇トレンド(買いシグナル)']",{}
9888.HK,140.8,BUY,30,68.0,2.537,123.97,119.06,97.3,12.28,31.1,2.18,1.07,15.514577,-0.81,-0.041,"['RSI=68.0 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)', 'BB上限付近 bb_pct=97.3%(売りシグナル)', '1ヶ月モメンタム +31.1%(強い上昇)']",{}
402340.KS,1187000.0,HOLD,20,90.5,42103.694,807600.0,656200.0,102.4,19.78,108.98,110.83,1.85,6.574815,,1.081,"['RSI=90.5 買われすぎ(売りシグナル)', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)', 'BB上限付近 bb_pct=102.4%(売りシグナル)', '1ヶ月モメンタム +109.0%(強い上昇)', '出来高急増 1.9x(注目)']",{}
9961.HK,401.4,HOLD,-5,43.2,-0.779,414.91,407.22,12.7,-2.24,1.06,-10.0,0.79,10.654667,0.981,0.208,"['RSI=43.2 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=12.7%(買いシグナル)']",{}
9999.HK,182.0,HOLD,15,53.4,0.995,179.05,179.39,66.0,0.44,3.59,-3.22,0.56,11.513541,-0.292,0.03,"['RSI=53.4 中立', 'MACD ゴールデンクロス(買いシグナル)']",{}
105560.KS,158800.0,HOLD,0,54.9,-53.314,158198.31,152548.54,57.4,1.36,1.04,6.67,1.41,8.400711,0.204,6.874,"['RSI=54.9 中立', 'MACD デッドクロス(売りシグナル)', 'MA 上昇トレンド(買いシグナル)']",{}
9618.HK,118.2,HOLD,-15,55.8,-0.363,118.44,112.19,47.9,1.72,5.25,11.07,0.59,7.61462,,0.015,"['RSI=55.8 中立', 'MACD デッドクロス(売りシグナル)']",{}
034020.KS,128000.0,BUY,40,62.9,546.322,118810.0,107362.0,70.0,0.63,27.74,34.17,0.8,127.5305,,0.059,"['RSI=62.9 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)', '1ヶ月モメンタム +27.7%(強い上昇)']",{}
0857.HK,10.7,HOLD,-15,44.5,-0.107,11.09,10.74,31.8,-8.39,-2.46,15.3,0.46,9.296428,0.019,-0.022,"['RSI=44.5 中立', 'MACD デッドクロス(売りシグナル)']",{}
000270.KS,174700.0,HOLD,25,67.8,1660.558,156285.0,157835.69,127.3,13.44,17.25,18.58,2.32,7.409474,-0.142,0.035,"['RSI=67.8 中立', 'MACD ゴールデンクロス(買いシグナル)', 'BB上限付近 bb_pct=127.3%(売りシグナル)', '1ヶ月モメンタム +17.2%(強い上昇)', '出来高急増 2.3x(注目)']",{}
012450.KS,1315000.0,HOLD,-15,40.4,-19204.494,1432700.0,1405920.0,5.1,-10.24,-12.74,10.23,1.15,24.016375,-0.601,0.745,"['RSI=40.4 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=5.1%(買いシグナル)', '1ヶ月モメンタム -12.7%(強い下落)']",{}
086790.KS,126600.0,BUY,30,63.9,113.544,122851.59,115554.94,81.2,0.9,6.89,8.7,1.57,7.2150965,,0.829,"['RSI=63.9 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)', 'BB上限付近 bb_pct=81.2%(売りシグナル)', '出来高急増 1.6x(注目)']",{}
055550.KS,97200.0,HOLD,-5,50.5,-410.989,98611.3,94634.65,7.2,-0.82,-0.78,5.75,1.41,7.545552,0.135,0.066,"['RSI=50.5 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=7.2%(買いシグナル)']",{}
2899.HK,37.72,HOLD,15,53.4,0.252,37.01,37.7,68.7,6.25,3.06,-3.53,0.65,10.05527,0.957,0.248,"['RSI=53.4 中立', 'MACD ゴールデンクロス(買いシグナル)']",{}
2628.HK,31.52,HOLD,10,71.0,0.556,28.24,28.05,102.9,8.24,16.48,-6.47,0.8,5.963162,-0.324,-0.152,"['RSI=71.0 買われすぎ(売りシグナル)', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)', 'BB上限付近 bb_pct=102.9%(売りシグナル)', '1ヶ月モメンタム +16.5%(強い上昇)']",{}
068270.KS,191300.0,SELL,-30,40.1,-883.316,202010.0,204144.0,-6.1,-3.29,-4.21,-16.83,1.74,25.77735,1.287,0.251,"['RSI=40.1 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=-6.1%(買いシグナル)', '出来高急増 1.7x(注目)']",{}
3968.HK,47.48,HOLD,-15,38.4,-0.31,49.33,49.16,22.3,0.81,-4.51,-3.46,0.71,6.588667,0.007,0.017,"['RSI=38.4 中立', 'MACD デッドクロス(売りシグナル)']",{}
035420.KS,211500.0,HOLD,0,48.7,256.481,211900.0,214500.0,48.3,1.2,4.7,-14.51,1.06,14.064448,,,"['RSI=48.7 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 下降トレンド(売りシグナル)']",{}
2388.HK,45.86,HOLD,20,64.5,0.097,44.51,43.1,98.4,2.73,5.14,9.24,0.32,10.822956,-0.012,-0.027,"['RSI=64.5 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)', 'BB上限付近 bb_pct=98.4%(売りシグナル)']",{}
0016.HK,143.5,HOLD,20,58.8,0.507,138.48,136.47,90.4,3.54,5.67,13.7,0.61,16.446238,0.362,0.32,"['RSI=58.8 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)', 'BB上限付近 bb_pct=90.4%(売りシグナル)']",{}
1288.HK,6.0,HOLD,0,64.3,-0.029,5.96,5.53,60.6,2.21,5.53,11.47,0.46,5.9038873,0.053,0.023,"['RSI=64.3 中立', 'MACD デッドクロス(売りシグナル)', 'MA 上昇トレンド(買いシグナル)']",{}
1088.HK,44.78,HOLD,-5,38.3,-0.319,46.72,46.62,12.0,-6.4,-1.37,5.02,0.59,13.286168,-0.122,0.012,"['RSI=38.3 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=12.0%(買いシグナル)']",{}
6160.HK,190.0,BUY,30,58.2,0.851,185.07,181.27,70.1,7.47,1.55,-7.41,0.8,32.09509,169.708,0.355,"['RSI=58.2 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)']",{}
1024.HK,51.85,HOLD,25,61.3,1.456,45.7,51.32,107.2,17.36,16.41,-27.23,2.09,9.529106,0.309,0.118,"['RSI=61.3 中立', 'MACD ゴールデンクロス(買いシグナル)', 'BB上限付近 bb_pct=107.2%(売りシグナル)', '1ヶ月モメンタム +16.4%(強い上昇)', '出来高急増 2.1x(注目)']",{}
028260.KS,452000.0,HOLD,20,82.3,14899.061,327150.0,302210.0,118.5,41.25,49.42,44.64,2.47,25.59649,0.68,0.084,"['RSI=82.3 買われすぎ(売りシグナル)', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)', 'BB上限付近 bb_pct=118.5%(売りシグナル)', '1ヶ月モメンタム +49.4%(強い上昇)', '出来高急増 2.5x(注目)']",{}
0001.HK,73.05,HOLD,10,79.6,0.842,66.32,62.94,102.4,7.43,15.22,13.43,0.57,11.116319,0.597,-0.028,"['RSI=79.6 買われすぎ(売りシグナル)', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)', 'BB上限付近 bb_pct=102.4%(売りシグナル)', '1ヶ月モメンタム +15.2%(強い上昇)']",{}
012330.KS,553000.0,HOLD,20,76.1,10216.649,438400.0,422759.88,131.2,28.16,37.39,28.62,2.82,10.435498,-0.394,0.047,"['RSI=76.1 買われすぎ(売りシグナル)', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)', 'BB上限付近 bb_pct=131.2%(売りシグナル)', '1ヶ月モメンタム +37.4%(強い上昇)', '出来高急増 2.8x(注目)']",{}
9987.HK,369.8,HOLD,10,38.9,0.101,380.54,397.57,2.2,-2.58,-4.54,-14.06,1.39,14.778523,0.13,0.097,"['RSI=38.9 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=2.2%(買いシグナル)']",{}
0669.HK,121.7,BUY,30,59.8,1.283,113.88,113.58,93.1,9.94,10.04,8.56,1.24,17.387426,0.001,0.016,"['RSI=59.8 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)', 'BB上限付近 bb_pct=93.1%(売りシグナル)', '1ヶ月モメンタム +10.0%(強い上昇)']",{}
006400.KS,684000.0,HOLD,20,71.3,638.135,609275.0,491790.0,70.4,-2.98,42.2,80.0,0.94,40.85767,,0.028,"['RSI=71.3 買われすぎ(売りシグナル)', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)', '1ヶ月モメンタム +42.2%(強い上昇)']",{}
009150.KS,900000.0,HOLD,20,78.7,5795.058,766400.0,568270.0,77.7,-1.96,59.29,196.05,1.26,34.70787,0.157,0.164,"['RSI=78.7 買われすぎ(売りシグナル)', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)', '1ヶ月モメンタム +59.3%(強い上昇)']",{}
600519.SS,1362.31,HOLD,-20,35.5,-6.6,1416.38,1426.45,9.1,-1.62,-6.72,-7.63,1.31,18.205183,0.018,0.065,"['RSI=35.5 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=9.1%(買いシグナル)']",{}
