ticker,price,judgment,score,rsi,macd_diff,ma20,ma50,bb_pct,momentum_1w,momentum_1m,momentum_3m,vol_ratio,pe_ratio,eps_growth,revenue_growth,signals,order_book
0939.HK,7.99,HOLD,0,27.5,-0.076,8.6,8.71,-13.8,-5.89,-7.74,-4.77,0.66,5.03036,0.0,0.05,"['RSI=27.5 売られすぎ(買いシグナル)', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=-13.8%(買いシグナル)']",{}
1299.HK,71.05,SELL,-40,35.3,-0.04,74.24,79.8,24.8,-3.53,-13.46,-14.81,0.23,10.500627,0.094,0.06,"['RSI=35.3 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', '1ヶ月モメンタム -13.5%(強い下落)']",{}
9988.HK,92.35,HOLD,-10,26.2,-1.365,108.44,121.91,15.4,-7.09,-29.37,-22.31,0.31,9.947625,1.041,0.029,"['RSI=26.2 売られすぎ(買いシグナル)', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=15.4%(買いシグナル)', '1ヶ月モメンタム -29.4%(強い下落)']",{}
005930.KS,342500.0,HOLD,0,54.8,-3301.905,334650.0,291280.0,59.6,0.59,-4.99,91.98,0.61,5.52884,4.921,0.692,"['RSI=54.8 中立', 'MACD デッドクロス(売りシグナル)', 'MA 上昇トレンド(買いシグナル)']",{}
0700.HK,420.6,SELL,-30,40.5,-2.457,444.47,455.85,19.1,-1.91,-12.67,-12.09,0.31,11.019031,0.229,0.091,"['RSI=40.5 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=19.1%(買いシグナル)', '1ヶ月モメンタム -12.7%(強い下落)']",{}
1810.HK,21.54,HOLD,-10,21.5,-0.298,25.28,28.48,12.1,-6.18,-27.28,-32.18,0.39,12.255617,-0.581,-0.109,"['RSI=21.5 売られすぎ(買いシグナル)', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=12.1%(買いシグナル)', '1ヶ月モメンタム -27.3%(強い下落)']",{}
005935.KS,217500.0,HOLD,0,53.9,-1646.628,214550.0,191564.0,55.9,1.87,-6.05,83.39,0.52,3.905094,4.921,0.692,"['RSI=53.9 中立', 'MACD デッドクロス(売りシグナル)', 'MA 上昇トレンド(買いシグナル)']",{}
000660.KS,2728000.0,HOLD,10,60.5,-4100.337,2441700.0,1973996.59,74.4,4.08,15.59,228.73,0.59,6.286666,3.966,1.981,"['RSI=60.5 中立', 'MACD デッドクロス(売りシグナル)', 'MA 上昇トレンド(買いシグナル)', '1ヶ月モメンタム +15.6%(強い上昇)']",{}
3690.HK,67.95,SELL,-40,36.6,-0.717,74.4,79.21,21.1,0.3,-20.53,-18.08,0.4,14.306401,,0.056,"['RSI=36.6 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', '1ヶ月モメンタム -20.5%(強い下落)']",{}
005380.KS,501500.0,SELL,-30,35.1,-15991.195,595750.0,602815.35,17.4,-1.47,-31.21,8.13,0.41,10.166231,-0.431,0.034,"['RSI=35.1 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=17.4%(買いシグナル)', '1ヶ月モメンタム -31.2%(強い下落)']",{}
