ticker,price,judgment,score,rsi,macd_diff,ma20,ma50,bb_pct,momentum_1w,momentum_1m,momentum_3m,vol_ratio,pe_ratio,eps_growth,revenue_growth,signals,order_book
005930.KS,225500.0,BUY,30,62.8,670.901,212065.0,199001.0,80.1,2.73,21.11,49.93,0.34,5.5377526,1.622,0.238,"['RSI=62.8 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)', 'BB上限付近 bb_pct=80.1%(売りシグナル)', '1ヶ月モメンタム +21.1%(強い上昇)']",{}
0700.HK,471.4,HOLD,-20,36.7,-2.311,496.88,512.15,6.2,-4.46,-2.6,-24.21,0.18,12.131686,0.141,0.127,"['RSI=36.7 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=6.2%(買いシグナル)']",{}
9988.HK,128.2,HOLD,0,47.2,0.31,128.3,132.68,49.5,-2.73,7.73,-26.02,0.13,16.782845,-0.709,0.017,"['RSI=47.2 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 下降トレンド(売りシグナル)']",{}
0939.HK,8.95,HOLD,20,67.4,0.014,8.67,8.26,81.5,0.0,6.67,9.68,0.26,5.7481213,0.003,0.024,"['RSI=67.4 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)', 'BB上限付近 bb_pct=81.5%(売りシグナル)']",{}
1299.HK,86.15,BUY,30,54.7,0.075,84.95,84.5,62.6,5.51,1.53,-5.28,0.39,12.88091,0.094,0.06,"['RSI=54.7 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)']",{}
1810.HK,29.34,HOLD,-20,33.7,-0.119,31.28,32.97,-6.6,-5.96,-7.62,-19.88,0.27,15.575401,-0.346,0.073,"['RSI=33.7 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=-6.6%(買いシグナル)']",{}
005935.KS,160900.0,BUY,30,66.0,1527.986,146235.0,138254.0,83.9,4.68,29.34,46.14,0.56,4.464267,1.622,0.238,"['RSI=66.0 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)', 'BB上限付近 bb_pct=83.9%(売りシグナル)', '1ヶ月モメンタム +29.3%(強い上昇)']",{}
005380.KS,538000.0,HOLD,25,55.0,3659.17,514100.0,518689.14,71.2,4.87,14.23,13.05,0.52,10.92238,,,"['RSI=55.0 中立', 'MACD ゴールデンクロス(買いシグナル)', '1ヶ月モメンタム +14.2%(強い上昇)']",{}
3690.HK,82.4,HOLD,-15,46.9,-0.499,84.57,82.01,29.1,-0.06,-0.66,-16.43,0.08,15.4513235,,0.028,"['RSI=46.9 中立', 'MACD デッドクロス(売りシグナル)']",{}
000660.KS,1305000.0,HOLD,10,72.3,15449.35,1127400.0,1018902.56,82.9,6.79,48.97,57.52,0.34,3.7799094,3.966,1.981,"['RSI=72.3 買われすぎ(売りシグナル)', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)', 'BB上限付近 bb_pct=82.9%(売りシグナル)', '1ヶ月モメンタム +49.0%(強い上昇)']",{}
0388.HK,421.8,HOLD,20,60.9,1.026,409.56,404.72,90.4,2.48,8.54,-3.53,0.4,27.75219,0.151,0.138,"['RSI=60.9 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)', 'BB上限付近 bb_pct=90.4%(売りシグナル)']",{}
1398.HK,7.15,HOLD,0,60.8,-0.008,7.06,6.7,66.2,-1.52,4.23,7.68,0.19,5.884727,0.038,-0.035,"['RSI=60.8 中立', 'MACD デッドクロス(売りシグナル)', 'MA 上昇トレンド(買いシグナル)']",{}
2318.HK,64.2,HOLD,5,58.3,0.391,61.66,63.45,101.1,5.33,7.99,-12.41,0.28,5.8547564,-0.74,-0.11,"['RSI=58.3 中立', 'MACD ゴールデンクロス(買いシグナル)', 'BB上限付近 bb_pct=101.1%(売りシグナル)']",{}
3988.HK,5.15,HOLD,0,62.4,-0.014,5.1,4.83,66.7,0.0,3.62,8.19,0.12,5.8807254,-0.072,0.063,"['RSI=62.4 中立', 'MACD デッドクロス(売りシグナル)', 'MA 上昇トレンド(買いシグナル)']",{}
1211.HK,107.2,HOLD,0,52.6,-0.477,106.79,102.56,53.3,5.93,1.32,5.3,0.14,17.24004,-0.405,-0.135,"['RSI=52.6 中立', 'MACD デッドクロス(売りシグナル)', 'MA 上昇トレンド(買いシグナル)']",{}
402340.KS,858000.0,HOLD,10,79.5,19692.101,665600.0,607060.0,93.5,18.34,77.64,69.9,0.32,5.0627985,,1.081,"['RSI=79.5 買われすぎ(売りシグナル)', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)', 'BB上限付近 bb_pct=93.5%(売りシグナル)', '1ヶ月モメンタム +77.6%(強い上昇)']",{}
9888.HK,118.6,HOLD,25,49.7,0.755,116.5,119.1,58.0,-2.31,12.2,-23.73,0.08,13.105882,-0.81,-0.041,"['RSI=49.7 中立', 'MACD ゴールデンクロス(買いシグナル)', '1ヶ月モメンタム +12.2%(強い上昇)']",{}
9961.HK,417.2,BUY,30,52.9,0.992,410.03,407.99,63.6,0.58,9.56,-13.48,0.11,11.105285,0.978,0.208,"['RSI=52.9 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)']",{}
105560.KS,161600.0,BUY,40,60.4,91.777,156820.0,154245.52,75.0,2.67,11.07,22.04,0.62,8.548834,0.204,6.874,"['RSI=60.4 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)', '1ヶ月モメンタム +11.1%(強い上昇)']",{}
9999.HK,178.3,HOLD,15,50.3,0.048,177.0,179.46,57.7,4.33,4.57,-13.59,0.39,11.315121,-0.292,0.03,"['RSI=50.3 中立', 'MACD ゴールデンクロス(買いシグナル)']",{}
9618.HK,116.6,HOLD,-15,52.6,-0.6,116.77,110.81,49.0,-1.6,3.47,2.2,0.05,7.5115457,,0.015,"['RSI=52.6 中立', 'MACD デッドクロス(売りシグナル)']",{}
034020.KS,128300.0,HOLD,10,72.3,2182.393,110880.0,104590.0,85.4,0.94,32.82,48.84,0.37,119.55012,,0.059,"['RSI=72.3 買われすぎ(売りシグナル)', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)', 'BB上限付近 bb_pct=85.4%(売りシグナル)', '1ヶ月モメンタム +32.8%(強い上昇)']",{}
0857.HK,11.91,HOLD,10,70.1,0.111,10.94,10.52,101.5,5.12,10.79,26.84,0.32,10.281907,-0.009,0.022,"['RSI=70.1 買われすぎ(売りシグナル)', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)', 'BB上限付近 bb_pct=101.5%(売りシグナル)', '1ヶ月モメンタム +10.8%(強い上昇)']",{}
012450.KS,1415000.0,HOLD,-15,49.1,-10802.249,1459300.0,1390740.0,25.9,-3.28,-2.35,14.21,0.39,24.23014,-0.601,0.745,"['RSI=49.1 中立', 'MACD デッドクロス(売りシグナル)']",{}
086790.KS,127700.0,BUY,30,68.6,575.649,120505.0,116499.49,86.8,3.57,16.41,24.98,0.39,7.3710456,,0.829,"['RSI=68.6 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)', 'BB上限付近 bb_pct=86.8%(売りシグナル)', '1ヶ月モメンタム +16.4%(強い上昇)']",{}
2899.HK,35.86,SELL,-30,44.9,-0.008,36.68,38.47,28.5,-2.55,4.37,-22.28,0.11,9.855468,0.957,0.248,"['RSI=44.9 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)']",{}
000270.KS,154000.0,HOLD,0,48.5,120.144,154240.0,158719.69,48.5,0.39,2.53,7.1,0.35,6.490092,-0.142,0.035,"['RSI=48.5 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 下降トレンド(売りシグナル)']",{}
2628.HK,29.12,HOLD,15,60.2,0.253,26.9,28.46,102.5,7.22,18.37,-18.02,0.58,5.834394,,-0.336,"['RSI=60.2 中立', 'MACD ゴールデンクロス(買いシグナル)', 'BB上限付近 bb_pct=102.5%(売りシグナル)', '1ヶ月モメンタム +18.4%(強い上昇)']",{}
055550.KS,100100.0,BUY,30,62.5,47.272,97447.44,94865.91,73.7,0.85,9.86,23.3,0.57,7.7841043,0.166,6.254,"['RSI=62.5 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)']",{}
3968.HK,47.54,HOLD,-5,33.2,-0.354,50.06,49.41,-13.8,-5.67,-3.53,-0.59,0.22,6.648316,0.016,-0.012,"['RSI=33.2 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=-13.8%(買いシグナル)']",{}
068270.KS,201500.0,HOLD,0,47.1,441.206,202240.0,208920.0,45.9,-3.59,3.17,-0.74,0.38,27.54065,1.287,0.251,"['RSI=47.1 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 下降トレンド(売りシグナル)']",{}
035420.KS,213500.0,HOLD,15,49.5,1732.536,209135.0,218685.75,63.2,-0.23,8.1,-19.5,0.83,13.788623,-0.437,0.107,"['RSI=49.5 中立', 'MACD ゴールデンクロス(買いシグナル)']",{}
0016.HK,138.6,BUY,30,55.4,0.096,136.52,135.7,69.6,1.24,7.28,12.02,0.22,15.88466,0.362,0.32,"['RSI=55.4 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)']",{}
2388.HK,45.1,HOLD,-10,64.0,-0.009,44.0,42.89,106.3,1.99,5.37,9.57,0.44,10.666881,-0.012,-0.027,"['RSI=64.0 中立', 'MACD デッドクロス(売りシグナル)', 'MA 上昇トレンド(買いシグナル)', 'BB上限付近 bb_pct=106.3%(売りシグナル)']",{}
1088.HK,48.0,HOLD,20,57.1,0.242,46.5,46.26,83.2,0.33,4.08,9.89,0.14,14.282401,-0.122,0.012,"['RSI=57.1 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)', 'BB上限付近 bb_pct=83.2%(売りシグナル)']",{}
1288.HK,6.25,HOLD,20,77.1,0.004,5.98,5.58,79.9,0.97,12.21,11.21,0.29,6.2884507,-0.016,0.021,"['RSI=77.1 買われすぎ(売りシグナル)', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)', '1ヶ月モメンタム +12.2%(強い上昇)']",{}
1024.HK,42.84,HOLD,10,31.7,0.367,45.01,53.75,9.5,-1.97,-5.05,-48.35,0.08,7.7382317,0.309,0.118,"['RSI=31.7 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=9.5%(買いシグナル)']",{}
