ticker,price,judgment,score,rsi,macd_diff,ma20,ma50,bb_pct,momentum_1w,momentum_1m,momentum_3m,vol_ratio,pe_ratio,eps_growth,revenue_growth,signals,order_book
005930.KS,334750.0,HOLD,10,60.0,-2993.52,309187.5,259422.0,75.2,3.96,23.75,60.88,0.51,5.827387,4.921,0.692,"['RSI=60.0 中立', 'MACD デッドクロス(売りシグナル)', 'MA 上昇トレンド(買いシグナル)', '1ヶ月モメンタム +23.8%(強い上昇)']",{}
0700.HK,460.6,HOLD,15,50.9,3.157,450.66,468.84,67.6,1.63,2.54,-15.28,0.37,12.022263,0.229,0.091,"['RSI=50.9 中立', 'MACD ゴールデンクロス(買いシグナル)']",{}
9988.HK,109.4,SELL,-30,33.2,-1.648,122.24,127.03,6.8,-6.47,-16.84,-18.63,0.6,11.309719,1.041,0.029,"['RSI=33.2 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=6.8%(買いシグナル)', '1ヶ月モメンタム -16.8%(強い下落)']",{}
1299.HK,76.45,SELL,-40,42.6,-0.523,79.33,82.23,35.3,7.68,-10.24,-6.29,0.91,11.306679,0.094,0.06,"['RSI=42.6 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', '1ヶ月モメンタム -10.2%(強い下落)']",{}
0939.HK,8.95,HOLD,5,60.4,0.031,8.7,8.71,97.4,2.99,2.17,10.36,0.41,5.6204205,0.0,0.05,"['RSI=60.4 中立', 'MACD ゴールデンクロス(買いシグナル)', 'BB上限付近 bb_pct=97.4%(売りシグナル)']",{}
1810.HK,26.34,SELL,-30,31.9,-0.201,28.41,30.12,15.0,-3.16,-14.09,-25.51,0.38,14.9502945,-0.581,-0.109,"['RSI=31.9 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=15.0%(買いシグナル)', '1ヶ月モメンタム -14.1%(強い下落)']",{}
000660.KS,2284000.0,HOLD,10,62.4,-29977.466,2087221.89,1600860.68,74.2,3.12,25.58,116.32,0.52,5.561764,3.966,1.981,"['RSI=62.4 中立', 'MACD デッドクロス(売りシグナル)', 'MA 上昇トレンド(買いシグナル)', '1ヶ月モメンタム +25.6%(強い上昇)']",{}
005935.KS,213500.0,HOLD,10,59.6,-1513.783,198200.0,172478.0,74.6,4.91,19.01,43.62,0.43,4.045096,4.921,0.692,"['RSI=59.6 中立', 'MACD デッドクロス(売りシグナル)', 'MA 上昇トレンド(買いシグナル)', '1ヶ月モメンタム +19.0%(強い上昇)']",{}
3690.HK,77.85,HOLD,0,45.5,0.02,79.19,82.39,38.9,0.84,-5.23,-2.69,0.25,16.364687,,0.056,"['RSI=45.5 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 下降トレンド(売りシグナル)']",{}
005380.KS,642000.0,HOLD,-15,51.0,-14045.453,661786.35,587843.95,39.3,0.47,-7.95,18.23,0.5,12.969402,-0.431,0.034,"['RSI=51.0 中立', 'MACD デッドクロス(売りシグナル)']",{}
