ticker,price,judgment,score,rsi,macd_diff,ma20,ma50,bb_pct,momentum_1w,momentum_1m,momentum_3m,vol_ratio,pe_ratio,eps_growth,revenue_growth,signals,order_book
005930.KS,299000.0,HOLD,-15,51.9,-3576.093,304150.0,250691.56,45.0,-14.94,7.17,63.28,0.5,5.2220125,4.921,0.692,"['RSI=51.9 中立', 'MACD デッドクロス(売りシグナル)']",{}
9988.HK,111.8,SELL,-30,32.7,-1.341,125.93,127.77,-6.6,-9.37,-15.72,-14.95,0.68,11.549397,1.041,0.029,"['RSI=32.7 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=-6.6%(買いシグナル)', '1ヶ月モメンタム -15.7%(強い下落)']",{}
0939.HK,8.8,BUY,30,55.8,0.007,8.69,8.67,72.1,2.92,-0.79,11.11,0.51,5.5171437,0.0,0.05,"['RSI=55.8 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)']",{}
1299.HK,69.25,HOLD,-10,18.1,-1.519,80.94,82.77,-7.6,-9.71,-18.98,-16.48,0.66,10.241905,0.094,0.06,"['RSI=18.1 売られすぎ(買いシグナル)', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=-7.6%(買いシグナル)', '1ヶ月モメンタム -19.0%(強い下落)']",{}
0700.HK,467.8,HOLD,5,53.8,3.645,450.13,470.33,81.9,1.92,2.3,-13.4,0.53,12.190129,0.229,0.091,"['RSI=53.8 中立', 'MACD ゴールデンクロス(買いシグナル)', 'BB上限付近 bb_pct=81.9%(売りシグナル)']",{}
005935.KS,189000.0,HOLD,-15,49.7,-2218.806,195865.0,167368.56,38.8,-14.09,1.07,41.57,0.54,3.5767164,4.921,0.692,"['RSI=49.7 中立', 'MACD デッドクロス(売りシグナル)']",{}
3690.HK,79.0,SELL,-30,47.4,-0.052,80.29,82.85,41.3,0.51,-9.82,3.0,0.53,16.579142,,0.056,"['RSI=47.4 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)']",{}
000660.KS,2019000.0,HOLD,-5,54.0,-40408.502,2048023.56,1521831.94,46.5,-12.14,10.05,121.91,0.52,5.281243,3.966,1.981,"['RSI=54.0 中立', 'MACD デッドクロス(売りシグナル)', '1ヶ月モメンタム +10.0%(強い上昇)']",{}
1810.HK,25.96,HOLD,-10,27.4,-0.241,29.19,30.5,-3.6,-8.53,-18.36,-22.04,0.92,14.713974,-0.581,-0.109,"['RSI=27.4 売られすぎ(買いシグナル)', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=-3.6%(買いシグナル)', '1ヶ月モメンタム -18.4%(強い下落)']",{}
005380.KS,590000.0,HOLD,-5,42.4,-14089.548,671906.76,578780.42,3.7,-15.71,-8.33,14.54,0.51,11.92932,-0.263,0.034,"['RSI=42.4 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=3.7%(買いシグナル)']",{}
0388.HK,380.6,HOLD,-10,29.5,-2.834,404.2,407.68,-2.0,-5.04,-10.19,-6.35,0.67,24.352213,0.27,0.19,"['RSI=29.5 売られすぎ(買いシグナル)', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=-2.0%(買いシグナル)', '1ヶ月モメンタム -10.2%(強い下落)']",{}
2318.HK,57.45,SELL,-30,38.9,-0.15,58.73,59.63,28.8,0.7,-7.69,-5.86,0.39,5.243119,-0.132,-0.033,"['RSI=38.9 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)']",{}
1398.HK,6.97,HOLD,15,58.5,0.019,6.83,6.84,79.6,3.72,-0.43,13.6,0.61,5.55986,0.043,0.034,"['RSI=58.5 中立', 'MACD ゴールデンクロス(買いシグナル)']",{}
1211.HK,84.6,SELL,-30,32.9,-0.331,92.1,99.86,-5.3,-7.84,-13.81,-13.85,0.66,13.707306,-0.569,-0.118,"['RSI=32.9 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=-5.3%(買いシグナル)', '1ヶ月モメンタム -13.8%(強い下落)']",{}
3988.HK,5.44,HOLD,20,68.0,0.014,5.26,5.15,112.7,3.62,4.21,19.56,0.56,5.991104,0.0,0.059,"['RSI=68.0 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)', 'BB上限付近 bb_pct=112.7%(売りシグナル)']",{}
402340.KS,1174000.0,HOLD,-15,53.5,-20727.244,1189849.17,900386.09,45.6,-13.74,4.4,120.14,0.52,3.537849,4.201,3.188,"['RSI=53.5 中立', 'MACD デッドクロス(売りシグナル)']",{}
9888.HK,114.8,HOLD,-15,35.7,-2.298,129.3,123.65,-1.7,-11.76,-16.51,-4.65,0.25,12.895304,-0.593,-0.012,"['RSI=35.7 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=-1.7%(買いシグナル)', '1ヶ月モメンタム -16.5%(強い下落)']",{}
9961.HK,376.6,HOLD,0,45.3,0.837,378.06,396.06,46.6,0.53,-7.06,-7.51,0.38,10.027588,0.981,0.208,"['RSI=45.3 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 下降トレンド(売りシグナル)']",{}
9999.HK,193.0,HOLD,0,57.4,-0.114,187.11,181.57,70.0,0.05,3.78,5.5,0.53,11.688225,0.031,0.061,"['RSI=57.4 中立', 'MACD デッドクロス(売りシグナル)', 'MA 上昇トレンド(買いシグナル)']",{}
105560.KS,150200.0,HOLD,-15,45.2,-291.169,155145.0,154825.67,25.7,-8.53,-2.21,1.6,0.63,7.9444957,0.168,0.152,"['RSI=45.2 中立', 'MACD デッドクロス(売りシグナル)']",{}
9618.HK,112.0,HOLD,-15,40.3,-0.905,119.61,117.8,18.7,-2.61,-12.64,2.74,0.24,6.813941,-0.507,0.049,"['RSI=40.3 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=18.7%(買いシグナル)', '1ヶ月モメンタム -12.6%(強い下落)']",{}
034020.KS,87900.0,SELL,-30,33.1,-2465.435,105660.0,109158.0,5.4,-11.39,-30.02,-17.46,0.47,87.057434,,0.137,"['RSI=33.1 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=5.4%(買いシグナル)', '1ヶ月モメンタム -30.0%(強い下落)']",{}
0857.HK,10.05,HOLD,-20,33.0,-0.083,10.78,10.91,-16.3,-4.74,-9.13,-5.37,0.53,8.65433,0.019,-0.022,"['RSI=33.0 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=-16.3%(買いシグナル)']",{}
012450.KS,1008000.0,HOLD,-10,23.6,-17606.324,1179300.0,1325700.0,8.1,-5.62,-21.5,-32.26,0.6,17.969849,2.849,0.049,"['RSI=23.6 売られすぎ(買いシグナル)', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=8.1%(買いシグナル)', '1ヶ月モメンタム -21.5%(強い下落)']",{}
086790.KS,115100.0,SELL,-30,45.9,-302.869,118395.0,118598.41,27.9,-4.56,-6.5,6.64,0.58,6.5632043,0.157,-0.107,"['RSI=45.9 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)']",{}
000270.KS,155600.0,HOLD,-5,45.5,-1334.394,164700.0,158808.0,19.5,-5.3,-7.55,-1.14,0.72,6.5985985,-0.225,0.053,"['RSI=45.5 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=19.5%(買いシグナル)']",{}
2899.HK,29.06,SELL,-30,30.4,-0.319,33.19,34.91,-2.3,-11.56,-24.09,-25.81,0.87,7.7019725,0.957,0.248,"['RSI=30.4 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=-2.3%(買いシグナル)', '1ヶ月モメンタム -24.1%(強い下落)']",{}
2628.HK,27.9,HOLD,-15,43.6,-0.207,28.78,27.99,22.3,-0.36,-6.88,-1.83,0.36,5.318719,-0.324,-0.152,"['RSI=43.6 中立', 'MACD デッドクロス(売りシグナル)']",{}
055550.KS,96100.0,HOLD,0,48.8,394.736,96310.0,96343.39,48.5,-4.0,-0.62,6.63,0.72,7.4510117,0.14,0.066,"['RSI=48.8 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 下降トレンド(売りシグナル)']",{}
3968.HK,48.26,HOLD,5,56.2,0.27,47.09,48.42,83.9,1.34,2.2,-2.62,0.6,6.658225,0.007,0.017,"['RSI=56.2 中立', 'MACD ゴールデンクロス(買いシグナル)', 'BB上限付近 bb_pct=83.9%(売りシグナル)']",{}
068270.KS,163600.0,SELL,-30,37.5,-1521.86,177906.9,186132.28,3.1,-7.31,-11.13,-16.41,0.43,22.865955,2.243,0.36,"['RSI=37.5 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=3.1%(買いシグナル)', '1ヶ月モメンタム -11.1%(強い下落)']",{}
2388.HK,46.42,HOLD,-5,47.8,-0.216,47.31,45.19,18.8,-2.03,0.13,13.11,0.75,11.09385,-0.012,-0.027,"['RSI=47.8 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=18.8%(買いシグナル)']",{}
035420.KS,226500.0,BUY,40,49.1,3084.819,224470.0,214938.0,51.7,-15.33,11.03,1.57,0.76,15.143442,-0.322,0.163,"['RSI=49.1 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)', '1ヶ月モメンタム +11.0%(強い上昇)']",{}
1088.HK,45.48,HOLD,15,48.6,0.166,45.13,46.01,57.6,-2.36,2.66,-6.15,0.61,13.321405,-0.122,0.012,"['RSI=48.6 中立', 'MACD ゴールデンクロス(買いシグナル)']",{}
0016.HK,115.5,HOLD,-10,23.5,-1.939,130.94,134.51,3.3,-6.63,-17.26,-13.42,0.31,13.270173,0.362,0.32,"['RSI=23.5 売られすぎ(買いシグナル)', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=3.3%(買いシグナル)', '1ヶ月モメンタム -17.3%(強い下落)']",{}
1288.HK,5.81,HOLD,-15,47.8,-0.017,5.89,5.83,36.0,0.0,-4.6,15.44,0.46,5.793812,0.053,0.023,"['RSI=47.8 中立', 'MACD デッドクロス(売りシグナル)']",{}
028260.KS,394500.0,HOLD,-15,48.1,-6307.279,425650.0,355820.0,28.9,-26.26,-9.31,40.64,0.59,21.823729,0.152,0.075,"['RSI=48.1 中立', 'MACD デッドクロス(売りシグナル)']",{}
0001.HK,66.0,HOLD,-5,41.0,-0.673,69.32,65.79,-7.2,-3.93,-6.98,14.08,0.4,9.85931,0.597,-0.028,"['RSI=41.0 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=-7.2%(買いシグナル)']",{}
6160.HK,161.4,SELL,-30,33.6,-1.744,174.47,179.98,12.5,-3.87,-14.1,-8.4,0.33,26.838514,169.708,0.355,"['RSI=33.6 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=12.5%(買いシグナル)', '1ヶ月モメンタム -14.1%(強い下落)']",{}
1024.HK,45.72,HOLD,-25,46.2,-0.128,46.97,46.31,35.0,-2.6,-11.4,-24.05,0.49,8.764528,-0.275,0.034,"['RSI=46.2 中立', 'MACD デッドクロス(売りシグナル)', '1ヶ月モメンタム -11.4%(強い下落)']",{}
9987.HK,339.0,HOLD,0,39.0,0.587,345.5,367.68,35.1,1.38,-9.04,-17.17,0.47,13.61227,0.13,0.097,"['RSI=39.0 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 下降トレンド(売りシグナル)']",{}
012330.KS,554000.0,HOLD,-5,43.8,-19682.306,647750.0,513400.0,18.8,-25.94,1.09,38.74,0.43,10.417568,-0.135,0.055,"['RSI=43.8 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=18.8%(買いシグナル)']",{}
0669.HK,113.6,HOLD,-5,45.0,-0.529,117.31,113.65,8.0,-5.65,-7.78,-0.42,0.25,16.248798,0.001,0.016,"['RSI=45.0 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=8.0%(買いシグナル)']",{}
006400.KS,486000.0,HOLD,-15,33.9,-21642.52,605750.0,573850.0,-6.5,-19.93,-22.73,25.26,0.38,28.189798,,0.126,"['RSI=33.9 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=-6.5%(買いシグナル)', '1ヶ月モメンタム -22.7%(強い下落)']",{}
600519.SS,1276.06,HOLD,0,39.5,0.602,1296.87,1370.66,29.2,0.64,-4.93,-9.73,0.59,17.053886,0.018,0.065,"['RSI=39.5 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 下降トレンド(売りシグナル)']",{}
009150.KS,1828000.0,BUY,40,64.6,7547.368,1478750.0,989250.0,72.1,6.53,90.81,356.43,0.51,62.820454,0.863,0.172,"['RSI=64.6 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)', '1ヶ月モメンタム +90.8%(強い上昇)']",{}
2269.HK,29.04,SELL,-30,33.3,-0.41,32.78,33.68,-13.8,-10.43,-14.24,-17.31,0.57,14.555366,0.394,0.172,"['RSI=33.3 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=-13.8%(買いシグナル)', '1ヶ月モメンタム -14.2%(強い下落)']",{}
6869.HK,228.6,HOLD,5,49.6,0.262,232.78,224.05,43.7,-8.85,-13.41,44.5,0.69,32.320248,2.0,0.277,"['RSI=49.6 中立', 'MACD ゴールデンクロス(買いシグナル)', '1ヶ月モメンタム -13.4%(強い下落)']",{}
005490.KS,354500.0,HOLD,-15,31.3,-11426.211,424778.66,411636.28,3.6,-11.82,-25.66,5.67,0.43,11.2550955,0.545,0.025,"['RSI=31.3 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=3.6%(買いシグナル)', '1ヶ月モメンタム -25.7%(強い下落)']",{}
1801.HK,73.4,SELL,-30,35.9,-0.594,79.27,84.6,12.6,-3.93,-15.68,-10.21,0.44,27.411146,,0.296,"['RSI=35.9 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=12.6%(買いシグナル)', '1ヶ月モメンタム -15.7%(強い下落)']",{}
0002.HK,73.55,HOLD,-15,43.3,-0.284,74.81,74.46,22.9,0.55,-2.72,1.4,0.58,14.83458,-0.164,-0.037,"['RSI=43.3 中立', 'MACD デッドクロス(売りシグナル)']",{}
267260.KS,960000.0,SELL,-40,38.5,-23801.699,1090150.0,1092552.81,21.3,-3.9,-26.66,3.44,1.01,27.930943,0.35,0.022,"['RSI=38.5 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', '1ヶ月モメンタム -26.7%(強い下落)']",{}
316140.KS,29150.0,HOLD,-20,40.0,-19.091,30462.5,32263.78,10.2,-4.11,-8.33,-8.87,0.45,5.9517474,-0.008,0.059,"['RSI=40.0 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=10.2%(買いシグナル)']",{}
010140.KS,25400.0,SELL,-30,34.3,-396.87,28540.0,29256.0,0.7,-10.56,-19.11,-17.26,0.55,14.535374,0.102,0.164,"['RSI=34.3 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=0.7%(買いシグナル)', '1ヶ月モメンタム -19.1%(強い下落)']",{}
9992.HK,174.3,BUY,40,59.5,1.279,163.39,157.5,73.9,-1.8,10.25,-13.55,0.5,11.647725,2.712,1.741,"['RSI=59.5 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)', '1ヶ月モメンタム +10.2%(強い上昇)']",{}
0020.HK,1.46,HOLD,-10,24.7,-0.022,1.74,1.89,-5.8,-11.52,-26.26,-30.81,0.76,-269.3381,,0.307,"['RSI=24.7 売られすぎ(買いシグナル)', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=-5.8%(買いシグナル)', '1ヶ月モメンタム -26.3%(強い下落)']",{}
2328.HK,15.2,BUY,30,59.3,0.032,14.82,14.64,72.1,6.52,0.26,-1.17,0.65,6.711453,0.164,0.049,"['RSI=59.3 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)']",{}
0386.HK,4.09,HOLD,0,27.4,-0.012,4.27,4.38,8.7,-3.06,-9.32,-15.33,0.4,8.138314,0.278,-0.039,"['RSI=27.4 売られすぎ(買いシグナル)', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=8.7%(買いシグナル)']",{}
