ticker,price,judgment,score,rsi,macd_diff,ma20,ma50,bb_pct,momentum_1w,momentum_1m,momentum_3m,vol_ratio,pe_ratio,eps_growth,revenue_growth,signals,order_book
005930.KS,339500.0,HOLD,10,55.8,-2634.662,330050.0,280480.0,60.8,-6.34,10.59,88.9,1.16,5.738665,4.921,0.692,"['RSI=55.8 中立', 'MACD デッドクロス(売りシグナル)', 'MA 上昇トレンド(買いシグナル)', '1ヶ月モメンタム +10.6%(強い上昇)']",{}
0939.HK,8.51,SELL,-30,42.0,-0.024,8.67,8.74,21.7,-2.3,-0.82,5.32,0.53,5.3407826,0.0,0.05,"['RSI=42.0 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)']",{}
9988.HK,100.1,HOLD,-10,27.4,-1.395,114.44,124.76,11.2,-6.36,-19.38,-22.26,0.73,10.473221,1.041,0.029,"['RSI=27.4 売られすぎ(買いシグナル)', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=11.2%(買いシグナル)', '1ヶ月モメンタム -19.4%(強い下落)']",{}
1299.HK,73.7,HOLD,-10,38.6,0.029,76.41,80.81,33.6,-1.8,-11.32,-13.62,0.18,10.899365,0.094,0.06,"['RSI=38.6 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 下降トレンド(売りシグナル)', '1ヶ月モメンタム -11.3%(強い下落)']",{}
0700.HK,434.0,SELL,-30,43.6,-2.139,447.16,461.99,29.8,-2.56,-0.09,-13.14,0.73,11.335429,0.229,0.091,"['RSI=43.6 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)']",{}
1810.HK,22.84,HOLD,-10,20.7,-0.352,26.61,29.22,2.3,-10.15,-19.58,-29.77,0.82,12.955663,-0.581,-0.109,"['RSI=20.7 売られすぎ(買いシグナル)', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=2.3%(買いシグナル)', '1ヶ月モメンタム -19.6%(強い下落)']",{}
005935.KS,217500.0,HOLD,10,56.1,-1250.928,211295.0,185272.0,61.1,-4.81,13.28,72.72,0.63,3.905094,4.921,0.692,"['RSI=56.1 中立', 'MACD デッドクロス(売りシグナル)', 'MA 上昇トレンド(買いシグナル)', '1ヶ月モメンタム +13.3%(強い上昇)']",{}
3690.HK,68.8,SELL,-30,32.0,-0.819,76.29,80.85,2.1,-7.53,-11.45,-23.56,0.48,14.453303,,0.056,"['RSI=32.0 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=2.1%(買いシグナル)', '1ヶ月モメンタム -11.5%(強い下落)']",{}
005380.KS,512000.0,HOLD,-15,33.7,-18477.266,638225.0,602440.9,0.3,-14.81,-24.54,3.82,0.7,10.379084,-0.431,0.034,"['RSI=33.7 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=0.3%(買いシグナル)', '1ヶ月モメンタム -24.5%(強い下落)']",{}
000660.KS,2647000.0,BUY,40,62.6,19840.759,2357081.25,1841702.2,78.7,-1.42,18.03,183.76,1.09,6.2456636,3.966,1.981,"['RSI=62.6 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)', '1ヶ月モメンタム +18.0%(強い上昇)']",{}
