ticker,price,judgment,score,rsi,macd_diff,ma20,ma50,bb_pct,momentum_1w,momentum_1m,momentum_3m,vol_ratio,pe_ratio,eps_growth,revenue_growth,signals,order_book
0939.HK,8.42,HOLD,-5,37.6,-0.059,8.79,8.56,-24.8,-3.11,-6.34,5.38,0.44,5.2769976,0.0,0.05,"['RSI=37.6 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=-24.8%(買いシグナル)']",{}
005930.KS,301000.0,BUY,40,66.0,728.308,272675.0,229135.64,76.9,0.5,35.59,54.6,0.37,5.655939,4.921,0.692,"['RSI=66.0 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)', '1ヶ月モメンタム +35.6%(強い上昇)']",{}
0700.HK,422.2,HOLD,-10,29.7,-1.702,454.3,482.28,-11.6,-3.83,-10.87,-17.54,0.61,11.031508,0.229,0.091,"['RSI=29.7 売られすぎ(買いシグナル)', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=-11.6%(買いシグナル)', '1ヶ月モメンタム -10.9%(強い下落)']",{}
1299.HK,81.4,HOLD,-5,40.9,-0.39,84.53,83.72,-5.7,-2.58,-2.52,-4.6,0.97,12.179228,0.094,0.06,"['RSI=40.9 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=-5.7%(買いシグナル)']",{}
9988.HK,120.5,HOLD,-5,37.2,-1.387,131.3,129.32,-5.3,-4.37,-7.73,-15.68,0.53,12.430328,1.041,0.029,"['RSI=37.2 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=-5.3%(買いシグナル)']",{}
1810.HK,27.98,HOLD,-20,30.1,-0.24,30.44,31.57,-8.2,-5.66,-7.17,-19.83,0.51,15.719188,-0.574,-0.109,"['RSI=30.1 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=-8.2%(買いシグナル)']",{}
000660.KS,2264000.0,HOLD,10,80.0,27472.253,1775572.02,1327785.54,93.9,16.72,74.18,141.15,0.51,5.9221067,2.603,1.981,"['RSI=80.0 買われすぎ(売りシグナル)', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)', 'BB上限付近 bb_pct=93.9%(売りシグナル)', '1ヶ月モメンタム +74.2%(強い上昇)']",{}
005935.KS,192400.0,HOLD,10,63.7,-792.09,182175.0,155721.86,73.7,2.45,20.25,49.36,0.52,4.060993,4.921,0.692,"['RSI=63.7 中立', 'MACD デッドクロス(売りシグナル)', 'MA 上昇トレンド(買いシグナル)', '1ヶ月モメンタム +20.2%(強い上昇)']",{}
005380.KS,686000.0,BUY,40,62.4,1388.572,626119.39,550741.31,75.0,3.38,24.06,15.72,0.47,13.797749,-0.263,0.034,"['RSI=62.4 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)', '1ヶ月モメンタム +24.1%(強い上昇)']",{}
3690.HK,73.25,HOLD,-10,28.4,-0.998,82.55,83.07,-27.9,-10.78,-11.91,-9.74,1.11,13.798343,,0.028,"['RSI=28.4 売られすぎ(買いシグナル)', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=-27.9%(買いシグナル)', '1ヶ月モメンタム -11.9%(強い下落)']",{}
1398.HK,6.57,HOLD,-5,36.0,-0.052,6.89,6.75,-21.0,-3.38,-6.41,4.76,0.36,5.2645955,0.043,0.034,"['RSI=36.0 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=-21.0%(買いシグナル)']",{}
0388.HK,395.6,HOLD,-5,33.6,-2.845,415.1,407.93,-7.6,-2.9,-5.76,-4.08,0.63,25.38242,0.27,0.19,"['RSI=33.6 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=-7.6%(買いシグナル)']",{}
1211.HK,88.8,SELL,-30,33.6,-0.726,97.08,102.15,9.5,-1.93,-18.01,-6.48,0.37,14.504402,-0.569,-0.118,"['RSI=33.6 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=9.5%(買いシグナル)', '1ヶ月モメンタム -18.0%(強い下落)']",{}
2318.HK,58.7,HOLD,-5,31.6,-0.497,62.73,61.76,-1.4,-3.45,-7.85,-13.68,0.41,5.3815365,-0.132,-0.033,"['RSI=31.6 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=-1.4%(買いシグナル)']",{}
3988.HK,5.09,HOLD,-5,45.4,-0.02,5.18,5.04,17.3,-2.12,-1.74,9.7,0.39,5.6613727,0.0,0.059,"['RSI=45.4 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=17.3%(買いシグナル)']",{}
402340.KS,1245000.0,HOLD,10,70.5,1134.578,1086281.66,795142.32,80.5,5.6,53.71,114.57,0.4,4.1485066,,-0.254,"['RSI=70.5 買われすぎ(売りシグナル)', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)', 'BB上限付近 bb_pct=80.5%(売りシグナル)', '1ヶ月モメンタム +53.7%(強い上昇)']",{}
9888.HK,124.1,HOLD,-15,44.0,-1.805,131.81,122.1,23.8,-1.9,3.5,0.32,0.28,13.980505,-0.593,-0.012,"['RSI=44.0 中立', 'MACD デッドクロス(売りシグナル)']",{}
9961.HK,361.8,HOLD,-10,29.7,-3.813,394.75,401.26,7.2,-3.47,-13.28,-12.06,0.26,9.677279,0.981,0.208,"['RSI=29.7 売られすぎ(買いシグナル)', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=7.2%(買いシグナル)', '1ヶ月モメンタム -13.3%(強い下落)']",{}
9999.HK,191.0,HOLD,20,58.4,1.304,182.38,179.81,89.3,11.24,9.14,6.72,0.29,11.774893,0.031,0.061,"['RSI=58.4 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)', 'BB上限付近 bb_pct=89.3%(売りシグナル)']",{}
105560.KS,149700.0,HOLD,-5,41.8,-610.192,156193.49,153821.58,0.8,-3.92,-5.05,-1.77,0.5,7.918542,0.168,0.152,"['RSI=41.8 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=0.8%(買いシグナル)']",{}
9618.HK,113.6,HOLD,-5,38.4,-1.372,120.89,116.87,13.3,-8.02,-3.32,9.3,0.29,6.911283,-0.507,0.049,"['RSI=38.4 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=13.3%(買いシグナル)']",{}
034020.KS,105700.0,HOLD,-15,41.7,-2088.157,118600.0,110326.0,17.8,-2.49,-17.29,9.08,0.39,105.37341,,0.137,"['RSI=41.7 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=17.8%(買いシグナル)', '1ヶ月モメンタム -17.3%(強い下落)']",{}
0857.HK,10.72,HOLD,-25,44.4,-0.062,11.12,10.93,27.4,-2.01,-10.52,12.37,0.51,9.255776,0.019,-0.022,"['RSI=44.4 中立', 'MACD デッドクロス(売りシグナル)', '1ヶ月モメンタム -10.5%(強い下落)']",{}
012450.KS,1207000.0,SELL,-30,36.1,-6087.0,1306700.0,1372540.0,17.2,-3.29,-13.48,-15.71,0.37,21.47486,2.849,0.049,"['RSI=36.1 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=17.2%(買いシグナル)', '1ヶ月モメンタム -13.5%(強い下落)']",{}
