ticker,price,judgment,score,rsi,macd_diff,ma20,ma50,bb_pct,momentum_1w,momentum_1m,momentum_3m,vol_ratio,pe_ratio,eps_growth,revenue_growth,signals,order_book
9988.HK,123.5,HOLD,-25,43.6,-0.486,129.92,128.42,21.6,2.15,-12.35,-5.51,0.33,12.676096,1.041,0.029,"['RSI=43.6 中立', 'MACD デッドクロス(売りシグナル)', '1ヶ月モメンタム -12.3%(強い下落)']",{}
005930.KS,358500.0,HOLD,10,76.7,5493.657,296800.0,240792.78,104.6,19.7,34.77,107.06,0.71,6.4120035,4.921,0.692,"['RSI=76.7 買われすぎ(売りシグナル)', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)', 'BB上限付近 bb_pct=104.6%(売りシグナル)', '1ヶ月モメンタム +34.8%(強い上昇)']",{}
1299.HK,78.9,HOLD,-5,33.0,-0.48,83.84,83.71,-13.2,-4.07,-9.96,-6.23,0.79,11.668568,0.094,0.06,"['RSI=33.0 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=-13.2%(買いシグナル)']",{}
0700.HK,457.4,HOLD,15,49.4,4.04,451.46,473.94,60.2,7.07,-3.07,-10.84,0.43,11.904516,0.229,0.091,"['RSI=49.4 中立', 'MACD ゴールデンクロス(買いシグナル)']",{}
0939.HK,8.52,HOLD,-5,43.2,-0.036,8.71,8.61,14.8,0.35,-4.05,7.71,0.28,5.3390355,0.0,0.05,"['RSI=43.2 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=14.8%(買いシグナル)']",{}
1810.HK,28.36,HOLD,-20,38.2,-0.102,30.07,30.94,16.1,1.14,-8.87,-15.14,0.29,15.904518,-0.581,-0.109,"['RSI=38.2 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=16.1%(買いシグナル)']",{}
000660.KS,2295000.0,HOLD,10,75.8,20901.784,1978116.54,1434399.07,82.2,0.26,43.37,174.57,0.43,6.003196,3.966,1.981,"['RSI=75.8 買われすぎ(売りシグナル)', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)', 'BB上限付近 bb_pct=82.2%(売りシグナル)', '1ヶ月モメンタム +43.4%(強い上昇)']",{}
3690.HK,78.55,SELL,-30,45.4,-0.061,81.51,83.09,30.2,6.94,-6.77,2.21,0.33,16.210346,,0.056,"['RSI=45.4 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)']",{}
005935.KS,223000.0,HOLD,10,70.6,3060.612,193830.0,161975.64,97.5,16.82,17.8,84.08,0.75,4.220147,4.921,0.692,"['RSI=70.6 買われすぎ(売りシグナル)', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)', 'BB上限付近 bb_pct=97.5%(売りシグナル)', '1ヶ月モメンタム +17.8%(強い上昇)']",{}
005380.KS,710000.0,BUY,40,61.1,3331.408,662619.72,566835.93,71.9,4.87,29.57,40.56,0.31,14.342937,-0.263,0.034,"['RSI=61.1 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)', '1ヶ月モメンタム +29.6%(強い上昇)']",{}
