ticker,price,judgment,score,rsi,macd_diff,ma20,ma50,bb_pct,momentum_1w,momentum_1m,momentum_3m,vol_ratio,pe_ratio,eps_growth,revenue_growth,signals,order_book
0700.HK,461.2,SELL,-40,38.4,-0.889,483.17,501.44,23.4,-2.16,-10.79,-15.84,1.15,11.817869,0.229,0.091,"['RSI=38.4 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', '1ヶ月モメンタム -10.8%(強い下落)']",{}
005930.KS,296000.0,HOLD,20,77.7,5551.505,240775.0,210296.92,98.1,10.24,40.28,66.08,1.58,5.7808805,4.96,0.693,"['RSI=77.7 買われすぎ(売りシグナル)', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)', 'BB上限付近 bb_pct=98.1%(売りシグナル)', '1ヶ月モメンタム +40.3%(強い上昇)', '出来高急増 1.6x(注目)']",{}
9988.HK,138.7,BUY,30,57.3,0.624,133.41,129.94,84.4,-0.22,2.14,-13.37,1.84,13.511157,1.013,0.029,"['RSI=57.3 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)', 'BB上限付近 bb_pct=84.4%(売りシグナル)', '出来高急増 1.8x(注目)']",{}
1299.HK,87.65,HOLD,5,57.0,0.296,84.89,85.02,81.8,1.21,4.04,2.45,0.78,13.119051,0.094,0.06,"['RSI=57.0 中立', 'MACD ゴールデンクロス(買いシグナル)', 'BB上限付近 bb_pct=81.8%(売りシグナル)']",{}
0939.HK,8.88,HOLD,0,58.3,-0.026,8.84,8.41,59.2,1.37,3.86,8.96,0.54,5.589719,0.0,0.05,"['RSI=58.3 中立', 'MACD デッドクロス(売りシグナル)', 'MA 上昇トレンド(買いシグナル)']",{}
1810.HK,32.08,HOLD,15,53.8,0.247,31.26,32.15,74.2,1.26,0.06,-13.53,0.93,17.227705,-0.337,0.073,"['RSI=53.8 中立', 'MACD ゴールデンクロス(買いシグナル)']",{}
000660.KS,1970000.0,HOLD,10,85.9,60310.255,1434950.0,1141360.0,96.3,16.84,73.42,122.26,1.39,5.2315416,3.966,1.981,"['RSI=85.9 買われすぎ(売りシグナル)', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)', 'BB上限付近 bb_pct=96.3%(売りシグナル)', '1ヶ月モメンタム +73.4%(強い上昇)']",{}
3690.HK,86.25,BUY,30,55.2,0.311,84.32,82.44,74.5,2.62,-2.82,-2.93,1.22,16.116034,,0.028,"['RSI=55.2 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)']",{}
005935.KS,193700.0,HOLD,10,70.7,2308.014,166590.0,145702.79,88.7,6.02,33.96,59.11,1.05,4.315921,4.96,0.693,"['RSI=70.7 買われすぎ(売りシグナル)', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)', 'BB上限付近 bb_pct=88.7%(売りシグナル)', '1ヶ月モメンタム +34.0%(強い上昇)']",{}
005380.KS,712000.0,HOLD,10,78.6,17951.514,569650.0,528160.0,109.0,16.15,40.16,41.33,1.4,14.33678,,0.034,"['RSI=78.6 買われすぎ(売りシグナル)', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)', 'BB上限付近 bb_pct=109.0%(売りシグナル)', '1ヶ月モメンタム +40.2%(強い上昇)']",{}
0388.HK,424.8,HOLD,20,60.1,0.569,417.21,407.49,81.5,0.14,3.31,3.24,0.72,27.255945,0.27,0.19,"['RSI=60.1 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)', 'BB上限付近 bb_pct=81.5%(売りシグナル)']",{}
2318.HK,63.35,BUY,30,50.7,0.194,62.84,62.37,57.1,-3.43,1.12,-12.62,0.66,5.812278,-0.132,-0.033,"['RSI=50.7 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)']",{}
3988.HK,5.28,HOLD,-10,65.4,-0.001,5.15,4.91,102.9,3.33,2.92,11.86,1.04,5.9290667,0.0,0.059,"['RSI=65.4 中立', 'MACD デッドクロス(売りシグナル)', 'MA 上昇トレンド(買いシグナル)', 'BB上限付近 bb_pct=102.9%(売りシグナル)']",{}
1211.HK,98.6,HOLD,-25,42.9,-0.757,103.88,102.94,20.3,-1.15,-12.9,-0.55,0.65,15.90888,-0.569,-0.118,"['RSI=42.9 中立', 'MACD デッドクロス(売りシグナル)', '1ヶ月モメンタム -12.9%(強い下落)']",{}
1398.HK,7.04,HOLD,0,60.4,-0.014,6.96,6.63,75.7,1.73,3.58,10.37,0.56,5.6518717,0.043,0.034,"['RSI=60.4 中立', 'MACD デッドクロス(売りシグナル)', 'MA 上昇トレンド(買いシグナル)']",{}
402340.KS,1171000.0,HOLD,10,79.7,29235.025,891463.68,686974.57,86.0,6.79,76.32,105.71,1.26,5.797535,,1.081,"['RSI=79.7 買われすぎ(売りシグナル)', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)', 'BB上限付近 bb_pct=86.0%(売りシグナル)', '1ヶ月モメンタム +76.3%(強い上昇)']",{}
9888.HK,141.0,BUY,30,66.0,1.724,128.23,119.91,87.9,-2.89,14.36,-2.29,1.07,15.526059,-0.81,-0.041,"['RSI=66.0 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)', 'BB上限付近 bb_pct=87.9%(売りシグナル)', '1ヶ月モメンタム +14.4%(強い上昇)']",{}
9999.HK,185.3,BUY,30,57.4,1.026,180.51,179.91,74.1,0.98,-0.7,-4.85,0.77,11.714341,-0.292,0.03,"['RSI=57.4 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)']",{}
105560.KS,156000.0,HOLD,-15,50.4,-798.586,157907.63,152293.28,30.9,-3.53,-0.68,-5.85,1.26,8.252587,0.204,6.874,"['RSI=50.4 中立', 'MACD デッドクロス(売りシグナル)']",{}
9961.HK,400.0,HOLD,-5,43.0,-1.712,414.97,406.84,7.0,-4.08,-7.02,-10.35,0.57,10.614123,0.981,0.208,"['RSI=43.0 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=7.0%(買いシグナル)']",{}
9618.HK,131.6,HOLD,0,76.8,0.936,119.95,113.49,120.8,11.05,6.3,20.39,1.31,8.044428,-0.507,0.049,"['RSI=76.8 買われすぎ(売りシグナル)', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)', 'BB上限付近 bb_pct=120.8%(売りシグナル)']",{}
012450.KS,1306000.0,SELL,-30,40.9,-18490.552,1398500.0,1407020.0,17.1,-0.08,-13.45,15.47,0.87,23.858713,-0.601,0.745,"['RSI=40.9 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=17.1%(買いシグナル)', '1ヶ月モメンタム -13.5%(強い下落)']",{}
0857.HK,10.9,HOLD,-15,48.1,-0.091,11.11,10.83,39.7,2.93,2.73,16.2,0.49,9.414514,0.019,-0.022,"['RSI=48.1 中立', 'MACD デッドクロス(売りシグナル)']",{}
034020.KS,117100.0,HOLD,-5,48.8,-1471.378,121985.0,108476.0,35.4,-9.65,12.38,22.62,1.0,116.60359,,0.059,"['RSI=48.8 中立', 'MACD デッドクロス(売りシグナル)', '1ヶ月モメンタム +12.4%(強い上昇)']",{}
086790.KS,126500.0,HOLD,-10,60.4,-376.131,123591.74,115722.15,77.6,0.0,5.4,-0.74,1.87,7.2093973,,0.829,"['RSI=60.4 中立', 'MACD デッドクロス(売りシグナル)', 'MA 上昇トレンド(買いシグナル)', '出来高急増 1.9x(注目)']",{}
000270.KS,178100.0,BUY,40,65.5,2637.645,160300.0,156977.12,103.9,8.27,17.56,11.8,1.7,7.5536766,-0.142,0.035,"['RSI=65.5 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)', 'BB上限付近 bb_pct=103.9%(売りシグナル)', '1ヶ月モメンタム +17.6%(強い上昇)', '出来高急増 1.7x(注目)']",{}
2628.HK,29.9,BUY,30,57.9,0.25,28.65,27.94,69.3,-4.35,6.56,-12.37,0.58,5.6525574,-0.324,-0.152,"['RSI=57.9 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)']",{}
2899.HK,37.2,HOLD,15,49.7,0.216,37.13,37.3,51.8,-3.38,-1.64,-14.52,0.91,9.907662,0.957,0.248,"['RSI=49.7 中立', 'MACD ゴールデンクロス(買いシグナル)']",{}
055550.KS,96800.0,HOLD,-15,49.6,-573.416,98390.67,94582.13,16.8,-1.22,-2.28,-7.2,1.6,7.5145,0.135,0.066,"['RSI=49.6 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=16.8%(買いシグナル)', '出来高急増 1.6x(注目)']",{}
3968.HK,47.42,SELL,-30,39.1,-0.167,48.9,49.08,28.7,0.38,-7.56,-4.24,0.37,6.5743775,0.007,0.017,"['RSI=39.1 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)']",{}
068270.KS,195100.0,SELL,-30,45.1,-932.327,201255.0,201612.0,22.8,-1.66,-3.42,-18.2,1.36,26.147577,1.287,0.251,"['RSI=45.1 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)']",{}
035420.KS,213000.0,HOLD,-10,51.4,-252.436,212700.0,211850.0,51.6,-0.93,0.95,-15.76,2.06,14.164197,,,"['RSI=51.4 中立', 'MACD デッドクロス(売りシグナル)', 'MA 上昇トレンド(買いシグナル)', '出来高急増 2.1x(注目)']",{}
2388.HK,46.28,HOLD,20,68.0,0.138,44.6,42.97,94.5,2.45,6.14,6.57,0.72,10.922075,-0.012,-0.027,"['RSI=68.0 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)', 'BB上限付近 bb_pct=94.5%(売りシグナル)']",{}
1088.HK,44.38,HOLD,-20,37.2,-0.416,46.57,46.64,12.5,-1.55,-3.69,0.18,0.68,13.1585455,-0.122,0.012,"['RSI=37.2 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=12.5%(買いシグナル)']",{}
0016.HK,143.2,HOLD,20,57.4,0.1,139.08,136.61,82.7,1.2,3.32,11.1,0.77,16.411856,0.362,0.32,"['RSI=57.4 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)', 'BB上限付近 bb_pct=82.7%(売りシグナル)']",{}
6160.HK,183.5,HOLD,15,48.8,0.528,185.04,180.5,43.7,-3.73,-6.62,-13.52,0.79,30.499916,169.708,0.355,"['RSI=48.8 中立', 'MACD ゴールデンクロス(買いシグナル)']",{}
1024.HK,50.95,HOLD,5,57.1,1.312,46.71,50.56,81.4,-3.78,8.27,-28.14,0.84,9.36251,0.309,0.118,"['RSI=57.1 中立', 'MACD ゴールデンクロス(買いシグナル)', 'BB上限付近 bb_pct=81.4%(売りシグナル)']",{}
1288.HK,6.1,SELL,-30,70.5,-0.013,5.99,5.56,89.5,2.69,4.41,11.88,0.66,5.9968457,0.053,0.023,"['RSI=70.5 買われすぎ(売りシグナル)', 'MACD デッドクロス(売りシグナル)', 'MA 上昇トレンド(買いシグナル)', 'BB上限付近 bb_pct=89.5%(売りシグナル)']",{}
0001.HK,73.1,HOLD,10,76.5,0.562,67.63,63.47,87.4,-0.27,14.13,14.13,0.38,11.018195,0.597,-0.028,"['RSI=76.5 買われすぎ(売りシグナル)', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)', 'BB上限付近 bb_pct=87.4%(売りシグナル)', '1ヶ月モメンタム +14.1%(強い上昇)']",{}
028260.KS,442000.0,HOLD,10,74.9,12471.755,348025.0,307770.0,91.2,4.62,43.74,32.34,1.3,24.766157,0.68,0.084,"['RSI=74.9 買われすぎ(売りシグナル)', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)', 'BB上限付近 bb_pct=91.2%(売りシグナル)', '1ヶ月モメンタム +43.7%(強い上昇)']",{}
9987.HK,363.2,HOLD,-20,36.1,-0.465,377.94,393.69,-5.5,-2.37,-7.3,-18.43,0.82,14.5232935,0.13,0.097,"['RSI=36.1 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=-5.5%(買いシグナル)']",{}
012330.KS,650000.0,HOLD,20,82.8,22950.706,470800.0,429762.09,113.2,27.7,56.44,47.45,2.19,12.260309,-0.394,0.047,"['RSI=82.8 買われすぎ(売りシグナル)', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)', 'BB上限付近 bb_pct=113.2%(売りシグナル)', '1ヶ月モメンタム +56.4%(強い上昇)', '出来高急増 2.2x(注目)']",{}
0669.HK,121.0,BUY,40,58.9,1.093,114.5,112.27,79.4,-0.73,10.88,2.0,0.58,17.298115,0.001,0.016,"['RSI=58.9 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)', '1ヶ月モメンタム +10.9%(強い上昇)']",{}
006400.KS,636000.0,HOLD,10,58.1,-11245.375,632775.0,503310.0,51.1,-6.19,35.03,64.98,0.85,37.990463,,0.028,"['RSI=58.1 中立', 'MACD デッドクロス(売りシグナル)', 'MA 上昇トレンド(買いシグナル)', '1ヶ月モメンタム +35.0%(強い上昇)']",{}
600519.SS,1340.18,HOLD,-20,31.3,-6.89,1400.39,1418.95,9.5,-2.39,-7.38,-11.54,1.15,17.90945,0.018,0.065,"['RSI=31.3 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=9.5%(買いシグナル)']",{}
