ticker,price,judgment,score,rsi,macd_diff,ma20,ma50,bb_pct,momentum_1w,momentum_1m,momentum_3m,vol_ratio,pe_ratio,eps_growth,revenue_growth,signals,order_book
0700.HK,436.2,SELL,-30,47.6,-0.604,442.66,454.66,40.5,3.51,-6.48,-11.14,0.84,11.474223,0.229,0.091,"['RSI=47.6 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)']",{}
005930.KS,289750.0,HOLD,-15,43.2,-7449.452,328837.5,294525.0,4.0,-14.65,-11.93,50.05,0.94,4.6283855,4.921,0.692,"['RSI=43.2 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=4.0%(買いシグナル)', '1ヶ月モメンタム -11.9%(強い下落)']",{}
0939.HK,7.82,HOLD,0,28.1,-0.074,8.36,8.48,-2.6,-3.35,-6.4,-4.62,0.94,4.9194517,0.0,0.05,"['RSI=28.1 売られすぎ(買いシグナル)', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=-2.6%(買いシグナル)']",{}
9988.HK,94.55,HOLD,-20,29.9,-0.919,106.65,121.09,21.9,-0.47,-25.23,-22.86,0.65,10.24197,1.041,0.029,"['RSI=29.9 売られすぎ(買いシグナル)', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', '1ヶ月モメンタム -25.2%(強い下落)']",{}
1299.HK,72.3,HOLD,-10,39.4,0.072,73.77,79.65,35.9,0.14,-12.1,-15.94,0.5,10.687127,0.094,0.06,"['RSI=39.4 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 下降トレンド(売りシグナル)', '1ヶ月モメンタム -12.1%(強い下落)']",{}
1810.HK,22.56,SELL,-40,30.7,-0.172,24.93,28.29,24.4,1.17,-21.06,-29.54,0.86,12.830578,-0.581,-0.109,"['RSI=30.7 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', '1ヶ月モメンタム -21.1%(強い下落)']",{}
005935.KS,191100.0,HOLD,-5,43.7,-4010.075,211480.0,193454.0,10.4,-13.33,-9.43,48.02,0.81,3.4310963,4.921,0.692,"['RSI=43.7 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=10.4%(買いシグナル)']",{}
000660.KS,2298000.0,HOLD,-5,47.9,-48232.446,2447800.0,2023944.23,37.1,-14.03,11.01,159.41,0.88,5.2149506,3.966,1.981,"['RSI=47.9 中立', 'MACD デッドクロス(売りシグナル)', '1ヶ月モメンタム +11.0%(強い上昇)']",{}
3690.HK,70.65,SELL,-40,43.0,-0.315,73.68,78.91,34.7,6.88,-12.13,-13.79,0.88,15.034233,,0.056,"['RSI=43.0 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', '1ヶ月モメンタム -12.1%(強い下落)']",{}
005380.KS,488500.0,SELL,-30,33.2,-12341.317,572775.0,600844.06,18.5,1.66,-30.21,4.54,0.86,9.898197,-0.431,0.034,"['RSI=33.2 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=18.5%(買いシグナル)', '1ヶ月モメンタム -30.2%(強い下落)']",{}
