ticker,price,judgment,score,rsi,macd_diff,ma20,ma50,bb_pct,momentum_1w,momentum_1m,momentum_3m,vol_ratio,pe_ratio,eps_growth,revenue_growth,signals,order_book
0939.HK,8.14,HOLD,20,56.3,0.011,7.97,7.94,85.6,2.13,2.39,6.13,0.56,5.294026,0.003,0.024,"['RSI=56.3 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)', 'BB上限付近 bb_pct=85.6%(売りシグナル)']",{}
1299.HK,83.85,HOLD,0,48.8,0.183,84.22,84.92,45.5,-1.47,-1.35,4.68,0.35,12.554214,0.094,0.06,"['RSI=48.8 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 下降トレンド(売りシグナル)']",{}
9988.HK,118.7,SELL,-30,33.8,-0.252,128.96,146.83,2.1,-3.65,-11.94,-16.88,0.32,14.965562,-0.709,0.017,"['RSI=33.8 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=2.1%(買いシグナル)', '1ヶ月モメンタム -11.9%(強い下落)']",{}
005930.KS,173000.0,HOLD,-15,43.3,-3426.088,187955.0,176232.0,8.8,-8.8,-11.33,44.77,0.36,6.0220885,1.622,0.238,"['RSI=43.3 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=8.8%(買いシグナル)', '1ヶ月モメンタム -11.3%(強い下落)']",{}
0700.HK,479.0,HOLD,-20,32.2,-3.57,520.94,549.42,6.1,-6.81,-6.17,-20.03,0.42,12.372599,0.149,0.127,"['RSI=32.2 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=6.1%(買いシグナル)']",{}
1810.HK,32.28,SELL,-30,41.1,-0.077,33.33,34.75,28.8,-1.22,2.22,-17.65,0.29,15.784408,-0.346,0.073,"['RSI=41.1 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)']",{}
005935.KS,119700.0,HOLD,-5,41.7,-2685.877,132305.0,124948.0,11.5,-10.74,-7.35,33.3,0.26,5.2690845,1.622,0.238,"['RSI=41.7 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=11.5%(買いシグナル)']",{}
000660.KS,866000.0,HOLD,-5,43.9,-14421.189,944400.0,893867.37,13.1,-12.17,-7.77,35.56,0.53,3.761035,0.852,0.661,"['RSI=43.9 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=13.1%(買いシグナル)']",{}
3690.HK,83.75,HOLD,25,52.0,1.434,79.53,86.38,76.2,6.01,10.71,-18.53,0.35,15.8012705,,0.041,"['RSI=52.0 中立', 'MACD ゴールデンクロス(買いシグナル)', '1ヶ月モメンタム +10.7%(強い上昇)']",{}
005380.KS,466500.0,HOLD,-15,42.1,-8389.112,516925.0,507980.38,4.8,-5.18,-21.6,59.64,0.3,8.968761,,,"['RSI=42.1 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=4.8%(買いシグナル)', '1ヶ月モメンタム -21.6%(強い下落)']",{}
0388.HK,380.0,HOLD,-20,36.1,-1.542,399.1,408.64,-7.4,-2.96,-5.71,-5.34,0.31,25.063137,0.151,0.138,"['RSI=36.1 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=-7.4%(買いシグナル)']",{}
1398.HK,6.55,BUY,30,54.5,0.014,6.45,6.43,71.0,0.61,1.55,4.97,0.34,5.495849,0.038,-0.035,"['RSI=54.5 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)']",{}
2318.HK,58.15,SELL,-30,35.1,-0.234,61.96,66.91,9.1,-2.27,-11.89,-10.95,0.39,5.478063,-0.74,-0.11,"['RSI=35.1 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=9.1%(買いシグナル)', '1ヶ月モメンタム -11.9%(強い下落)']",{}
1211.HK,106.1,BUY,30,59.2,0.483,100.79,98.58,80.1,-0.84,10.29,11.57,0.74,16.01509,-0.405,-0.135,"['RSI=59.2 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)', 'BB上限付近 bb_pct=80.1%(売りシグナル)', '1ヶ月モメンタム +10.3%(強い上昇)']",{}
3988.HK,4.83,HOLD,20,64.3,0.029,4.62,4.62,90.4,2.77,5.92,8.3,0.43,5.817454,-0.053,0.028,"['RSI=64.3 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)', 'BB上限付近 bb_pct=90.4%(売りシグナル)']",{}
402340.KS,502000.0,HOLD,-15,42.3,-9944.11,564100.0,540900.0,5.0,-15.63,-13.6,45.09,0.48,2.8505366,,1.081,"['RSI=42.3 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=5.0%(買いシグナル)', '1ヶ月モメンタム -13.6%(強い下落)']",{}
9888.HK,103.5,HOLD,-10,27.9,-0.71,116.17,131.88,-10.4,-8.08,-11.76,-21.23,0.27,11.18116,-0.81,-0.041,"['RSI=27.9 売られすぎ(買いシグナル)', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=-10.4%(買いシグナル)', '1ヶ月モメンタム -11.8%(強い下落)']",{}
9961.HK,379.0,HOLD,10,34.4,0.331,402.54,432.76,-1.7,-4.58,-3.07,-31.59,0.26,10.140593,0.978,0.208,"['RSI=34.4 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=-1.7%(買いシグナル)']",{}
105560.KS,146200.0,HOLD,-15,45.6,-656.38,149240.0,147369.47,32.2,-0.48,-4.76,17.53,0.38,7.733435,0.089,0.318,"['RSI=45.6 中立', 'MACD デッドクロス(売りシグナル)']",{}
9999.HK,170.5,HOLD,-20,34.3,-0.722,181.12,189.97,0.7,-3.73,-5.05,-20.6,0.21,10.904807,-0.294,0.03,"['RSI=34.3 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=0.7%(買いシグナル)']",{}
9618.HK,111.6,HOLD,25,54.8,0.602,108.15,109.14,68.0,4.1,11.16,0.18,0.19,7.1570024,,0.015,"['RSI=54.8 中立', 'MACD ゴールデンクロス(買いシグナル)', '1ヶ月モメンタム +11.2%(強い上昇)']",{}
034020.KS,92700.0,HOLD,-15,42.1,-1278.765,100345.0,97156.0,20.7,-7.39,-4.33,21.18,0.27,85.80092,,0.059,"['RSI=42.1 中立', 'MACD デッドクロス(売りシグナル)']",{}
0857.HK,11.09,HOLD,-10,69.7,-0.01,10.62,9.69,98.6,3.45,6.33,32.34,0.29,10.47479,-0.042,0.023,"['RSI=69.7 中立', 'MACD デッドクロス(売りシグナル)', 'MA 上昇トレンド(買いシグナル)', 'BB上限付近 bb_pct=98.6%(売りシグナル)']",{}
