ticker,price,judgment,score,rsi,macd_diff,ma20,ma50,bb_pct,momentum_1w,momentum_1m,momentum_3m,vol_ratio,pe_ratio,eps_growth,revenue_growth,signals,order_book
0700.HK,481.2,HOLD,-20,32.7,-3.651,519.61,546.65,11.8,-4.81,-4.9,-22.76,0.33,12.423912,0.149,0.127,"['RSI=32.7 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=11.8%(買いシグナル)']",{}
9988.HK,118.2,HOLD,-20,33.3,-0.267,128.22,145.93,4.7,-8.3,-9.01,-20.67,0.33,14.889693,-0.709,0.017,"['RSI=33.3 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=4.7%(買いシグナル)']",{}
1299.HK,84.05,HOLD,0,49.0,0.143,84.22,84.92,47.9,-3.17,3.77,0.9,0.33,12.573325,0.094,0.06,"['RSI=49.0 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 下降トレンド(売りシグナル)']",{}
0939.HK,8.29,HOLD,20,60.9,0.027,8.0,7.95,101.8,2.6,6.42,6.28,0.57,5.436704,0.003,0.024,"['RSI=60.9 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)', 'BB上限付近 bb_pct=101.8%(売りシグナル)']",{}
005930.KS,169300.0,HOLD,-5,41.4,-3763.243,186830.0,176878.0,4.2,-10.42,-1.68,41.2,0.79,5.8898115,1.622,0.238,"['RSI=41.4 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=4.2%(買いシグナル)']",{}
1810.HK,31.68,HOLD,-20,38.5,-0.116,33.34,34.63,16.2,-2.58,-1.0,-21.35,0.42,15.760226,-0.346,0.073,"['RSI=38.5 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=16.2%(買いシグナル)']",{}
000660.KS,820000.0,HOLD,-5,40.5,-20053.166,938800.0,895594.7,-0.2,-17.59,-3.42,26.19,1.0,3.5612571,0.852,0.661,"['RSI=40.5 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=-0.2%(買いシグナル)']",{}
005935.KS,114900.0,HOLD,-5,38.7,-3172.579,131660.0,125196.0,3.0,-14.0,0.09,28.81,0.74,5.0577927,1.622,0.238,"['RSI=38.7 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=3.0%(買いシグナル)']",{}
3690.HK,83.6,HOLD,25,51.7,1.247,79.95,86.04,72.6,-7.11,10.88,-20.08,0.29,16.027065,,0.041,"['RSI=51.7 中立', 'MACD ゴールデンクロス(買いシグナル)', '1ヶ月モメンタム +10.9%(強い上昇)']",{}
005380.KS,450000.0,HOLD,-15,39.5,-9541.044,509825.0,508846.35,-9.5,-10.18,-10.18,52.44,0.55,8.641926,,,"['RSI=39.5 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=-9.5%(買いシグナル)', '1ヶ月モメンタム -10.2%(強い下落)']",{}
0388.HK,385.8,HOLD,-20,40.2,-1.313,398.37,407.76,13.1,-3.07,-3.18,-5.74,0.3,25.445679,0.151,0.138,"['RSI=40.2 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=13.1%(買いシグナル)']",{}
1398.HK,6.77,HOLD,20,64.7,0.031,6.47,6.44,98.9,3.04,6.78,6.78,0.55,5.6249976,0.038,-0.035,"['RSI=64.7 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)', 'BB上限付近 bb_pct=98.9%(売りシグナル)']",{}
