ticker,price,judgment,score,rsi,macd_diff,ma20,ma50,bb_pct,momentum_1w,momentum_1m,momentum_3m,vol_ratio,pe_ratio,eps_growth,revenue_growth,signals,order_book
0700.HK,459.6,HOLD,15,50.6,3.403,450.14,469.68,67.1,1.41,1.03,-15.08,0.43,11.987965,0.229,0.091,"['RSI=50.6 中立', 'MACD ゴールデンクロス(買いシグナル)']",{}
005930.KS,298000.0,HOLD,-15,51.6,-4884.028,305275.0,253127.0,42.8,-9.42,4.93,58.25,0.52,5.204548,4.921,0.692,"['RSI=51.6 中立', 'MACD デッドクロス(売りシグナル)']",{}
1299.HK,71.8,HOLD,-10,26.3,-1.316,80.3,82.52,9.4,-2.97,-16.71,-10.7,0.76,10.617962,0.094,0.06,"['RSI=26.3 売られすぎ(買いシグナル)', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=9.4%(買いシグナル)', '1ヶ月モメンタム -16.7%(強い下落)']",{}
0939.HK,8.77,BUY,30,54.6,0.009,8.69,8.68,68.6,0.57,-1.13,10.87,0.27,5.5036216,0.0,0.05,"['RSI=54.6 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)']",{}
9988.HK,108.3,HOLD,-10,30.0,-1.65,124.8,127.51,-9.1,-11.42,-21.38,-18.17,0.88,11.198589,1.041,0.029,"['RSI=30.0 売られすぎ(買いシグナル)', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=-9.1%(買いシグナル)', '1ヶ月モメンタム -21.4%(強い下落)']",{}
1810.HK,25.82,HOLD,-10,26.8,-0.262,28.9,30.38,-0.9,-7.12,-18.6,-22.51,0.4,14.656479,-0.581,-0.109,"['RSI=26.8 売られすぎ(買いシグナル)', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=-0.9%(買いシグナル)', '1ヶ月モメンタム -18.6%(強い下落)']",{}
000660.KS,2094000.0,HOLD,0,56.6,-41903.55,2062438.9,1545635.06,54.0,1.16,5.99,115.03,0.7,5.149691,3.966,1.981,"['RSI=56.6 中立', 'MACD デッドクロス(売りシグナル)', 'MA 上昇トレンド(買いシグナル)']",{}
005935.KS,192500.0,HOLD,-15,51.2,-2790.586,196265.0,168750.0,43.8,-8.77,1.8,39.6,0.4,3.642952,4.921,0.692,"['RSI=51.2 中立', 'MACD デッドクロス(売りシグナル)']",{}
3690.HK,78.9,HOLD,0,47.3,0.03,79.86,82.69,42.8,-1.31,-7.93,3.88,0.28,16.574074,,0.056,"['RSI=47.3 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 下降トレンド(売りシグナル)']",{}
005380.KS,591000.0,HOLD,-15,42.4,-16462.765,669875.33,580976.77,7.4,-15.57,-16.45,17.23,0.41,11.949539,-0.263,0.034,"['RSI=42.4 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=7.4%(買いシグナル)', '1ヶ月モメンタム -16.5%(強い下落)']",{}
0388.HK,372.0,HOLD,-10,25.4,-3.344,401.73,407.36,-10.7,-6.16,-12.18,-7.32,1.15,23.801952,0.27,0.19,"['RSI=25.4 売られすぎ(買いシグナル)', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=-10.7%(買いシグナル)', '1ヶ月モメンタム -12.2%(強い下落)']",{}
2318.HK,56.6,HOLD,-20,34.9,-0.131,58.27,59.4,16.7,-0.53,-7.79,-5.93,0.36,5.165544,-0.132,-0.033,"['RSI=34.9 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=16.7%(買いシグナル)']",{}
1398.HK,6.97,HOLD,15,57.8,0.024,6.83,6.85,79.6,2.05,-0.99,13.24,0.62,5.5518837,0.043,0.034,"['RSI=57.8 中立', 'MACD ゴールデンクロス(買いシグナル)']",{}
1211.HK,84.35,SELL,-30,32.9,-0.357,91.1,99.07,-1.7,-5.52,-13.65,-12.4,0.37,13.760094,-0.569,-0.118,"['RSI=32.9 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=-1.7%(買いシグナル)', '1ヶ月モメンタム -13.6%(強い下落)']",{}
3988.HK,5.38,HOLD,20,62.5,0.011,5.26,5.16,88.6,1.32,1.7,18.24,0.36,5.925026,0.0,0.059,"['RSI=62.5 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)', 'BB上限付近 bb_pct=88.6%(売りシグナル)']",{}
402340.KS,1213000.0,HOLD,0,55.7,-21585.45,1194722.5,913960.26,55.1,-3.58,2.07,116.12,0.71,3.6553755,4.201,3.188,"['RSI=55.7 中立', 'MACD デッドクロス(売りシグナル)', 'MA 上昇トレンド(買いシグナル)']",{}
9961.HK,369.0,HOLD,0,41.4,0.746,376.29,395.66,29.9,-0.11,-7.19,-8.12,0.28,9.825226,0.981,0.208,"['RSI=41.4 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 下降トレンド(売りシグナル)']",{}
9888.HK,113.0,HOLD,-15,34.2,-2.374,128.17,123.76,-1.0,-10.03,-19.8,-7.53,0.26,12.7022295,-0.593,-0.012,"['RSI=34.2 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=-1.0%(買いシグナル)', '1ヶ月モメンタム -19.8%(強い下落)']",{}
105560.KS,150900.0,HOLD,-15,45.5,-412.609,155200.0,154897.57,28.7,-12.06,-0.72,1.8,0.49,7.9815207,0.168,0.152,"['RSI=45.5 中立', 'MACD デッドクロス(売りシグナル)']",{}
9999.HK,199.3,HOLD,20,62.9,0.394,187.85,182.15,86.4,5.79,8.57,9.35,0.59,12.081362,0.031,0.061,"['RSI=62.9 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)', 'BB上限付近 bb_pct=86.4%(売りシグナル)']",{}
9618.HK,108.3,HOLD,-15,35.4,-1.096,118.62,117.71,8.5,-6.48,-16.76,-0.74,0.5,6.588838,-0.507,0.049,"['RSI=35.4 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=8.5%(買いシグナル)', '1ヶ月モメンタム -16.8%(強い下落)']",{}
034020.KS,87300.0,SELL,-30,32.5,-2216.163,103905.0,108950.0,5.7,-8.68,-27.25,-17.41,0.46,86.46319,,0.137,"['RSI=32.5 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=5.7%(買いシグナル)', '1ヶ月モメンタム -27.2%(強い下落)']",{}
0857.HK,10.18,HOLD,-20,35.5,-0.078,10.74,10.9,0.9,-3.51,-6.78,-4.59,0.26,8.766277,0.019,-0.022,"['RSI=35.5 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=0.9%(買いシグナル)']",{}
012450.KS,1009000.0,HOLD,-10,25.4,-13971.078,1166700.0,1318960.0,12.1,-3.81,-21.54,-31.64,0.53,17.969849,2.849,0.049,"['RSI=25.4 売られすぎ(買いシグナル)', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=12.1%(買いシグナル)', '1ヶ月モメンタム -21.5%(強い下落)']",{}
086790.KS,115600.0,SELL,-30,46.2,-223.45,118160.0,118778.04,31.9,-6.47,-5.48,7.6,0.47,6.5859723,0.114,0.257,"['RSI=46.2 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)']",{}
000270.KS,153200.0,HOLD,-15,43.9,-1471.818,164150.0,158838.0,14.1,-4.9,-14.65,-1.28,0.47,6.4925795,-0.225,0.053,"['RSI=43.9 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=14.1%(買いシグナル)', '1ヶ月モメンタム -14.7%(強い下落)']",{}
2899.HK,28.76,HOLD,-10,29.5,-0.367,32.75,34.83,-6.3,-11.52,-21.65,-23.78,0.85,7.622462,0.957,0.248,"['RSI=29.5 売られすぎ(買いシグナル)', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=-6.3%(買いシグナル)', '1ヶ月モメンタム -21.6%(強い下落)']",{}
2628.HK,28.26,HOLD,-15,47.3,-0.134,28.71,28.07,34.8,0.93,-5.42,0.64,0.64,5.392527,-0.324,-0.152,"['RSI=47.3 中立', 'MACD デッドクロス(売りシグナル)']",{}
055550.KS,97500.0,HOLD,15,50.5,331.808,96455.0,96479.24,57.6,-9.3,2.42,9.14,0.41,7.5595593,0.14,0.066,"['RSI=50.5 中立', 'MACD ゴールデンクロス(買いシグナル)']",{}
068270.KS,164700.0,HOLD,-20,38.0,-1338.445,177122.14,185576.48,9.9,-3.91,-9.22,-13.53,0.31,23.01271,2.243,0.36,"['RSI=38.0 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=9.9%(買いシグナル)']",{}
3968.HK,48.44,HOLD,5,57.5,0.273,47.16,48.42,84.5,0.54,2.02,-1.66,0.23,6.689484,0.007,0.017,"['RSI=57.5 中立', 'MACD ゴールデンクロス(買いシグナル)', 'BB上限付近 bb_pct=84.5%(売りシグナル)']",{}
2388.HK,46.88,HOLD,-15,51.8,-0.247,47.33,45.3,33.8,-1.06,1.47,16.08,0.45,11.203786,-0.012,-0.027,"['RSI=51.8 中立', 'MACD デッドクロス(売りシグナル)']",{}
0016.HK,115.0,HOLD,-10,23.0,-1.82,129.75,134.21,7.3,-4.88,-19.75,-11.81,0.63,13.212727,0.362,0.32,"['RSI=23.0 売られすぎ(買いシグナル)', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=7.3%(買いシグナル)', '1ヶ月モメンタム -19.7%(強い下落)']",{}
035420.KS,222500.0,HOLD,25,47.9,469.403,225420.0,215168.0,47.6,-12.92,10.42,2.06,0.42,15.0403805,-0.322,0.163,"['RSI=47.9 中立', 'MACD ゴールデンクロス(買いシグナル)', '1ヶ月モメンタム +10.4%(強い上昇)']",{}
1088.HK,45.6,HOLD,15,49.5,0.106,45.19,45.96,59.1,-1.08,2.8,-5.86,0.28,13.369395,-0.122,0.012,"['RSI=49.5 中立', 'MACD ゴールデンクロス(買いシグナル)']",{}
1288.HK,5.87,HOLD,-15,51.8,-0.009,5.88,5.85,48.9,0.69,-3.61,17.31,0.43,5.853645,0.053,0.023,"['RSI=51.8 中立', 'MACD デッドクロス(売りシグナル)']",{}
1024.HK,45.68,HOLD,-25,46.2,-0.077,46.69,46.32,35.9,-2.52,-10.17,-22.77,0.56,8.7660475,-0.275,0.034,"['RSI=46.2 中立', 'MACD デッドクロス(売りシグナル)', '1ヶ月モメンタム -10.2%(強い下落)']",{}
028260.KS,414500.0,HOLD,-15,50.9,-6884.001,425275.0,358990.0,42.6,-9.99,-3.27,48.83,0.44,23.182034,0.152,0.075,"['RSI=50.9 中立', 'MACD デッドクロス(売りシグナル)']",{}
0001.HK,67.2,HOLD,-5,46.7,-0.608,69.14,65.98,16.3,-1.47,-6.13,18.05,0.45,10.03857,0.597,-0.028,"['RSI=46.7 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=16.3%(買いシグナル)']",{}
6160.HK,153.3,HOLD,-10,29.0,-1.957,172.82,179.8,-3.0,-5.95,-17.0,-10.19,0.37,25.489006,169.708,0.355,"['RSI=29.0 売られすぎ(買いシグナル)', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=-3.0%(買いシグナル)', '1ヶ月モメンタム -17.0%(強い下落)']",{}
