ticker,price,judgment,score,rsi,macd_diff,ma20,ma50,bb_pct,momentum_1w,momentum_1m,momentum_3m,vol_ratio,pe_ratio,eps_growth,revenue_growth,signals
9999.HK,182.4,HOLD,0,44.0,1.117,182.4,195.55,50.0,-2.41,0.13,-14.82,1.13,11.610169,-0.294,0.03,"['RSI=44.0 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 下降トレンド(売りシグナル)']"
9618.HK,108.6,HOLD,15,50.7,0.873,106.48,109.68,62.1,-2.6,1.02,-2.43,1.43,6.96461,,0.015,"['RSI=50.7 中立', 'MACD ゴールデンクロス(買いシグナル)']"
012450.KS,1257000.0,HOLD,-15,43.9,-20091.298,1358050.0,1281500.0,24.8,-9.96,1.7,43.35,0.12,21.652252,-0.601,0.745,"['RSI=43.9 中立', 'MACD デッドクロス(売りシグナル)']"
034020.KS,103000.0,BUY,30,52.9,269.746,101430.0,95798.0,56.1,-1.34,0.98,33.07,0.31,95.23162,,0.143,"['RSI=52.9 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)']"
0857.HK,10.91,BUY,30,69.0,0.006,10.24,9.36,86.5,2.73,14.0,34.86,0.95,10.278848,-0.042,0.023,"['RSI=69.0 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)', 'BB上限付近 bb_pct=86.5%(売りシグナル)', '1ヶ月モメンタム +14.0%(強い上昇)']"
086790.KS,107600.0,HOLD,-25,43.3,-864.024,114513.37,109160.96,24.2,-2.09,-15.74,17.73,0.13,6.414956,,0.829,"['RSI=43.3 中立', 'MACD デッドクロス(売りシグナル)', '1ヶ月モメンタム -15.7%(強い下落)']"
000270.KS,161300.0,HOLD,-15,47.1,-1313.982,171955.0,160898.0,31.6,-3.59,-6.6,33.31,0.13,6.7715583,-0.142,0.035,"['RSI=47.1 中立', 'MACD デッドクロス(売りシグナル)']"
055550.KS,92200.0,HOLD,-15,49.1,-147.374,94175.0,89436.75,38.2,1.1,-9.43,20.31,0.22,7.3863,0.35,0.216,"['RSI=49.1 中立', 'MACD デッドクロス(売りシグナル)']"
2899.HK,34.22,SELL,-40,30.7,-0.834,40.62,40.91,4.3,-7.46,-23.82,1.85,1.72,9.612651,0.814,0.295,"['RSI=30.7 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=4.3%(買いシグナル)', '1ヶ月モメンタム -23.8%(強い下落)', '出来高急増 1.7x(注目)']"
2628.HK,28.16,SELL,-40,37.0,-0.063,29.77,31.9,27.5,-0.98,-18.57,-2.22,0.69,6.4077883,0.914,0.497,"['RSI=37.0 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', '1ヶ月モメンタム -18.6%(強い下落)']"
3968.HK,48.84,HOLD,-15,48.1,-0.018,49.05,48.55,41.9,-2.32,-2.28,-2.16,1.12,6.8805165,0.028,0.546,"['RSI=48.1 中立', 'MACD デッドクロス(売りシグナル)']"
068270.KS,190300.0,SELL,-30,35.1,-2393.929,215160.0,216794.0,14.6,-7.62,-21.69,3.58,0.3,27.444489,1.287,0.251,"['RSI=35.1 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=14.6%(買いシグナル)', '1ヶ月モメンタム -21.7%(強い下落)']"
035420.KS,212500.0,SELL,-40,35.9,-270.108,229303.16,244912.08,22.6,-5.13,-15.96,-8.82,0.16,13.627158,-0.437,0.107,"['RSI=35.9 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', '1ヶ月モメンタム -16.0%(強い下落)']"
0016.HK,132.7,HOLD,-15,49.9,-1.529,137.21,125.91,21.8,0.23,-4.54,39.94,1.28,15.208471,0.362,0.32,"['RSI=49.9 中立', 'MACD デッドクロス(売りシグナル)']"
2388.HK,41.22,HOLD,-15,45.4,-0.184,42.23,41.48,28.1,0.68,-7.04,7.51,1.21,10.768982,0.105,0.104,"['RSI=45.4 中立', 'MACD デッドクロス(売りシグナル)']"
1088.HK,48.82,BUY,30,67.7,0.147,46.13,43.7,87.8,1.84,10.85,23.03,1.2,15.639524,-0.118,-0.131,"['RSI=67.7 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)', 'BB上限付近 bb_pct=87.8%(売りシグナル)', '1ヶ月モメンタム +10.9%(強い上昇)']"
1288.HK,5.37,HOLD,15,53.9,0.027,5.27,5.4,72.3,1.9,-3.24,-2.19,1.41,5.7795815,0.158,0.056,"['RSI=53.9 中立', 'MACD ゴールデンクロス(買いシグナル)']"
1024.HK,53.8,HOLD,-10,23.4,-0.253,60.99,69.7,-3.3,-10.33,-21.52,-18.85,1.4,8.640566,0.36,0.142,"['RSI=23.4 売られすぎ(買いシグナル)', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=-3.3%(買いシグナル)', '1ヶ月モメンタム -21.5%(強い下落)']"
6160.HK,169.0,SELL,-40,33.5,-0.978,184.16,196.79,24.6,-3.32,-21.98,-8.7,0.76,27.337486,,0.328,"['RSI=33.5 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', '1ヶ月モメンタム -22.0%(強い下落)']"
0001.HK,60.3,SELL,-40,47.5,-0.097,61.07,61.75,40.0,2.29,-6.15,10.24,2.78,9.151074,0.597,-0.028,"['RSI=47.5 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', '出来高急増 2.8x(注目)']"
028260.KS,278500.0,HOLD,-25,43.8,-1228.047,300250.0,299300.0,30.9,-0.36,-16.11,13.16,0.17,16.257746,0.68,0.084,"['RSI=43.8 中立', 'MACD デッドクロス(売りシグナル)', '1ヶ月モメンタム -16.1%(強い下落)']"
9987.HK,419.6,HOLD,-15,52.0,-0.593,420.02,406.8,48.8,0.24,-0.97,11.91,0.86,16.770596,0.343,0.088,"['RSI=52.0 中立', 'MACD デッドクロス(売りシグナル)']"
012330.KS,377000.0,SELL,-30,39.5,-4823.743,428904.36,432808.25,14.8,-7.53,-14.38,4.08,0.17,6.9988637,-0.394,0.047,"['RSI=39.5 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=14.8%(買いシグナル)', '1ヶ月モメンタム -14.4%(強い下落)']"
0669.HK,107.2,HOLD,-15,35.4,-2.051,118.03,111.21,6.9,-3.68,-13.48,16.78,0.76,15.233256,0.001,0.016,"['RSI=35.4 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=6.9%(買いシグナル)', '1ヶ月モメンタム -13.5%(強い下落)']"
006400.KS,380500.0,HOLD,-15,47.2,-3701.38,403200.0,371460.0,26.7,-2.19,-2.81,36.14,0.13,26.832129,,0.028,"['RSI=47.2 中立', 'MACD デッドクロス(売りシグナル)']"
600519.SS,1445.0,BUY,30,51.6,3.216,1437.49,1427.63,55.6,-1.04,-2.71,2.55,0.72,18.734093,0.008,0.006,"['RSI=51.6 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)']"
009150.KS,432500.0,BUY,30,57.1,497.47,426000.0,346340.0,55.1,-3.14,1.41,72.51,0.17,21.831924,0.157,0.164,"['RSI=57.1 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)']"
005490.KS,331000.0,HOLD,-25,42.5,-2699.81,357507.84,354424.83,26.0,-3.36,-14.16,10.1,0.3,10.9085655,,-0.054,"['RSI=42.5 中立', 'MACD デッドクロス(売りシグナル)', '1ヶ月モメンタム -14.2%(強い下落)']"
2269.HK,33.82,SELL,-30,38.0,-0.308,36.81,37.81,19.2,-2.98,-18.86,-1.0,1.07,21.836935,0.584,0.161,"['RSI=38.0 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=19.2%(買いシグナル)', '1ヶ月モメンタム -18.9%(強い下落)']"
6869.HK,153.8,HOLD,10,57.3,-3.309,149.34,104.91,58.7,-3.75,20.44,197.2,1.03,75.12848,-0.115,0.163,"['RSI=57.3 中立', 'MACD デッドクロス(売りシグナル)', 'MA 上昇トレンド(買いシグナル)', '1ヶ月モメンタム +20.4%(強い上昇)']"
1801.HK,81.05,SELL,-40,44.8,-0.082,83.54,84.65,31.6,-3.63,-11.9,-2.64,0.74,36.686672,,0.506,"['RSI=44.8 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', '1ヶ月モメンタム -11.9%(強い下落)']"
0002.HK,73.6,HOLD,0,51.4,-0.029,73.52,73.02,52.2,0.68,-3.21,8.81,1.15,15.690688,-0.164,-0.037,"['RSI=51.4 中立', 'MACD デッドクロス(売りシグナル)', 'MA 上昇トレンド(買いシグナル)']"
316140.KS,32350.0,HOLD,-25,45.7,-248.336,34169.64,32107.38,31.3,-0.77,-18.13,18.89,0.15,6.5872235,-0.238,0.057,"['RSI=45.7 中立', 'MACD デッドクロス(売りシグナル)', '1ヶ月モメンタム -18.1%(強い下落)']"
267260.KS,913000.0,HOLD,-25,46.2,-6234.954,972868.29,928401.42,26.2,-1.93,-14.01,13.69,0.14,27.565186,0.896,0.426,"['RSI=46.2 中立', 'MACD デッドクロス(売りシグナル)', '1ヶ月モメンタム -14.0%(強い下落)']"
010140.KS,26550.0,HOLD,-20,42.2,-133.159,28425.0,28731.0,18.5,-8.92,-9.23,4.53,0.37,14.569673,,0.051,"['RSI=42.2 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=18.5%(買いシグナル)']"
0020.HK,2.0,SELL,-30,33.1,-0.031,2.28,2.4,16.7,-2.91,-27.8,6.38,0.52,-87.89592,,0.356,"['RSI=33.1 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=16.7%(買いシグナル)', '1ヶ月モメンタム -27.8%(強い下落)']"
9992.HK,209.6,SELL,-40,43.6,-0.056,216.18,218.89,36.5,0.38,-15.62,8.66,1.0,14.5148945,3.955,2.044,"['RSI=43.6 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', '1ヶ月モメンタム -15.6%(強い下落)']"
0386.HK,4.68,HOLD,-10,30.0,-0.068,5.14,5.15,12.6,-1.89,-14.29,3.31,0.72,8.949069,0.045,-0.109,"['RSI=30.0 売られすぎ(買いシグナル)', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=12.6%(買いシグナル)', '1ヶ月モメンタム -14.3%(強い下落)']"
2328.HK,15.23,SELL,-40,39.0,-0.019,15.82,16.07,15.4,-3.36,-10.04,-8.58,1.51,7.00463,0.323,0.071,"['RSI=39.0 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=15.4%(買いシグナル)', '1ヶ月モメンタム -10.0%(強い下落)', '出来高急増 1.5x(注目)']"
207940.KS,1539000.0,SELL,-30,39.0,-2653.064,1637550.0,1733560.0,15.9,-3.02,-10.37,-11.19,0.13,33.079453,,,"['RSI=39.0 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=15.9%(買いシグナル)', '1ヶ月モメンタム -10.4%(強い下落)']"
329180.KS,518500.0,SELL,-30,37.2,-5039.724,577371.46,581358.91,-8.2,-11.67,-14.0,0.19,0.26,16.639174,4.967,0.224,"['RSI=37.2 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=-8.2%(買いシグナル)', '1ヶ月モメンタム -14.0%(強い下落)']"
0175.HK,19.52,BUY,40,69.6,0.333,16.9,16.81,104.1,8.32,13.55,15.09,2.61,7.8355217,0.009,0.458,"['RSI=69.6 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)', 'BB上限付近 bb_pct=104.1%(売りシグナル)', '1ヶ月モメンタム +13.6%(強い上昇)', '出来高急増 2.6x(注目)']"
032830.KS,216500.0,HOLD,-15,51.3,-727.34,221475.0,198234.0,39.8,-0.23,-6.68,44.39,0.15,14.707277,1.87,0.294,"['RSI=51.3 中立', 'MACD デッドクロス(売りシグナル)']"
2020.HK,76.65,HOLD,-15,38.2,-0.431,80.79,80.68,15.0,-2.23,-10.92,-5.95,1.25,13.261989,-0.074,0.143,"['RSI=38.2 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=15.0%(買いシグナル)', '1ヶ月モメンタム -10.9%(強い下落)']"
1378.HK,34.5,HOLD,-5,40.3,-0.472,37.45,36.61,1.5,-10.9,-7.51,8.83,1.01,8.533344,-0.231,-0.015,"['RSI=40.3 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=1.5%(買いシグナル)']"
0823.HK,36.24,HOLD,-5,42.4,-0.246,37.64,36.37,-2.6,-1.31,-3.87,3.6,1.21,14.349976,,0.051,"['RSI=42.4 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=-2.6%(買いシグナル)']"
9868.HK,71.6,HOLD,15,48.0,0.611,71.2,72.87,51.9,-8.5,3.02,-6.59,1.33,16.785841,,0.382,"['RSI=48.0 中立', 'MACD ゴールデンクロス(買いシグナル)']"
9866.HK,46.52,BUY,30,68.4,0.768,41.77,39.25,80.5,-1.11,13.19,18.37,0.62,44.444763,,0.759,"['RSI=68.4 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)', 'BB上限付近 bb_pct=80.5%(売りシグナル)', '1ヶ月モメンタム +13.2%(強い上昇)']"
1109.HK,29.38,HOLD,-5,40.1,-0.187,30.83,30.41,7.4,-3.74,-8.76,7.3,0.76,7.8675213,0.162,0.199,"['RSI=40.1 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=7.4%(買いシグナル)']"
2057.HK,193.8,HOLD,20,59.6,0.74,187.08,181.49,80.5,3.86,-0.67,16.26,0.88,11.580459,7.907,0.123,"['RSI=59.6 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)', 'BB上限付近 bb_pct=80.5%(売りシグナル)']"
373220.KS,360500.0,SELL,-30,42.5,-728.211,383200.0,390890.0,25.2,-5.26,-8.96,-4.88,0.17,37.794937,,,"['RSI=42.5 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)']"
2601.HK,33.36,HOLD,-10,38.0,0.026,34.66,36.98,25.2,-2.0,-13.08,-6.24,0.68,5.815139,0.353,0.546,"['RSI=38.0 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 下降トレンド(売りシグナル)', '1ヶ月モメンタム -13.1%(強い下落)']"
9633.HK,42.66,SELL,-30,35.2,-0.157,45.06,47.31,14.2,-3.05,-11.57,-10.19,0.96,24.800846,0.221,0.156,"['RSI=35.2 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=14.2%(買いシグナル)', '1ヶ月モメンタム -11.6%(強い下落)']"
2423.HK,41.42,HOLD,-20,38.1,-0.055,43.54,45.74,1.0,-7.0,-7.96,-0.72,1.45,15.527605,-0.837,-0.287,"['RSI=38.1 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=1.0%(買いシグナル)']"
033780.KS,153600.0,HOLD,-25,45.1,-730.333,159012.16,153386.24,30.4,-1.22,-10.69,7.45,0.12,12.315598,-0.127,0.101,"['RSI=45.1 中立', 'MACD デッドクロス(売りシグナル)', '1ヶ月モメンタム -10.7%(強い下落)']"
051910.KS,295000.0,SELL,-40,42.9,-2310.993,327750.0,328130.0,26.3,-4.07,-11.28,-12.85,0.1,11.959478,,,"['RSI=42.9 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', '1ヶ月モメンタム -11.3%(強い下落)']"
042660.KS,121100.0,SELL,-30,40.6,-614.358,131960.0,136172.0,19.7,-8.74,-17.73,10.59,0.16,20.92993,0.51,0.021,"['RSI=40.6 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=19.7%(買いシグナル)', '1ヶ月モメンタム -17.7%(強い下落)']"
086520.KS,150900.0,HOLD,-25,48.0,-3007.003,161655.0,142388.0,28.6,3.43,-11.91,53.35,0.31,,,,"['RSI=48.0 中立', 'MACD デッドクロス(売りシグナル)', '1ヶ月モメンタム -11.9%(強い下落)']"
1113.HK,45.68,HOLD,-15,45.1,-0.299,47.31,45.8,8.0,-1.21,-3.71,13.8,2.34,12.362953,-0.075,0.384,"['RSI=45.1 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=8.0%(買いシグナル)', '出来高急増 2.3x(注目)']"
035720.KS,48050.0,SELL,-40,36.2,-194.616,52979.66,56454.45,20.6,-6.34,-17.18,-17.32,0.13,27.547678,,0.09,"['RSI=36.2 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', '1ヶ月モメンタム -17.2%(強い下落)']"
0006.HK,61.8,HOLD,-25,50.9,-0.224,62.32,60.6,32.3,0.98,-0.32,14.23,1.72,18.705845,0.026,-0.099,"['RSI=50.9 中立', 'MACD デッドクロス(売りシグナル)', '出来高急増 1.7x(注目)']"
196170.KS,353500.0,HOLD,-10,41.4,23.473,375125.0,406150.0,25.4,-0.42,-12.06,-17.91,0.63,,,,"['RSI=41.4 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 下降トレンド(売りシグナル)', '1ヶ月モメンタム -12.1%(強い下落)']"
2015.HK,66.8,HOLD,-15,45.1,-0.294,68.7,67.83,27.3,-4.43,-8.3,2.06,0.98,21.570345,-0.998,-0.35,"['RSI=45.1 中立', 'MACD デッドクロス(売りシグナル)']"
047810.KS,172900.0,HOLD,-15,46.9,-1204.936,182905.0,170626.0,24.4,-14.41,-1.54,58.92,0.17,32.83709,4.13,0.34,"['RSI=46.9 中立', 'MACD デッドクロス(売りシグナル)']"
009540.KS,380500.0,HOLD,-15,39.5,-2957.847,420965.35,416883.06,7.5,-9.4,-17.79,-7.83,0.23,6.7182407,3.193,0.214,"['RSI=39.5 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=7.5%(買いシグナル)', '1ヶ月モメンタム -17.8%(強い下落)']"
006800.KS,63100.0,HOLD,-15,51.1,-1451.118,67290.11,51164.85,22.8,-8.68,-6.53,181.23,0.15,19.79853,,13.817,"['RSI=51.1 中立', 'MACD デッドクロス(売りシグナル)']"
010120.KS,839000.0,BUY,30,63.8,9518.013,754357.57,640139.43,83.2,10.1,16.67,78.84,0.22,41.863976,0.328,0.121,"['RSI=63.8 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)', 'BB上限付近 bb_pct=83.2%(売りシグナル)', '1ヶ月モメンタム +16.7%(強い上昇)']"
000810.KS,458000.0,SELL,-30,39.8,-3911.138,499700.0,504280.0,17.3,-4.08,-18.94,-6.15,0.13,8.083798,-0.09,-0.025,"['RSI=39.8 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=17.3%(買いシグナル)', '1ヶ月モメンタム -18.9%(強い下落)']"
0003.HK,7.34,HOLD,-15,44.6,-0.029,7.5,7.42,19.9,0.0,-4.55,3.53,1.79,20.858198,0.021,-0.042,"['RSI=44.6 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=19.9%(買いシグナル)', '出来高急増 1.8x(注目)']"
0992.HK,9.24,HOLD,-5,46.6,-0.02,9.45,9.2,17.0,-3.14,-1.39,-0.43,0.99,8.231507,-0.271,0.181,"['RSI=46.6 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=17.0%(買いシグナル)']"
298040.KS,2605000.0,HOLD,15,52.7,121.607,2615200.0,2426240.0,48.3,2.32,-5.07,41.41,0.15,22.903646,0.922,0.109,"['RSI=52.7 中立', 'MACD ゴールデンクロス(買いシグナル)']"
064350.KS,170100.0,SELL,-30,33.9,-4658.308,208555.0,212112.0,-0.0,-11.82,-23.21,-5.13,0.18,12.78385,0.532,0.128,"['RSI=33.9 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=-0.0%(買いシグナル)', '1ヶ月モメンタム -23.2%(強い下落)']"
042700.KS,299500.0,HOLD,10,57.9,-3786.846,290176.87,227830.47,56.1,-0.5,47.27,158.1,0.09,57.486053,-0.482,-0.445,"['RSI=57.9 中立', 'MACD デッドクロス(売りシグナル)', 'MA 上昇トレンド(買いシグナル)', '1ヶ月モメンタム +47.3%(強い上昇)']"
1347.HK,88.4,HOLD,-10,43.9,0.005,92.53,98.42,28.7,-6.46,-10.16,30.48,0.75,73.29281,,0.224,"['RSI=43.9 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 下降トレンド(売りシグナル)', '1ヶ月モメンタム -10.2%(強い下落)']"
1093.HK,8.8,SELL,-40,41.5,-0.035,9.31,9.62,24.1,-2.55,-17.06,7.32,0.82,14.658605,0.303,0.034,"['RSI=41.5 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', '1ヶ月モメンタム -17.1%(強い下落)']"
3993.HK,17.19,HOLD,-10,28.0,-0.517,21.27,21.89,8.6,-6.58,-27.89,-8.42,1.04,10.939816,0.842,-0.024,"['RSI=28.0 売られすぎ(買いシグナル)', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=8.6%(買いシグナル)', '1ヶ月モメンタム -27.9%(強い下落)']"
0288.HK,9.46,HOLD,-15,45.9,-0.057,9.75,9.38,18.3,-2.27,-4.92,4.99,1.74,9.716104,0.005,0.089,"['RSI=45.9 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=18.3%(買いシグナル)', '出来高急増 1.7x(注目)']"
