ticker,price,judgment,score,rsi,macd_diff,ma20,ma50,bb_pct,momentum_1w,momentum_1m,momentum_3m,vol_ratio,pe_ratio,eps_growth,revenue_growth,signals
0388.HK,379.2,HOLD,-20,31.5,-1.753,403.34,411.78,-35.8,-6.23,-6.86,-5.35,1.48,25.030067,0.151,0.138,"['RSI=31.5 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=-35.8%(買いシグナル)']"
1398.HK,6.37,HOLD,15,47.0,0.012,6.41,6.39,39.1,-2.6,-1.24,3.92,0.98,5.5114484,0.08,0.058,"['RSI=47.0 中立', 'MACD ゴールデンクロス(買いシグナル)']"
2318.HK,57.35,HOLD,-20,25.5,-0.448,64.33,67.94,-6.7,-9.11,-17.84,-12.11,1.57,6.1398673,0.46,0.355,"['RSI=25.5 売られすぎ(買いシグナル)', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=-6.7%(買いシグナル)', '1ヶ月モメンタム -17.8%(強い下落)', '出来高急増 1.6x(注目)']"
1211.HK,102.2,BUY,40,56.5,0.633,98.7,97.6,75.0,-2.2,2.87,9.01,1.66,18.182552,-0.36,-0.031,"['RSI=56.5 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)', '出来高急増 1.7x(注目)']"
3988.HK,4.61,BUY,30,51.2,0.013,4.58,4.58,58.3,-0.86,-1.71,4.77,0.99,5.537413,-0.053,0.028,"['RSI=51.2 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)']"
402340.KS,557000.0,HOLD,-15,49.3,-2235.647,582300.0,527710.0,35.8,-5.11,-3.97,91.74,1.29,3.5080717,,1.081,"['RSI=49.3 中立', 'MACD デッドクロス(売りシグナル)']"
9961.HK,389.0,HOLD,10,36.0,2.344,406.41,453.25,2.5,-5.4,-4.38,-32.35,0.72,10.358429,0.978,0.208,"['RSI=36.0 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=2.5%(買いシグナル)']"
9888.HK,108.6,SELL,-30,30.2,-0.186,120.02,135.13,-11.4,-8.89,-16.27,-9.73,0.73,11.676064,-0.81,-0.041,"['RSI=30.2 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=-11.4%(買いシグナル)', '1ヶ月モメンタム -16.3%(強い下落)']"
105560.KS,145300.0,HOLD,-25,44.7,-769.643,153024.25,144887.11,25.6,-3.58,-13.04,17.18,0.84,7.6995726,0.089,0.318,"['RSI=44.7 中立', 'MACD デッドクロス(売りシグナル)', '1ヶ月モメンタム -13.0%(強い下落)']"
9618.HK,103.6,HOLD,0,41.4,0.319,106.29,109.47,34.8,-7.58,-2.54,-7.75,0.84,6.6439557,,0.015,"['RSI=41.4 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 下降トレンド(売りシグナル)']"
9999.HK,175.6,HOLD,10,37.4,0.474,182.08,194.62,10.4,-6.0,-1.99,-17.92,0.39,11.177335,-0.294,0.03,"['RSI=37.4 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=10.4%(買いシグナル)']"
034020.KS,100700.0,HOLD,15,50.6,122.965,101315.0,95752.0,47.6,-3.54,-1.27,30.1,0.93,93.105095,,0.143,"['RSI=50.6 中立', 'MACD ゴールデンクロス(買いシグナル)']"
0857.HK,10.71,HOLD,10,63.3,-0.006,10.3,9.41,73.3,1.23,12.03,32.55,0.88,10.090418,-0.042,0.023,"['RSI=63.3 中立', 'MACD デッドクロス(売りシグナル)', 'MA 上昇トレンド(買いシグナル)', '1ヶ月モメンタム +12.0%(強い上昇)']"
012450.KS,1278000.0,HOLD,-15,45.4,-18751.127,1359100.0,1281920.0,29.5,-8.45,3.4,45.74,0.6,22.013985,-0.601,0.745,"['RSI=45.4 中立', 'MACD デッドクロス(売りシグナル)']"
086790.KS,106000.0,HOLD,-15,41.5,-966.132,114433.37,109128.96,18.9,-3.55,-16.99,15.98,0.81,6.3195662,,0.829,"['RSI=41.5 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=18.9%(買いシグナル)', '1ヶ月モメンタム -17.0%(強い下落)']"
000270.KS,161700.0,HOLD,-15,47.3,-1288.455,171975.0,160906.0,32.2,-3.35,-6.37,33.64,0.76,6.7883506,-0.142,0.035,"['RSI=47.3 中立', 'MACD デッドクロス(売りシグナル)']"
2899.HK,32.08,HOLD,-20,26.6,-0.943,39.98,40.79,-1.8,-13.16,-27.12,-9.33,1.69,9.011509,0.814,0.295,"['RSI=26.6 売られすぎ(買いシグナル)', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=-1.8%(買いシグナル)', '1ヶ月モメンタム -27.1%(強い下落)', '出来高急増 1.7x(注目)']"
2628.HK,25.62,HOLD,-20,27.6,-0.198,29.32,31.78,-6.1,-10.98,-21.12,-10.04,1.54,5.8298135,0.914,0.497,"['RSI=27.6 売られすぎ(買いシグナル)', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=-6.1%(買いシグナル)', '1ヶ月モメンタム -21.1%(強い下落)', '出来高急増 1.5x(注目)']"
055550.KS,89900.0,HOLD,-25,45.6,-294.154,94060.0,89390.75,25.5,-1.43,-11.69,17.31,1.03,7.202043,0.35,0.216,"['RSI=45.6 中立', 'MACD デッドクロス(売りシグナル)', '1ヶ月モメンタム -11.7%(強い下落)']"
068270.KS,188300.0,SELL,-30,34.2,-2521.564,215060.0,216754.0,12.3,-8.59,-22.51,2.49,1.23,27.156054,1.287,0.251,"['RSI=34.2 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=12.3%(買いシグナル)', '1ヶ月モメンタム -22.5%(強い下落)']"
3968.HK,47.06,HOLD,-5,35.3,-0.16,48.91,48.49,-11.2,-5.8,-4.66,-5.63,0.64,6.6297526,0.028,0.546,"['RSI=35.3 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=-11.2%(買いシグナル)']"
2388.HK,40.02,HOLD,-5,38.0,-0.235,42.01,41.49,6.4,-3.38,-7.66,2.67,0.67,10.455474,0.105,0.104,"['RSI=38.0 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=6.4%(買いシグナル)']"
035420.KS,209000.0,SELL,-30,34.3,-493.47,229128.16,244842.08,17.6,-6.7,-17.34,-10.32,0.76,13.371249,-0.437,0.107,"['RSI=34.3 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=17.6%(買いシグナル)', '1ヶ月モメンタム -17.3%(強い下落)']"
0016.HK,125.5,HOLD,-5,41.1,-1.92,136.54,126.44,-8.4,-5.92,-9.27,32.27,0.61,14.383295,0.362,0.32,"['RSI=41.1 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=-8.4%(買いシグナル)']"
1288.HK,5.19,HOLD,0,42.6,0.018,5.25,5.4,32.8,-2.44,-4.95,-5.81,0.62,5.5858526,0.158,0.056,"['RSI=42.6 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 下降トレンド(売りシグナル)']"
6160.HK,159.7,HOLD,-10,28.2,-1.376,181.31,196.01,11.0,-7.9,-26.74,-14.42,0.74,25.833115,,0.328,"['RSI=28.2 売られすぎ(買いシグナル)', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=11.0%(買いシグナル)', '1ヶ月モメンタム -26.7%(強い下落)']"
1088.HK,48.62,BUY,30,66.1,0.115,46.36,43.87,81.6,3.05,10.75,23.28,1.31,15.575455,-0.118,-0.131,"['RSI=66.1 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)', 'BB上限付近 bb_pct=81.6%(売りシグナル)', '1ヶ月モメンタム +10.8%(強い上昇)']"
1024.HK,51.15,HOLD,-10,20.2,-0.5,60.12,69.25,-13.2,-14.54,-23.26,-23.31,0.89,8.214962,0.36,0.142,"['RSI=20.2 売られすぎ(買いシグナル)', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=-13.2%(買いシグナル)', '1ヶ月モメンタム -23.3%(強い下落)']"
028260.KS,274500.0,HOLD,-25,42.6,-1483.318,300050.0,299220.0,27.7,-1.79,-17.32,11.54,0.83,16.02424,0.68,0.084,"['RSI=42.6 中立', 'MACD デッドクロス(売りシグナル)', '1ヶ月モメンタム -17.3%(強い下落)']"
9987.HK,402.2,HOLD,-5,42.5,-1.716,418.95,407.32,7.1,-5.81,-7.43,7.1,0.55,16.075151,0.343,0.088,"['RSI=42.5 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=7.1%(買いシグナル)']"
0001.HK,57.45,HOLD,-20,38.8,-0.215,60.73,61.8,7.5,-2.79,-8.15,5.41,0.77,8.718561,0.597,-0.028,"['RSI=38.8 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=7.5%(買いシグナル)']"
012330.KS,381000.0,SELL,-30,40.2,-4568.472,429104.36,432888.25,17.1,-6.55,-13.47,5.18,0.73,7.073122,-0.394,0.047,"['RSI=40.2 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=17.1%(買いシグナル)', '1ヶ月モメンタム -13.5%(強い下落)']"
0669.HK,102.5,HOLD,5,29.5,-2.237,116.96,111.35,-1.9,-7.57,-16.94,12.82,0.39,14.565381,0.001,0.016,"['RSI=29.5 売られすぎ(買いシグナル)', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=-1.9%(買いシグナル)', '1ヶ月モメンタム -16.9%(強い下落)']"
006400.KS,376500.0,HOLD,-15,46.3,-3956.651,403000.0,371380.0,23.1,-3.21,-3.83,34.7,0.55,26.396334,,0.028,"['RSI=46.3 中立', 'MACD デッドクロス(売りシグナル)']"
600519.SS,1401.0,HOLD,-15,42.9,-0.204,1433.28,1428.11,25.1,-5.66,-4.49,-0.43,1.2,18.161438,0.008,0.006,"['RSI=42.9 中立', 'MACD デッドクロス(売りシグナル)']"
009150.KS,427500.0,BUY,30,56.0,178.381,425750.0,346240.0,51.4,-4.26,0.23,70.52,0.68,21.604507,0.157,0.164,"['RSI=56.0 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)']"
2269.HK,31.84,SELL,-30,32.2,-0.411,36.31,37.72,3.0,-8.87,-21.81,-3.92,1.02,20.558485,0.584,0.161,"['RSI=32.2 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=3.0%(買いシグナル)', '1ヶ月モメンタム -21.8%(強い下落)']"
005490.KS,325000.0,HOLD,-25,40.8,-3082.716,357207.84,354304.83,21.2,-5.11,-15.72,8.1,0.93,10.710827,,-0.054,"['RSI=40.8 中立', 'MACD デッドクロス(売りシグナル)', '1ヶ月モメンタム -15.7%(強い下落)']"
6869.HK,144.8,HOLD,-5,53.3,-3.813,150.2,106.76,38.7,3.43,12.07,151.61,0.57,70.73214,-0.115,0.163,"['RSI=53.3 中立', 'MACD デッドクロス(売りシグナル)', '1ヶ月モメンタム +12.1%(強い上昇)']"
1801.HK,76.15,SELL,-30,37.3,-0.459,82.74,84.39,-2.3,-9.35,-14.0,-6.91,0.93,34.468723,,0.506,"['RSI=37.3 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=-2.3%(買いシグナル)', '1ヶ月モメンタム -14.0%(強い下落)']"
0002.HK,72.2,HOLD,-5,43.3,-0.118,73.32,73.08,14.2,-1.7,-4.56,6.5,0.54,15.392224,-0.164,-0.037,"['RSI=43.3 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=14.2%(買いシグナル)']"
267260.KS,913000.0,HOLD,-25,46.2,-6234.954,972868.29,928401.42,26.2,-1.93,-14.01,13.69,0.8,27.565186,0.896,0.426,"['RSI=46.2 中立', 'MACD デッドクロス(売りシグナル)', '1ヶ月モメンタム -14.0%(強い下落)']"
316140.KS,31700.0,HOLD,-25,43.3,-289.817,34137.14,32094.38,25.2,-2.76,-19.78,16.5,0.74,6.4548683,-0.238,0.057,"['RSI=43.3 中立', 'MACD デッドクロス(売りシグナル)', '1ヶ月モメンタム -19.8%(強い下落)']"
010140.KS,26000.0,SELL,-30,40.5,-168.259,28397.5,28720.0,10.8,-10.81,-11.11,2.36,1.23,14.267853,,0.051,"['RSI=40.5 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=10.8%(買いシグナル)', '1ヶ月モメンタム -11.1%(強い下落)']"
9992.HK,198.6,SELL,-30,36.9,-0.729,213.69,218.85,13.3,-7.8,-15.06,-1.59,1.17,13.7531395,3.955,2.044,"['RSI=36.9 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=13.3%(買いシグナル)', '1ヶ月モメンタム -15.1%(強い下落)']"
0020.HK,1.85,HOLD,-10,27.7,-0.037,2.23,2.39,1.1,-10.19,-29.12,-9.31,0.72,-81.30373,,0.356,"['RSI=27.7 売られすぎ(買いシグナル)', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=1.1%(買いシグナル)', '1ヶ月モメンタム -29.1%(強い下落)']"
0386.HK,4.49,HOLD,-10,25.0,-0.072,5.09,5.14,4.2,-6.07,-18.66,-0.44,0.83,8.585752,0.045,-0.109,"['RSI=25.0 売られすぎ(買いシグナル)', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=4.2%(買いシグナル)', '1ヶ月モメンタム -18.7%(強い下落)']"
2328.HK,14.57,SELL,-30,31.6,-0.071,15.71,16.02,-15.4,-6.84,-11.75,-12.65,0.92,6.701081,0.323,0.071,"['RSI=31.6 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=-15.4%(買いシグナル)', '1ヶ月モメンタム -11.8%(強い下落)']"
329180.KS,502000.0,SELL,-30,34.7,-6092.716,576546.46,581028.91,-18.1,-14.48,-16.74,-3.0,1.15,16.109673,4.967,0.224,"['RSI=34.7 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=-18.1%(買いシグナル)', '1ヶ月モメンタム -16.7%(強い下落)']"
207940.KS,1523000.0,SELL,-30,37.9,-3674.147,1636750.0,1733240.0,11.2,-4.03,-11.3,-12.12,0.63,32.735546,,,"['RSI=37.9 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=11.2%(買いシグナル)', '1ヶ月モメンタム -11.3%(強い下落)']"
0175.HK,19.87,HOLD,20,71.2,0.367,17.04,16.85,101.6,5.47,18.27,17.37,2.13,7.976015,0.009,0.458,"['RSI=71.2 買われすぎ(売りシグナル)', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)', 'BB上限付近 bb_pct=101.6%(売りシグナル)', '1ヶ月モメンタム +18.3%(強い上昇)', '出来高急増 2.1x(注目)']"
032830.KS,217500.0,HOLD,-15,51.7,-663.522,221525.0,198254.0,41.7,0.23,-6.25,45.05,0.94,14.775209,1.87,0.294,"['RSI=51.7 中立', 'MACD デッドクロス(売りシグナル)']"
2020.HK,75.1,SELL,-30,34.6,-0.523,80.24,80.55,6.4,-5.71,-11.18,-8.69,0.77,12.993807,-0.074,0.143,"['RSI=34.6 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=6.4%(買いシグナル)', '1ヶ月モメンタム -11.2%(強い下落)']"
0823.HK,35.32,HOLD,-5,36.2,-0.313,37.52,36.38,-15.9,-4.49,-6.86,1.85,0.74,13.985682,,0.051,"['RSI=36.2 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=-15.9%(買いシグナル)']"
1378.HK,31.18,HOLD,-25,32.0,-0.755,37.14,36.53,-23.0,-16.76,-13.44,-2.74,2.67,7.7055483,-0.231,-0.015,"['RSI=32.0 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=-23.0%(買いシグナル)', '1ヶ月モメンタム -13.4%(強い下落)', '出来高急増 2.7x(注目)']"
9868.HK,70.5,HOLD,0,45.8,0.203,71.25,72.71,46.3,-9.85,-0.21,-8.62,1.21,16.847914,,0.382,"['RSI=45.8 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 下降トレンド(売りシグナル)']"
1109.HK,28.42,HOLD,-15,34.4,-0.26,30.64,30.39,-9.0,-8.62,-10.8,3.05,1.07,7.610448,0.162,0.199,"['RSI=34.4 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=-9.0%(買いシグナル)', '1ヶ月モメンタム -10.8%(強い下落)']"
9866.HK,43.58,BUY,30,55.2,0.433,41.9,39.37,60.8,-7.9,4.41,11.74,1.01,41.635918,,0.759,"['RSI=55.2 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)']"
373220.KS,356000.0,SELL,-40,41.3,-1015.39,382975.0,390800.0,20.8,-6.44,-10.1,-6.07,0.77,37.323154,,,"['RSI=41.3 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', '1ヶ月モメンタム -10.1%(強い下落)']"
2601.HK,31.12,HOLD,-10,29.3,-0.124,34.3,36.82,-14.4,-9.74,-15.07,-13.56,1.28,5.424674,0.353,0.546,"['RSI=29.3 売られすぎ(買いシグナル)', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=-14.4%(買いシグナル)', '1ヶ月モメンタム -15.1%(強い下落)']"
2057.HK,188.0,BUY,30,52.2,0.38,186.73,181.85,56.1,2.84,-2.03,13.87,0.83,11.233882,7.907,0.123,"['RSI=52.2 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)']"
9633.HK,40.8,HOLD,-10,29.3,-0.252,44.68,47.17,-5.5,-5.9,-13.6,-15.28,0.87,23.719515,0.221,0.156,"['RSI=29.3 売られすぎ(買いシグナル)', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=-5.5%(買いシグナル)', '1ヶ月モメンタム -13.6%(強い下落)']"
2423.HK,38.98,SELL,-30,31.6,-0.272,43.23,45.62,-25.2,-10.92,-11.45,-6.25,1.23,14.612894,-0.837,-0.287,"['RSI=31.6 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=-25.2%(買いシグナル)', '1ヶ月モメンタム -11.4%(強い下落)']"
051910.KS,290000.0,SELL,-40,41.8,-2630.081,327500.0,328030.0,23.1,-5.69,-12.78,-14.33,0.57,11.756776,,,"['RSI=41.8 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', '1ヶ月モメンタム -12.8%(強い下落)']"
042660.KS,118900.0,SELL,-30,39.2,-754.757,131850.0,136128.0,14.4,-10.4,-19.23,8.58,0.54,20.5497,0.51,0.021,"['RSI=39.2 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=14.4%(買いシグナル)', '1ヶ月モメンタム -19.2%(強い下落)']"
033780.KS,151800.0,HOLD,-25,42.8,-845.205,158922.16,153350.24,24.5,-2.38,-11.73,6.19,0.75,12.171274,-0.127,0.101,"['RSI=42.8 中立', 'MACD デッドクロス(売りシグナル)', '1ヶ月モメンタム -11.7%(強い下落)']"
1113.HK,43.84,HOLD,-5,38.0,-0.435,47.13,45.85,-16.8,-6.4,-7.74,9.55,0.77,11.864971,-0.075,0.384,"['RSI=38.0 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=-16.8%(買いシグナル)']"
086520.KS,150900.0,HOLD,-25,48.0,-3007.003,161655.0,142388.0,28.6,3.43,-11.91,53.35,0.31,,,,"['RSI=48.0 中立', 'MACD デッドクロス(売りシグナル)', '1ヶ月モメンタム -11.9%(強い下落)']"
196170.KS,353500.0,HOLD,-10,41.4,23.473,375125.0,406150.0,25.4,-0.42,-12.06,-17.91,0.63,,,,"['RSI=41.4 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 下降トレンド(売りシグナル)', '1ヶ月モメンタム -12.1%(強い下落)']"
035720.KS,46900.0,SELL,-30,34.3,-268.006,52922.16,56431.45,14.7,-8.58,-19.16,-19.3,0.75,26.916378,,0.09,"['RSI=34.3 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=14.7%(買いシグナル)', '1ヶ月モメンタム -19.2%(強い下落)']"
2015.HK,64.25,HOLD,-15,39.4,-0.471,68.27,67.78,1.7,-9.89,-10.45,-2.73,0.89,20.763071,-0.998,-0.35,"['RSI=39.4 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=1.7%(買いシグナル)', '1ヶ月モメンタム -10.5%(強い下落)']"
0006.HK,60.35,HOLD,-5,43.0,-0.305,62.23,60.68,-5.6,-1.79,-3.36,10.73,0.54,18.266954,0.026,-0.099,"['RSI=43.0 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=-5.6%(買いシグナル)']"
047810.KS,169900.0,HOLD,-5,45.5,-1396.389,182755.0,170566.0,17.6,-15.89,-3.25,56.16,0.73,32.286003,4.126,0.34,"['RSI=45.5 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=17.6%(買いシグナル)']"
009540.KS,366000.0,HOLD,-15,36.3,-3883.203,420240.35,416593.06,-3.8,-12.86,-20.92,-11.34,1.1,6.4622235,3.193,0.214,"['RSI=36.3 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=-3.8%(買いシグナル)', '1ヶ月モメンタム -20.9%(強い下落)']"
010120.KS,823000.0,BUY,40,61.5,8496.93,753557.57,639819.43,77.7,8.01,14.44,75.43,0.86,41.016727,0.328,0.121,"['RSI=61.5 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)', '1ヶ月モメンタム +14.4%(強い上昇)']"
000810.KS,455500.0,SELL,-30,39.3,-4070.682,499575.0,504230.0,15.6,-4.61,-19.38,-6.66,0.78,8.039673,-0.09,-0.025,"['RSI=39.3 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=15.6%(買いシグナル)', '1ヶ月モメンタム -19.4%(強い下落)']"
006800.KS,61900.0,HOLD,-5,49.6,-1527.699,67230.11,51140.85,16.0,-10.42,-8.31,175.88,0.56,19.45284,,13.817,"['RSI=49.6 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=16.0%(買いシグナル)']"
0003.HK,7.08,HOLD,-5,35.6,-0.042,7.47,7.42,-14.1,-2.48,-7.93,0.43,1.15,20.465977,0.021,-0.042,"['RSI=35.6 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=-14.1%(買いシグナル)']"
0992.HK,8.83,HOLD,-5,38.6,-0.056,9.42,9.19,-21.4,-6.95,-7.35,-4.75,0.82,7.866256,-0.271,0.181,"['RSI=38.6 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=-21.4%(買いシグナル)']"
298040.KS,2589000.0,HOLD,-15,52.1,-899.476,2614400.0,2425920.0,45.7,1.69,-5.65,40.55,0.76,22.76297,0.922,0.109,"['RSI=52.1 中立', 'MACD デッドクロス(売りシグナル)']"
064350.KS,168900.0,SELL,-30,33.6,-4734.889,208495.0,212088.0,-1.2,-12.44,-23.75,-5.8,0.75,12.693665,0.532,0.128,"['RSI=33.6 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=-1.2%(買いシグナル)', '1ヶ月モメンタム -23.7%(強い下落)']"
