ticker,price,judgment,score,rsi,macd_diff,ma20,ma50,bb_pct,momentum_1w,momentum_1m,momentum_3m,vol_ratio,pe_ratio,eps_growth,revenue_growth,signals,order_book
9988.HK,110.2,SELL,-30,33.9,-1.712,123.38,127.25,3.6,-7.13,-16.61,-17.67,0.16,11.407095,1.041,0.029,"['RSI=33.9 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=3.6%(買いシグナル)', '1ヶ月モメンタム -16.6%(強い下落)']",{}
1299.HK,74.7,SELL,-40,37.0,-0.887,79.82,82.37,24.6,2.82,-13.25,-8.88,1.17,11.048465,0.094,0.06,"['RSI=37.0 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', '1ヶ月モメンタム -13.2%(強い下落)']",{}
0939.HK,8.87,HOLD,5,58.3,0.015,8.68,8.7,92.3,1.26,1.03,10.19,0.13,5.567205,0.0,0.05,"['RSI=58.3 中立', 'MACD ゴールデンクロス(買いシグナル)', 'BB上限付近 bb_pct=92.3%(売りシグナル)']",{}
0700.HK,462.6,HOLD,15,51.8,3.325,450.4,469.13,71.8,3.63,1.36,-16.21,0.1,12.0662155,0.229,0.091,"['RSI=51.8 中立', 'MACD ゴールデンクロス(買いシグナル)']",{}
1810.HK,26.2,SELL,-30,30.5,-0.243,28.63,30.24,8.9,-4.31,-14.66,-25.57,0.13,14.860672,-0.581,-0.109,"['RSI=30.5 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=8.9%(買いシグナル)', '1ヶ月モメンタム -14.7%(強い下落)']",{}
000660.KS,2256000.0,HOLD,10,61.4,-33080.531,2076805.42,1573437.98,72.1,18.05,14.54,132.62,0.31,5.5505505,3.966,1.981,"['RSI=61.4 中立', 'MACD デッドクロス(売りシグナル)', 'MA 上昇トレンド(買いシグナル)', '1ヶ月モメンタム +14.5%(強い上昇)']",{}
005935.KS,211000.0,HOLD,0,58.6,-1991.234,197410.0,170568.0,72.2,9.61,8.93,50.09,0.38,3.993054,4.921,0.692,"['RSI=58.6 中立', 'MACD デッドクロス(売りシグナル)', 'MA 上昇トレンド(買いシグナル)']",{}
3690.HK,77.35,SELL,-30,44.7,-0.036,79.4,82.5,33.4,1.44,-6.47,-1.21,0.1,16.250893,,0.056,"['RSI=44.7 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)']",{}
005380.KS,629000.0,HOLD,-25,48.7,-15190.683,666255.66,584321.24,29.7,-1.56,-11.33,20.94,0.26,12.717869,-0.263,0.034,"['RSI=48.7 中立', 'MACD デッドクロス(売りシグナル)', '1ヶ月モメンタム -11.3%(強い下落)']",{}
0388.HK,377.6,HOLD,-20,30.6,-3.112,399.53,407.14,4.4,-2.38,-9.32,-7.04,0.19,24.173058,0.27,0.19,"['RSI=30.6 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=4.4%(買いシグナル)']",{}
1398.HK,7.11,HOLD,5,64.1,0.034,6.83,6.86,104.2,2.6,3.19,12.84,0.23,5.685819,0.043,0.034,"['RSI=64.1 中立', 'MACD ゴールデンクロス(買いシグナル)', 'BB上限付近 bb_pct=104.2%(売りシグナル)']",{}
2318.HK,57.8,SELL,-30,44.6,-0.024,58.11,59.41,42.5,1.67,-4.25,-3.94,0.09,5.275061,-0.132,-0.033,"['RSI=44.6 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)']",{}
1211.HK,85.4,SELL,-30,34.9,-0.319,90.51,98.67,8.2,-2.55,-11.03,-17.73,0.1,13.852291,-0.569,-0.118,"['RSI=34.9 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=8.2%(買いシグナル)', '1ヶ月モメンタム -11.0%(強い下落)']",{}
005930.KS,303750.0,HOLD,-15,53.1,-3272.96,304387.5,250786.56,49.4,-13.58,8.87,65.87,0.34,5.7634254,4.921,0.692,"['RSI=53.1 中立', 'MACD デッドクロス(売りシグナル)']",{}
3988.HK,5.47,HOLD,20,67.3,0.014,5.27,5.18,106.9,2.05,4.79,19.43,0.16,6.0299344,0.0,0.059,"['RSI=67.3 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)', 'BB上限付近 bb_pct=106.9%(売りシグナル)']",{}
402340.KS,1346000.0,HOLD,0,62.2,-13273.111,1203350.0,930993.54,87.5,20.39,14.94,129.6,0.28,4.056171,4.201,3.188,"['RSI=62.2 中立', 'MACD デッドクロス(売りシグナル)', 'MA 上昇トレンド(買いシグナル)', 'BB上限付近 bb_pct=87.5%(売りシグナル)', '1ヶ月モメンタム +14.9%(強い上昇)']",{}
