ticker,price,judgment,score,rsi,macd_diff,ma20,ma50,bb_pct,momentum_1w,momentum_1m,momentum_3m,vol_ratio,pe_ratio,eps_growth,revenue_growth,signals,order_book
9988.HK,118.2,SELL,-30,38.2,-0.891,127.2,128.28,8.5,-6.64,-11.33,-11.26,0.5,12.144204,1.041,0.029,"['RSI=38.2 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=8.5%(買いシグナル)', '1ヶ月モメンタム -11.3%(強い下落)']",{}
1299.HK,71.25,HOLD,-10,20.3,-1.359,81.73,83.1,-10.4,-13.37,-16.15,-16.15,1.27,10.54026,0.094,0.06,"['RSI=20.3 売られすぎ(買いシグナル)', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=-10.4%(買いシグナル)', '1ヶ月モメンタム -16.2%(強い下落)']",{}
0700.HK,458.6,HOLD,15,50.3,3.213,449.61,471.08,66.8,-1.67,1.47,-15.95,0.82,11.958508,0.229,0.091,"['RSI=50.3 中立', 'MACD ゴールデンクロス(買いシグナル)']",{}
0939.HK,8.74,BUY,30,53.4,0.0,8.7,8.65,57.6,1.98,-1.8,12.34,0.64,5.480858,0.0,0.05,"['RSI=53.4 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)']",{}
005930.KS,322000.0,HOLD,10,58.3,-1432.21,303475.0,248306.12,67.8,-10.68,12.78,71.72,0.91,5.675445,4.921,0.692,"['RSI=58.3 中立', 'MACD デッドクロス(売りシグナル)', 'MA 上昇トレンド(買いシグナル)', '1ヶ月モメンタム +12.8%(強い上昇)']",{}
1810.HK,27.42,SELL,-30,33.8,-0.155,29.47,30.64,12.6,-4.06,-12.84,-17.76,0.5,15.541493,-0.581,-0.109,"['RSI=33.8 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=12.6%(買いシグナル)', '1ヶ月モメンタム -12.8%(強い下落)']",{}
000660.KS,2215000.0,HOLD,10,62.3,-28452.267,2041057.84,1500108.82,70.8,-6.14,17.84,138.21,1.03,5.793934,3.966,1.981,"['RSI=62.3 中立', 'MACD デッドクロス(売りシグナル)', 'MA 上昇トレンド(買いシグナル)', '1ヶ月モメンタム +17.8%(強い上昇)']",{}
3690.HK,77.9,SELL,-30,45.4,-0.126,80.59,83.08,32.2,-3.11,-7.43,0.65,0.4,16.352264,,0.056,"['RSI=45.4 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)']",{}
005935.KS,203500.0,HOLD,0,56.5,-797.24,196160.0,166107.12,62.1,-12.1,4.41,52.31,0.89,3.8511207,4.921,0.692,"['RSI=56.5 中立', 'MACD デッドクロス(売りシグナル)', 'MA 上昇トレンド(買いシグナル)']",{}
005380.KS,639000.0,HOLD,-15,49.2,-8809.014,674588.18,576744.45,28.1,-12.35,-0.72,23.1,0.71,12.92006,-0.263,0.034,"['RSI=49.2 中立', 'MACD デッドクロス(売りシグナル)']",{}
0388.HK,386.2,HOLD,-20,32.5,-2.324,406.47,408.07,1.8,-5.67,-8.87,-6.13,0.66,24.710522,0.27,0.19,"['RSI=32.5 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=1.8%(買いシグナル)']",{}
1398.HK,6.96,BUY,30,58.0,0.013,6.83,6.83,74.9,3.57,-1.28,15.08,0.98,5.553232,0.043,0.034,"['RSI=58.0 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)']",{}
2318.HK,57.3,SELL,-30,37.3,-0.199,59.03,59.66,25.0,-0.87,-9.21,-7.06,0.38,5.230699,-0.132,-0.033,"['RSI=37.3 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)']",{}
1211.HK,89.35,SELL,-40,39.9,-0.024,92.91,100.31,22.8,-4.18,-10.52,-8.97,0.37,14.480441,-0.569,-0.118,"['RSI=39.9 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', '1ヶ月モメンタム -10.5%(強い下落)']",{}
3988.HK,5.43,HOLD,20,67.4,0.011,5.25,5.14,119.7,3.04,3.63,20.4,1.32,5.9815435,0.0,0.059,"['RSI=67.4 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)', 'BB上限付近 bb_pct=119.7%(売りシグナル)']",{}
402340.KS,1269000.0,HOLD,0,60.1,-14734.143,1190421.86,888051.55,71.8,-5.72,7.05,129.36,0.85,3.8241315,4.201,3.188,"['RSI=60.1 中立', 'MACD デッドクロス(売りシグナル)', 'MA 上昇トレンド(買いシグナル)']",{}
9888.HK,117.6,HOLD,-15,38.5,-1.995,130.6,123.61,-0.7,-11.51,-15.82,-3.45,0.4,13.209823,-0.593,-0.012,"['RSI=38.5 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=-0.7%(買いシグナル)', '1ヶ月モメンタム -15.8%(強い下落)']",{}
9961.HK,370.4,HOLD,0,40.4,0.437,379.45,396.58,31.2,-1.91,-7.95,-10.92,0.42,9.864899,0.981,0.208,"['RSI=40.4 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 下降トレンド(売りシグナル)']",{}
105560.KS,154800.0,HOLD,15,48.9,213.988,155575.0,154843.77,46.1,-1.15,-2.52,4.51,1.05,8.188312,0.168,0.152,"['RSI=48.9 中立', 'MACD ゴールデンクロス(買いシグナル)']",{}
9999.HK,187.9,HOLD,0,51.9,-0.197,186.78,181.25,53.9,-3.57,1.15,2.1,0.43,11.38213,0.031,0.061,"['RSI=51.9 中立', 'MACD デッドクロス(売りシグナル)', 'MA 上昇トレンド(買いシグナル)']",{}
9618.HK,114.2,HOLD,-15,43.7,-0.866,119.94,117.8,25.4,-0.78,-3.55,5.63,0.43,6.9477863,-0.507,0.049,"['RSI=43.7 中立', 'MACD デッドクロス(売りシグナル)']",{}
