ticker,price,judgment,score,rsi,macd_diff,ma20,ma50,bb_pct,momentum_1w,momentum_1m,momentum_3m,vol_ratio,pe_ratio,eps_growth,revenue_growth,signals,order_book
0939.HK,8.42,HOLD,20,64.5,0.043,8.03,7.97,106.8,5.12,7.26,9.78,0.51,5.5200567,0.003,0.024,"['RSI=64.5 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)', 'BB上限付近 bb_pct=106.8%(売りシグナル)']",{}
1299.HK,87.55,HOLD,5,55.3,0.319,84.59,85.02,87.2,0.63,2.88,4.35,0.44,13.092388,0.094,0.06,"['RSI=55.3 中立', 'MACD ゴールデンクロス(買いシグナル)', 'BB上限付近 bb_pct=87.2%(売りシグナル)']",{}
9988.HK,122.5,HOLD,0,39.0,0.027,127.89,145.08,25.8,-0.41,-3.01,-19.83,0.31,15.426047,-0.709,0.017,"['RSI=39.0 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 下降トレンド(売りシグナル)']",{}
0700.HK,496.2,SELL,-30,40.2,-2.445,519.26,544.28,27.2,0.12,-1.16,-20.54,0.32,12.806775,0.149,0.127,"['RSI=40.2 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)']",{}
005930.KS,185650.0,HOLD,-15,51.0,-2976.658,187397.5,177671.0,45.2,3.08,-3.11,44.47,0.61,6.4624324,1.622,0.238,"['RSI=51.0 中立', 'MACD デッドクロス(売りシグナル)']",{}
1810.HK,31.96,SELL,-30,40.2,-0.111,33.34,34.53,21.8,-1.48,-0.75,-18.76,0.43,15.89404,-0.346,0.073,"['RSI=40.2 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)']",{}
3690.HK,81.55,HOLD,15,48.1,0.902,80.22,85.66,58.5,-5.94,9.46,-22.63,0.37,15.62867,,0.041,"['RSI=48.1 中立', 'MACD ゴールデンクロス(買いシグナル)']",{}
005935.KS,126200.0,HOLD,-15,48.1,-2702.61,132185.0,125566.0,31.9,-0.08,-1.87,33.69,0.43,5.555208,1.622,0.238,"['RSI=48.1 中立', 'MACD デッドクロス(売りシグナル)']",{}
000660.KS,881000.0,HOLD,-15,46.5,-19579.982,939750.0,898002.29,24.9,-5.57,-6.38,30.37,0.66,3.82618,0.852,0.661,"['RSI=46.5 中立', 'MACD デッドクロス(売りシグナル)']",{}
005380.KS,486000.0,SELL,-40,47.2,-7751.249,508850.0,510073.24,28.2,-0.82,-11.31,63.53,0.49,9.34973,,,"['RSI=47.2 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', '1ヶ月モメンタム -11.3%(強い下落)']",{}
0388.HK,401.6,HOLD,-15,51.5,-0.045,398.66,407.22,58.8,2.82,0.14,-2.91,0.66,26.487778,0.151,0.138,"['RSI=51.5 中立', 'MACD デッドクロス(売りシグナル)']",{}
1398.HK,6.9,HOLD,20,69.0,0.044,6.51,6.45,104.1,5.18,8.49,11.11,0.56,5.731035,0.038,-0.035,"['RSI=69.0 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)', 'BB上限付近 bb_pct=104.1%(売りシグナル)']",{}
2318.HK,60.85,HOLD,0,44.0,0.094,61.48,66.56,42.3,4.64,-5.0,-11.3,0.53,5.7224574,-0.74,-0.11,"['RSI=44.0 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 下降トレンド(売りシグナル)']",{}
1211.HK,102.8,BUY,40,52.4,0.089,101.64,98.78,57.0,0.1,11.02,7.31,0.61,15.731655,-0.405,-0.135,"['RSI=52.4 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)', '1ヶ月モメンタム +11.0%(強い上昇)']",{}
3988.HK,4.97,HOLD,10,72.9,0.038,4.67,4.64,96.3,2.69,11.19,11.43,0.54,5.7998514,,0.061,"['RSI=72.9 買われすぎ(売りシグナル)', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)', 'BB上限付近 bb_pct=96.3%(売りシグナル)', '1ヶ月モメンタム +11.2%(強い上昇)']",{}
402340.KS,495750.0,HOLD,-15,42.9,-14432.063,558212.5,543005.0,11.5,-11.16,-12.41,26.47,0.97,2.8149881,,1.081,"['RSI=42.9 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=11.5%(買いシグナル)', '1ヶ月モメンタム -12.4%(強い下落)']",{}
9961.HK,390.6,HOLD,0,40.9,0.635,401.98,429.77,26.0,0.15,0.15,-32.25,0.19,10.438368,0.978,0.208,"['RSI=40.9 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 下降トレンド(売りシグナル)']",{}
105560.KS,148300.0,HOLD,-15,48.9,-860.962,149175.0,148037.05,44.0,-2.56,-0.47,21.44,0.63,7.844517,0.089,0.318,"['RSI=48.9 中立', 'MACD デッドクロス(売りシグナル)']",{}
9888.HK,109.2,SELL,-30,36.8,-0.296,115.4,130.38,22.7,-0.18,-5.78,-23.85,0.48,11.782715,-0.81,-0.041,"['RSI=36.8 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)']",{}
9999.HK,176.3,SELL,-30,43.6,-0.304,180.5,188.38,31.8,2.62,-1.82,-20.7,0.34,11.262173,-0.294,0.03,"['RSI=43.6 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)']",{}
9618.HK,113.2,BUY,40,58.2,0.571,109.62,109.12,72.6,-0.35,16.76,-0.44,0.19,7.259612,,0.015,"['RSI=58.2 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)', '1ヶ月モメンタム +16.8%(強い上昇)']",{}
034020.KS,98700.0,HOLD,-15,49.4,-1346.501,101070.0,97414.0,38.1,-2.18,9.06,31.25,0.38,91.255936,,0.059,"['RSI=49.4 中立', 'MACD デッドクロス(売りシグナル)']",{}
0857.HK,10.91,HOLD,0,61.3,-0.032,10.68,9.79,76.4,0.28,6.34,32.73,0.26,9.581421,-0.008,0.022,"['RSI=61.3 中立', 'MACD デッドクロス(売りシグナル)', 'MA 上昇トレンド(買いシグナル)']",{}
012450.KS,1325000.0,HOLD,-15,49.5,-18013.053,1385200.0,1301600.0,27.5,-3.21,-4.06,40.06,0.52,22.823574,-0.601,0.745,"['RSI=49.5 中立', 'MACD デッドクロス(売りシグナル)']",{}
086790.KS,111700.0,HOLD,-15,51.4,-248.369,109960.0,111291.83,67.6,2.67,0.45,20.9,0.56,6.628163,,0.829,"['RSI=51.4 中立', 'MACD デッドクロス(売りシグナル)']",{}
000270.KS,153950.0,SELL,-30,47.9,-1511.093,156644.78,157511.89,36.7,-0.48,-3.42,33.26,0.4,6.4512157,-0.142,0.035,"['RSI=47.9 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)']",{}
2899.HK,36.12,SELL,-40,45.6,-0.012,36.67,40.16,44.5,6.61,-11.6,-1.37,0.68,11.271909,0.764,0.295,"['RSI=45.6 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', '1ヶ月モメンタム -11.6%(強い下落)']",{}
2628.HK,25.44,SELL,-30,35.9,-0.189,27.4,30.88,20.0,1.6,-11.11,-14.69,0.43,5.2245326,,-0.336,"['RSI=35.9 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=20.0%(買いシグナル)', '1ヶ月モメンタム -11.1%(強い下落)']",{}
055550.KS,92600.0,HOLD,0,50.9,-394.8,91825.0,91277.22,57.7,-0.86,-0.32,21.93,0.38,7.4033914,0.35,0.216,"['RSI=50.9 中立', 'MACD デッドクロス(売りシグナル)', 'MA 上昇トレンド(買いシグナル)']",{}
