ticker,price,judgment,score,rsi,macd_diff,ma20,ma50,bb_pct,momentum_1w,momentum_1m,momentum_3m,vol_ratio,pe_ratio,eps_growth,revenue_growth,signals
035420.KS,211500.0,SELL,-40,35.5,-333.926,229253.16,244892.08,21.1,-5.58,-16.35,-9.25,0.38,13.531192,-0.437,0.107,"['RSI=35.5 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', '1ヶ月モメンタム -16.4%(強い下落)']"
1088.HK,48.4,BUY,40,64.5,0.101,46.35,43.87,78.9,2.59,10.25,22.72,0.6,15.504978,-0.118,-0.131,"['RSI=64.5 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)', '1ヶ月モメンタム +10.3%(強い上昇)']"
6160.HK,161.9,HOLD,-10,29.3,-1.235,181.42,196.05,14.4,-6.63,-25.73,-13.24,0.3,26.188986,,0.328,"['RSI=29.3 売られすぎ(買いシグナル)', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=14.4%(買いシグナル)', '1ヶ月モメンタム -25.7%(強い下落)']"
1288.HK,5.19,HOLD,0,42.6,0.018,5.25,5.4,32.8,-2.44,-4.95,-5.81,0.21,5.5858526,0.158,0.056,"['RSI=42.6 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 下降トレンド(売りシグナル)']"
1024.HK,52.55,HOLD,-10,21.8,-0.41,60.19,69.28,-6.5,-12.2,-21.16,-21.21,0.36,8.43981,0.36,0.142,"['RSI=21.8 売られすぎ(買いシグナル)', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=-6.5%(買いシグナル)', '1ヶ月モメンタム -21.2%(強い下落)']"
028260.KS,276750.0,HOLD,-25,43.3,-1339.728,300162.5,299265.0,29.5,-0.98,-16.64,12.45,0.4,16.155586,0.68,0.084,"['RSI=43.3 中立', 'MACD デッドクロス(売りシグナル)', '1ヶ月モメンタム -16.6%(強い下落)']"
0001.HK,58.1,HOLD,-20,40.5,-0.173,60.76,61.81,14.6,-1.69,-7.11,6.61,0.4,8.817204,0.597,-0.028,"['RSI=40.5 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=14.6%(買いシグナル)']"
012330.KS,378000.0,SELL,-30,39.7,-4759.925,428954.36,432828.25,15.3,-7.29,-14.15,4.35,0.41,7.0174284,-0.394,0.047,"['RSI=39.7 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=15.3%(買いシグナル)', '1ヶ月モメンタム -14.2%(強い下落)']"
0669.HK,104.0,HOLD,-15,31.2,-2.141,117.03,111.38,2.2,-6.22,-15.72,14.47,0.17,14.778533,0.001,0.016,"['RSI=31.2 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=2.2%(買いシグナル)', '1ヶ月モメンタム -15.7%(強い下落)']"
9987.HK,403.8,HOLD,-5,43.2,-1.614,419.03,407.35,10.5,-5.43,-7.06,7.53,0.27,16.139101,0.343,0.088,"['RSI=43.2 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=10.5%(買いシグナル)']"
006400.KS,381000.0,HOLD,-15,47.4,-3669.472,403225.0,371470.0,27.2,-2.06,-2.68,36.31,0.32,26.867388,,0.028,"['RSI=47.4 中立', 'MACD デッドクロス(売りシグナル)']"
600519.SS,1410.85,HOLD,15,44.5,0.424,1433.77,1428.31,32.1,-4.99,-3.81,0.27,0.58,18.291346,0.008,0.006,"['RSI=44.5 中立', 'MACD ゴールデンクロス(買いシグナル)']"
005490.KS,329000.0,HOLD,-25,41.9,-2827.445,357407.84,354384.83,24.4,-3.94,-14.68,9.43,0.54,10.842652,,-0.054,"['RSI=41.9 中立', 'MACD デッドクロス(売りシグナル)', '1ヶ月モメンタム -14.7%(強い下落)']"
009150.KS,432500.0,BUY,30,57.1,497.47,426000.0,346340.0,55.1,-3.14,1.41,72.51,0.38,21.857193,0.157,0.164,"['RSI=57.1 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)']"
2269.HK,32.04,SELL,-30,32.7,-0.398,36.32,37.73,4.7,-8.3,-21.32,-3.32,0.44,20.687622,0.584,0.161,"['RSI=32.7 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=4.7%(買いシグナル)', '1ヶ月モメンタム -21.3%(強い下落)']"
6869.HK,151.7,HOLD,10,56.3,-3.372,150.54,106.9,52.4,8.36,17.41,163.6,0.29,74.15151,-0.115,0.163,"['RSI=56.3 中立', 'MACD デッドクロス(売りシグナル)', 'MA 上昇トレンド(買いシグナル)', '1ヶ月モメンタム +17.4%(強い上昇)']"
1801.HK,77.8,SELL,-30,39.5,-0.353,82.83,84.43,8.1,-7.38,-12.14,-4.89,0.44,35.215584,,0.506,"['RSI=39.5 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=8.1%(買いシグナル)', '1ヶ月モメンタム -12.1%(強い下落)']"
0002.HK,72.2,HOLD,-5,43.3,-0.118,73.32,73.08,14.2,-1.7,-4.56,6.5,0.27,15.392224,-0.164,-0.037,"['RSI=43.3 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=14.2%(買いシグナル)']"
316140.KS,31900.0,HOLD,-25,44.0,-277.054,34147.14,32098.38,27.0,-2.15,-19.27,17.24,0.35,6.495593,-0.238,0.057,"['RSI=44.0 中立', 'MACD デッドクロス(売りシグナル)', '1ヶ月モメンタム -19.3%(強い下落)']"
267260.KS,916000.0,HOLD,-25,46.5,-6043.501,973018.29,928461.42,27.3,-1.61,-13.73,14.06,0.32,27.655762,0.896,0.426,"['RSI=46.5 中立', 'MACD デッドクロス(売りシグナル)', '1ヶ月モメンタム -13.7%(強い下落)']"
9992.HK,202.2,SELL,-40,38.9,-0.499,213.87,218.93,21.0,-6.13,-13.52,0.2,0.59,14.00244,3.955,2.044,"['RSI=38.9 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', '1ヶ月モメンタム -13.5%(強い下落)']"
010140.KS,26600.0,HOLD,-20,42.4,-129.969,28427.5,28732.0,19.3,-8.75,-9.06,4.72,0.73,14.597111,,0.051,"['RSI=42.4 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=19.3%(買いシグナル)']"
0020.HK,1.89,HOLD,-10,29.0,-0.034,2.23,2.39,5.1,-8.25,-27.59,-7.35,0.32,-83.061646,,0.356,"['RSI=29.0 売られすぎ(買いシグナル)', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=5.1%(買いシグナル)', '1ヶ月モメンタム -27.6%(強い下落)']"
2328.HK,14.8,SELL,-30,33.9,-0.057,15.72,16.03,-6.5,-5.37,-10.36,-11.27,0.33,6.8068633,0.323,0.071,"['RSI=33.9 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=-6.5%(買いシグナル)', '1ヶ月モメンタム -10.4%(強い下落)']"
329180.KS,514000.0,SELL,-30,36.5,-5326.904,577146.46,581268.91,-11.1,-12.44,-14.75,-0.68,0.52,16.494764,4.967,0.224,"['RSI=36.5 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=-11.1%(買いシグナル)', '1ヶ月モメンタム -14.7%(強い下落)']"
207940.KS,1536000.0,SELL,-30,38.8,-2844.517,1637400.0,1733500.0,15.0,-3.21,-10.54,-11.37,0.3,33.014973,,,"['RSI=38.8 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=15.0%(買いシグナル)', '1ヶ月モメンタム -10.5%(強い下落)']"
0386.HK,4.52,HOLD,-10,25.7,-0.07,5.09,5.14,6.1,-5.44,-18.12,0.22,0.39,8.643118,0.045,-0.109,"['RSI=25.7 売られすぎ(買いシグナル)', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=6.1%(買いシグナル)', '1ヶ月モメンタム -18.1%(強い下落)']"
032830.KS,218500.0,HOLD,-15,52.2,-599.704,221575.0,198274.0,43.7,0.69,-5.82,45.72,0.45,14.843142,1.87,0.294,"['RSI=52.2 中立', 'MACD デッドクロス(売りシグナル)']"
0175.HK,20.62,HOLD,10,74.3,0.415,17.07,16.87,110.8,9.45,22.74,21.8,1.48,8.277073,0.009,0.458,"['RSI=74.3 買われすぎ(売りシグナル)', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)', 'BB上限付近 bb_pct=110.8%(売りシグナル)', '1ヶ月モメンタム +22.7%(強い上昇)']"
1378.HK,30.42,HOLD,-15,30.6,-0.804,37.1,36.51,-27.5,-18.79,-15.55,-5.12,1.48,7.517608,-0.231,-0.015,"['RSI=30.6 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=-27.5%(買いシグナル)', '1ヶ月モメンタム -15.5%(強い下落)']"
2020.HK,75.4,SELL,-30,35.2,-0.504,80.26,80.56,8.5,-5.34,-10.82,-8.33,0.43,13.045713,-0.074,0.143,"['RSI=35.2 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=8.5%(買いシグナル)', '1ヶ月モメンタム -10.8%(強い下落)']"
0823.HK,35.38,HOLD,-5,36.6,-0.309,37.52,36.39,-14.8,-4.33,-6.7,2.02,0.47,14.00944,,0.051,"['RSI=36.6 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=-14.8%(買いシグナル)']"
9868.HK,72.55,HOLD,15,50.1,0.334,71.36,72.76,55.8,-7.23,2.69,-5.96,0.75,17.337818,,0.382,"['RSI=50.1 中立', 'MACD ゴールデンクロス(買いシグナル)']"
1109.HK,28.34,HOLD,-15,34.0,-0.265,30.64,30.39,-10.4,-8.87,-11.05,2.76,0.48,7.589025,0.162,0.199,"['RSI=34.0 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=-10.4%(買いシグナル)', '1ヶ月モメンタム -11.0%(強い下落)']"
2057.HK,190.3,BUY,30,54.9,0.527,186.84,181.9,66.4,4.1,-0.83,15.26,0.25,11.371318,7.907,0.123,"['RSI=54.9 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)']"
9866.HK,44.9,BUY,30,60.4,0.517,41.96,39.4,68.6,-5.11,7.57,15.13,0.69,42.897034,,0.759,"['RSI=60.4 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)']"
373220.KS,360000.0,SELL,-30,42.4,-760.12,383175.0,390880.0,24.7,-5.39,-9.09,-5.01,0.34,37.794937,,,"['RSI=42.4 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)']"
2601.HK,31.36,SELL,-30,30.0,-0.108,34.31,36.82,-11.3,-9.05,-14.41,-12.89,0.75,5.4665093,0.353,0.546,"['RSI=30.0 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=-11.3%(買いシグナル)', '1ヶ月モメンタム -14.4%(強い下落)']"
9633.HK,41.18,SELL,-30,30.3,-0.228,44.7,47.17,-1.5,-5.03,-12.79,-14.49,0.43,23.940434,0.221,0.156,"['RSI=30.3 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=-1.5%(買いシグナル)', '1ヶ月モメンタム -12.8%(強い下落)']"
2423.HK,40.2,HOLD,-20,34.5,-0.194,43.3,45.64,-12.1,-8.14,-8.68,-3.32,0.57,15.0702505,-0.837,-0.287,"['RSI=34.5 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=-12.1%(買いシグナル)']"
033780.KS,152200.0,HOLD,-25,43.3,-819.677,158942.16,153358.24,25.8,-2.12,-11.5,6.47,0.31,12.203346,-0.127,0.101,"['RSI=43.3 中立', 'MACD デッドクロス(売りシグナル)', '1ヶ月モメンタム -11.5%(強い下落)']"
051910.KS,294500.0,SELL,-40,42.8,-2342.902,327725.0,328120.0,26.0,-4.23,-11.43,-13.0,0.21,11.939208,,,"['RSI=42.8 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', '1ヶ月モメンタム -11.4%(強い下落)']"
1113.HK,44.28,HOLD,-5,39.5,-0.407,47.16,45.85,-11.2,-5.47,-6.82,10.64,0.41,11.984054,-0.075,0.384,"['RSI=39.5 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=-11.2%(買いシグナル)']"
042660.KS,121700.0,SELL,-40,41.0,-576.068,131990.0,136184.0,21.1,-8.29,-17.32,11.14,0.3,21.033628,0.51,0.021,"['RSI=41.0 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', '1ヶ月モメンタム -17.3%(強い下落)']"
035720.KS,47800.0,SELL,-30,35.8,-210.57,52967.16,56449.45,19.3,-6.82,-17.61,-17.75,0.33,27.432896,,0.09,"['RSI=35.8 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=19.3%(買いシグナル)', '1ヶ月モメンタム -17.6%(強い下落)']"
086520.KS,150900.0,HOLD,-25,48.0,-3007.003,161655.0,142388.0,28.6,3.43,-11.91,53.35,0.31,,,,"['RSI=48.0 中立', 'MACD デッドクロス(売りシグナル)', '1ヶ月モメンタム -11.9%(強い下落)']"
196170.KS,353500.0,HOLD,-10,41.4,23.473,375125.0,406150.0,25.4,-0.42,-12.06,-17.91,0.63,,,,"['RSI=41.4 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 下降トレンド(売りシグナル)', '1ヶ月モメンタム -12.1%(強い下落)']"
0006.HK,60.1,HOLD,-5,41.9,-0.321,62.22,60.67,-10.5,-2.2,-3.76,10.28,0.27,18.191282,0.026,-0.099,"['RSI=41.9 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=-10.5%(買いシグナル)']"
2015.HK,65.45,HOLD,-5,41.9,-0.394,68.33,67.8,13.6,-8.2,-8.78,-0.91,0.43,21.134415,-0.998,-0.35,"['RSI=41.9 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=13.6%(買いシグナル)']"
047810.KS,170200.0,HOLD,-5,45.7,-1377.244,182770.0,170572.0,18.3,-15.74,-3.08,56.43,0.42,32.343014,4.13,0.34,"['RSI=45.7 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=18.3%(買いシグナル)']"
009540.KS,374500.0,HOLD,-15,38.1,-3340.753,420665.35,416763.06,2.6,-10.83,-19.08,-9.28,0.58,6.612303,3.193,0.214,"['RSI=38.1 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=2.6%(買いシグナル)', '1ヶ月モメンタム -19.1%(強い下落)']"
010120.KS,842000.0,BUY,30,64.3,9709.466,754507.57,640199.43,84.2,10.5,17.09,79.48,0.5,41.96365,0.328,0.121,"['RSI=64.3 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)', 'BB上限付近 bb_pct=84.2%(売りシグナル)', '1ヶ月モメンタム +17.1%(強い上昇)']"
000810.KS,459000.0,SELL,-30,40.0,-3847.32,499750.0,504300.0,18.0,-3.87,-18.76,-5.94,0.33,8.101448,-0.09,-0.025,"['RSI=40.0 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=18.0%(買いシグナル)', '1ヶ月モメンタム -18.8%(強い下落)']"
006800.KS,62500.0,HOLD,-5,50.4,-1489.408,67260.11,51152.85,19.4,-9.55,-7.42,178.56,0.33,19.6414,,13.817,"['RSI=50.4 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=19.4%(買いシグナル)']"
0003.HK,7.08,HOLD,-5,35.6,-0.042,7.47,7.42,-14.1,-2.48,-7.93,0.43,0.73,20.110779,0.021,-0.042,"['RSI=35.6 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=-14.1%(買いシグナル)']"
0992.HK,8.95,HOLD,-5,40.6,-0.049,9.43,9.19,-12.5,-5.69,-6.09,-3.45,0.4,7.973159,-0.271,0.181,"['RSI=40.6 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=-12.5%(買いシグナル)']"
298040.KS,2620000.0,BUY,30,53.4,1078.872,2615950.0,2426540.0,50.7,2.91,-4.52,42.23,0.38,23.035528,0.922,0.109,"['RSI=53.4 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)']"
064350.KS,168800.0,SELL,-30,33.6,-4741.271,208490.0,212086.0,-1.3,-12.49,-23.79,-5.86,0.41,12.678634,0.532,0.128,"['RSI=33.6 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=-1.3%(買いシグナル)', '1ヶ月モメンタム -23.8%(強い下落)']"
042700.KS,303500.0,HOLD,10,59.2,-3531.575,290376.87,227910.47,58.6,0.83,49.24,161.55,0.25,58.25381,-0.482,-0.445,"['RSI=59.2 中立', 'MACD デッドクロス(売りシグナル)', 'MA 上昇トレンド(買いシグナル)', '1ヶ月モメンタム +49.2%(強い上昇)']"
1347.HK,84.5,SELL,-30,40.2,-0.326,91.84,98.33,13.0,-7.5,-16.67,18.6,0.33,70.0593,,0.224,"['RSI=40.2 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=13.0%(買いシグナル)', '1ヶ月モメンタム -16.7%(強い下落)']"
