ticker,price,judgment,score,rsi,macd_diff,ma20,ma50,bb_pct,momentum_1w,momentum_1m,momentum_3m,vol_ratio,pe_ratio,eps_growth,revenue_growth,signals,order_book
005930.KS,266500.0,HOLD,10,75.6,4099.123,221275.0,202556.24,116.9,17.92,26.6,67.64,0.61,6.667405,4.96,0.693,"['RSI=75.6 買われすぎ(売りシグナル)', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)', 'BB上限付近 bb_pct=116.9%(売りシグナル)', '1ヶ月モメンタム +26.6%(強い上昇)']",{}
1299.HK,87.45,BUY,30,58.3,0.385,84.94,84.73,76.6,2.94,-1.35,-2.24,1.15,13.081224,0.094,0.06,"['RSI=58.3 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)']",{}
0939.HK,8.93,HOLD,0,62.6,-0.015,8.73,8.31,75.9,-0.67,4.94,14.34,1.21,5.6470594,0.0,0.05,"['RSI=62.6 中立', 'MACD デッドクロス(売りシグナル)', 'MA 上昇トレンド(買いシグナル)']",{}
9988.HK,134.2,HOLD,25,54.5,0.56,130.04,131.2,73.8,2.76,6.09,-16.65,1.51,17.554188,-0.709,0.017,"['RSI=54.5 中立', 'MACD ゴールデンクロス(買いシグナル)', '出来高急増 1.5x(注目)']",{}
0700.HK,463.0,SELL,-30,35.0,-2.51,493.62,508.2,6.9,-3.38,-8.86,-20.31,1.84,11.903169,0.141,0.127,"['RSI=35.0 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=6.9%(買いシグナル)', '出来高急増 1.8x(注目)']",{}
1810.HK,30.82,HOLD,0,45.9,0.025,31.14,32.62,40.9,2.26,-5.92,-10.92,1.38,16.51538,-0.337,0.073,"['RSI=45.9 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 下降トレンド(売りシグナル)']",{}
3690.HK,82.5,HOLD,-15,46.9,-0.243,84.88,82.05,24.3,-0.78,-6.78,-11.48,1.04,15.492964,,0.028,"['RSI=46.9 中立', 'MACD デッドクロス(売りシグナル)']",{}
000660.KS,1595000.0,HOLD,10,82.8,37562.292,1224700.0,1055605.48,105.9,23.36,54.4,89.78,0.46,4.3161373,3.966,1.981,"['RSI=82.8 買われすぎ(売りシグナル)', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)', 'BB上限付近 bb_pct=105.9%(売りシグナル)', '1ヶ月モメンタム +54.4%(強い上昇)']",{}
005935.KS,183700.0,HOLD,10,71.8,3200.665,154015.0,140777.26,103.4,12.35,31.59,62.33,1.03,5.096866,4.96,0.693,"['RSI=71.8 買われすぎ(売りシグナル)', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)', 'BB上限付近 bb_pct=103.4%(売りシグナル)', '1ヶ月モメンタム +31.6%(強い上昇)']",{}
005380.KS,566000.0,BUY,30,60.6,3323.647,525850.0,520884.2,91.1,1.8,11.42,16.37,0.98,11.429573,,0.034,"['RSI=60.6 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)', 'BB上限付近 bb_pct=91.1%(売りシグナル)', '1ヶ月モメンタム +11.4%(強い上昇)']",{}
