ticker,price,judgment,score,rsi,macd_diff,ma20,ma50,bb_pct,momentum_1w,momentum_1m,momentum_3m,vol_ratio,pe_ratio,eps_growth,revenue_growth,signals,order_book
0939.HK,8.88,HOLD,0,58.7,-0.028,8.8,8.37,63.3,-0.56,4.72,9.9,0.43,5.591224,0.0,0.05,"['RSI=58.7 中立', 'MACD デッドクロス(売りシグナル)', 'MA 上昇トレンド(買いシグナル)']",{}
005930.KS,279000.0,HOLD,20,73.8,5616.307,232150.0,206911.91,96.2,4.89,38.81,68.62,1.65,5.4790864,4.96,0.693,"['RSI=73.8 買われすぎ(売りシグナル)', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)', 'BB上限付近 bb_pct=96.2%(売りシグナル)', '1ヶ月モメンタム +38.8%(強い上昇)', '出来高急増 1.7x(注目)']",{}
9988.HK,133.6,BUY,30,51.8,0.696,132.5,130.24,56.5,-0.45,7.31,-15.39,0.59,17.403915,-0.709,0.017,"['RSI=51.8 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)']",{}
0700.HK,458.8,HOLD,-20,36.3,-1.384,486.67,503.59,14.3,-0.91,-6.97,-18.07,0.87,11.751029,0.141,0.127,"['RSI=36.3 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=14.3%(買いシグナル)']",{}
1299.HK,86.15,HOLD,15,52.5,0.311,84.69,84.95,67.6,-1.49,-0.98,-0.23,0.43,12.894041,0.094,0.06,"['RSI=52.5 中立', 'MACD ゴールデンクロス(買いシグナル)']",{}
1810.HK,31.44,HOLD,15,49.5,0.202,31.16,32.27,58.7,2.01,1.81,-10.68,0.49,16.915562,-0.337,0.073,"['RSI=49.5 中立', 'MACD ゴールデンクロス(買いシグナル)']",{}
000660.KS,1835000.0,HOLD,20,84.0,57461.624,1344800.0,1102440.0,100.1,14.62,76.44,109.86,2.14,4.915002,3.966,1.981,"['RSI=84.0 買われすぎ(売りシグナル)', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)', 'BB上限付近 bb_pct=100.1%(売りシグナル)', '1ヶ月モメンタム +76.4%(強い上昇)', '出来高急増 2.1x(注目)']",{}
3690.HK,84.45,BUY,30,51.7,0.045,84.21,82.2,53.3,2.36,-0.76,-7.25,0.54,15.79933,,0.028,"['RSI=51.7 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)']",{}
005935.KS,187000.0,BUY,40,68.0,2982.211,161445.0,143490.71,87.6,-1.22,35.02,64.09,1.77,4.1666346,4.96,0.693,"['RSI=68.0 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)', 'BB上限付近 bb_pct=87.6%(売りシグナル)', '1ヶ月モメンタム +35.0%(強い上昇)', '出来高急増 1.8x(注目)']",{}
005380.KS,646000.0,HOLD,20,72.3,11917.041,547050.0,525100.0,107.6,17.45,35.01,35.03,3.07,13.007809,,0.034,"['RSI=72.3 買われすぎ(売りシグナル)', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)', 'BB上限付近 bb_pct=107.6%(売りシグナル)', '1ヶ月モメンタム +35.0%(強い上昇)', '出来高急増 3.1x(注目)']",{}
0388.HK,422.6,BUY,30,58.0,0.859,415.78,406.92,79.2,0.33,3.78,2.56,0.72,27.11479,0.27,0.19,"['RSI=58.0 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)']",{}
1398.HK,7.04,HOLD,0,60.8,-0.02,6.96,6.63,74.5,1.29,2.61,10.63,0.55,5.677712,0.043,0.034,"['RSI=60.8 中立', 'MACD デッドクロス(売りシグナル)', 'MA 上昇トレンド(買いシグナル)']",{}
2318.HK,65.15,HOLD,20,59.5,0.478,62.77,62.54,83.8,1.48,3.0,-10.75,0.46,5.982407,-0.132,-0.033,"['RSI=59.5 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)', 'BB上限付近 bb_pct=83.8%(売りシグナル)']",{}
1211.HK,99.65,HOLD,-5,44.1,-0.793,104.86,102.8,19.2,0.76,-8.91,6.52,0.41,16.091696,-0.569,-0.118,"['RSI=44.1 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=19.2%(買いシグナル)']",{}
3988.HK,5.22,HOLD,-10,62.9,-0.01,5.14,4.89,92.3,1.36,2.15,11.06,1.12,5.868983,0.0,0.059,"['RSI=62.9 中立', 'MACD デッドクロス(売りシグナル)', 'MA 上昇トレンド(買いシグナル)', 'BB上限付近 bb_pct=92.3%(売りシグナル)']",{}
