ticker,price,judgment,score,rsi,macd_diff,ma20,ma50,bb_pct,momentum_1w,momentum_1m,momentum_3m,vol_ratio,pe_ratio,eps_growth,revenue_growth,signals,order_book
005930.KS,299500.0,BUY,40,65.2,632.582,272600.0,229105.64,75.6,0.0,34.91,53.83,0.97,5.6324315,4.921,0.692,"['RSI=65.2 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)', '1ヶ月モメンタム +34.9%(強い上昇)']",{}
9988.HK,121.9,HOLD,-5,38.5,-1.298,131.37,129.34,-0.0,-3.25,-6.66,-14.7,1.03,12.574747,1.041,0.029,"['RSI=38.5 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=-0.0%(買いシグナル)']",{}
1299.HK,82.2,HOLD,-15,43.2,-0.339,84.57,83.73,5.3,-1.62,-1.56,-3.66,1.58,12.298852,0.094,0.06,"['RSI=43.2 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=5.3%(買いシグナル)', '出来高急増 1.6x(注目)']",{}
0939.HK,8.47,HOLD,-5,39.2,-0.056,8.79,8.56,-19.2,-2.53,-5.78,6.01,0.99,5.308334,0.0,0.05,"['RSI=39.2 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=-19.2%(買いシグナル)']",{}
0700.HK,424.2,SELL,-30,30.2,-1.575,454.4,482.32,-9.1,-3.37,-10.45,-17.15,1.14,11.078539,0.229,0.091,"['RSI=30.2 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=-9.1%(買いシグナル)', '1ヶ月モメンタム -10.4%(強い下落)']",{}
1810.HK,28.54,HOLD,-20,33.4,-0.204,30.47,31.58,1.7,-3.78,-5.31,-18.22,1.22,16.033796,-0.581,-0.109,"['RSI=33.4 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=1.7%(買いシグナル)']",{}
3690.HK,73.15,HOLD,-20,28.3,-1.004,82.54,83.07,-28.3,-10.9,-12.03,-9.86,1.87,13.788923,,0.028,"['RSI=28.3 売られすぎ(買いシグナル)', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=-28.3%(買いシグナル)', '1ヶ月モメンタム -12.0%(強い下落)', '出来高急増 1.9x(注目)']",{}
005935.KS,190900.0,HOLD,10,62.5,-887.817,182100.0,155691.86,70.6,1.65,19.31,48.19,1.02,4.031428,4.921,0.692,"['RSI=62.5 中立', 'MACD デッドクロス(売りシグナル)', 'MA 上昇トレンド(買いシグナル)', '1ヶ月モメンタム +19.3%(強い上昇)']",{}
000660.KS,2289000.0,HOLD,10,80.5,29067.695,1776822.02,1328285.54,95.7,18.01,76.11,143.81,1.1,5.987501,2.603,1.981,"['RSI=80.5 買われすぎ(売りシグナル)', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)', 'BB上限付近 bb_pct=95.7%(売りシグナル)', '1ヶ月モメンタム +76.1%(強い上昇)']",{}
005380.KS,677000.0,BUY,40,61.2,814.213,625669.39,550561.31,71.6,2.03,22.43,14.2,0.94,13.616728,-0.263,0.034,"['RSI=61.2 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)', '1ヶ月モメンタム +22.4%(強い上昇)']",{}
0388.HK,398.0,HOLD,-5,35.2,-2.692,415.22,407.98,-2.6,-2.31,-5.19,-3.5,1.32,25.536407,0.27,0.19,"['RSI=35.2 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=-2.6%(買いシグナル)']",{}
