ticker,price,judgment,score,rsi,macd_diff,ma20,ma50,bb_pct,momentum_1w,momentum_1m,momentum_3m,vol_ratio,pe_ratio,eps_growth,revenue_growth,signals
042700.KS,305000.0,HOLD,10,59.7,-3435.849,290451.87,227940.47,59.5,1.33,49.97,162.84,0.27,58.54172,-0.482,-0.445,"['RSI=59.7 中立', 'MACD デッドクロス(売りシグナル)', 'MA 上昇トレンド(買いシグナル)', '1ヶ月モメンタム +50.0%(強い上昇)']"
064350.KS,168100.0,SELL,-30,33.3,-4785.944,208455.0,212072.0,-1.9,-12.86,-24.11,-6.25,0.5,12.63354,0.532,0.128,"['RSI=33.3 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=-1.9%(買いシグナル)', '1ヶ月モメンタム -24.1%(強い下落)']"
1347.HK,83.45,SELL,-30,39.3,-0.393,91.79,98.3,8.6,-8.65,-17.7,17.12,0.44,69.188736,,0.224,"['RSI=39.3 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=8.6%(買いシグナル)', '1ヶ月モメンタム -17.7%(強い下落)']"
1093.HK,8.32,SELL,-30,35.7,-0.064,9.2,9.61,0.4,-8.67,-17.3,0.85,0.49,13.859044,0.303,0.034,"['RSI=35.7 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=0.4%(買いシグナル)', '1ヶ月モメンタム -17.3%(強い下落)']"
0288.HK,9.08,HOLD,-15,37.4,-0.081,9.7,9.39,-9.2,-5.12,-12.61,2.02,0.6,9.325816,0.005,0.089,"['RSI=37.4 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=-9.2%(買いシグナル)', '1ヶ月モメンタム -12.6%(強い下落)']"
3993.HK,16.26,HOLD,-10,25.1,-0.538,20.89,21.79,5.8,-12.25,-31.51,-14.87,0.57,10.3479595,0.842,-0.024,"['RSI=25.1 売られすぎ(買いシグナル)', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=5.8%(買いシグナル)', '1ヶ月モメンタム -31.5%(強い下落)']"
066570.KS,109700.0,HOLD,-25,44.8,-1516.878,121480.0,110412.0,23.2,-4.19,-17.27,16.33,0.35,9.010632,,0.048,"['RSI=44.8 中立', 'MACD デッドクロス(売りシグナル)', '1ヶ月モメンタム -17.3%(強い下落)']"
9926.HK,111.9,HOLD,15,51.4,0.924,109.06,110.77,60.5,-4.77,7.39,-2.86,0.47,95.19506,,0.377,"['RSI=51.4 中立', 'MACD ゴールデンクロス(買いシグナル)']"
0998.HK,7.21,HOLD,15,49.5,0.025,7.19,7.2,53.7,-2.3,-2.44,4.34,0.77,4.855161,0.103,0.035,"['RSI=49.5 中立', 'MACD ゴールデンクロス(買いシグナル)']"
0027.HK,34.54,HOLD,-10,27.9,-0.293,38.21,40.14,12.1,-5.68,-19.34,-11.44,0.49,12.332234,0.242,0.181,"['RSI=27.9 売られすぎ(買いシグナル)', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=12.1%(買いシグナル)', '1ヶ月モメンタム -19.3%(強い下落)']"
000720.KS,154700.0,HOLD,10,55.4,-984.141,154010.0,124286.0,51.5,-3.91,14.25,122.91,0.46,23.15889,,0.112,"['RSI=55.4 中立', 'MACD デッドクロス(売りシグナル)', 'MA 上昇トレンド(買いシグナル)', '1ヶ月モメンタム +14.3%(強い上昇)']"
600036.SS,38.87,HOLD,15,43.5,0.019,39.25,39.2,29.9,-3.12,-0.18,-5.88,0.73,6.240267,0.028,0.546,"['RSI=43.5 中立', 'MACD ゴールデンクロス(買いシグナル)']"
6690.HK,23.24,HOLD,-10,25.1,-0.157,25.34,26.06,-3.7,-7.26,-15.12,-10.2,0.81,8.657621,0.136,0.095,"['RSI=25.1 売られすぎ(買いシグナル)', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=-3.7%(買いシグナル)', '1ヶ月モメンタム -15.1%(強い下落)']"
1171.HK,16.58,HOLD,10,70.3,0.063,15.1,13.14,82.7,5.47,21.02,67.64,0.51,11.983015,-0.645,-0.019,"['RSI=70.3 買われすぎ(売りシグナル)', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)', 'BB上限付近 bb_pct=82.7%(売りシグナル)', '1ヶ月モメンタム +21.0%(強い上昇)']"
015760.KS,46050.0,SELL,-40,38.0,-121.778,51492.5,55894.0,29.0,-4.46,-26.56,-3.52,0.47,2.558874,0.303,0.007,"['RSI=38.0 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', '1ヶ月モメンタム -26.6%(強い下落)']"
272210.KS,125900.0,HOLD,-5,48.5,-3401.118,135750.0,110856.0,35.8,-9.36,13.12,131.86,0.24,67.5067,-0.967,0.498,"['RSI=48.5 中立', 'MACD デッドクロス(売りシグナル)', '1ヶ月モメンタム +13.1%(強い上昇)']"
034730.KS,332000.0,HOLD,-25,46.5,-3711.249,359950.0,331000.0,24.9,-2.35,-12.4,32.8,0.4,5.15193,,0.012,"['RSI=46.5 中立', 'MACD デッドクロス(売りシグナル)', '1ヶ月モメンタム -12.4%(強い下落)']"
2338.HK,25.46,HOLD,-15,36.3,-0.757,30.16,27.77,0.7,-8.94,-25.42,29.11,0.34,13.612104,0.314,0.161,"['RSI=36.3 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=0.7%(買いシグナル)', '1ヶ月モメンタム -25.4%(強い下落)']"
3328.HK,6.66,HOLD,-5,41.2,-0.006,6.81,6.76,8.2,-2.77,-4.58,3.1,0.94,5.596058,-0.18,0.082,"['RSI=41.2 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=8.2%(買いシグナル)']"
138040.KS,106400.0,HOLD,-25,37.8,-1238.54,117800.0,116266.0,20.6,-4.32,-24.22,-2.92,0.55,6.031741,0.065,0.185,"['RSI=37.8 中立', 'MACD デッドクロス(売りシグナル)', '1ヶ月モメンタム -24.2%(強い下落)']"
9901.HK,42.86,HOLD,0,46.0,0.284,43.04,44.88,47.3,0.75,-8.69,-0.97,0.52,13.426521,0.459,0.147,"['RSI=46.0 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 下降トレンド(売りシグナル)']"
1177.HK,5.68,SELL,-30,36.1,-0.004,6.04,6.42,3.3,-6.12,-11.11,-13.15,0.5,19.293896,0.147,0.107,"['RSI=36.1 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=3.3%(買いシグナル)', '1ヶ月モメンタム -11.1%(強い下落)']"
0066.HK,31.68,HOLD,-15,31.7,-0.417,34.79,34.35,8.8,-2.82,-15.61,6.02,0.48,17.75526,-0.286,-0.086,"['RSI=31.7 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=8.8%(買いシグナル)', '1ヶ月モメンタム -15.6%(強い下落)']"
2319.HK,15.7,SELL,-30,43.4,-0.011,16.03,16.15,32.6,-5.59,-2.79,2.41,0.34,10.691775,-0.159,-0.069,"['RSI=43.4 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)']"
600900.SS,27.0,HOLD,0,52.0,-0.009,26.96,26.61,52.2,-1.78,3.65,-3.08,0.77,17.631502,0.336,0.109,"['RSI=52.0 中立', 'MACD デッドクロス(売りシグナル)', 'MA 上昇トレンド(買いシグナル)']"
6618.HK,46.86,HOLD,0,31.2,0.058,51.41,58.45,12.9,-9.45,-17.64,-21.11,0.24,16.964048,0.298,0.28,"['RSI=31.2 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=12.9%(買いシグナル)', '1ヶ月モメンタム -17.6%(強い下落)']"
267250.KS,242500.0,HOLD,-15,40.5,-4479.155,275106.64,253356.72,-6.4,-9.68,-16.87,22.52,0.47,10.865279,,0.098,"['RSI=40.5 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=-6.4%(買いシグナル)', '1ヶ月モメンタム -16.9%(強い下落)']"
1308.HK,32.9,HOLD,-15,50.1,-0.176,33.71,30.76,23.2,-3.06,-0.24,21.63,0.62,11.322483,-0.117,-0.006,"['RSI=50.1 中立', 'MACD デッドクロス(売りシグナル)']"
601318.SS,57.89,HOLD,-10,29.3,-0.232,61.95,65.24,-15.7,-6.39,-10.25,-15.49,0.98,7.0425787,0.46,0.355,"['RSI=29.3 売られすぎ(買いシグナル)', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=-15.7%(買いシグナル)', '1ヶ月モメンタム -10.2%(強い下落)']"
601901.SS,6.95,HOLD,0,20.6,-0.025,7.42,7.7,-15.9,-6.08,-9.62,-10.55,0.76,21.060604,1.122,0.991,"['RSI=20.6 売られすぎ(買いシグナル)', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=-15.9%(買いシグナル)']"
079550.KS,649000.0,HOLD,-5,51.6,-12416.166,665975.0,568340.0,45.9,-7.94,32.58,56.01,0.27,28.230259,0.377,0.417,"['RSI=51.6 中立', 'MACD デッドクロス(売りシグナル)', '1ヶ月モメンタム +32.6%(強い上昇)']"
1816.HK,3.48,BUY,30,63.9,0.01,3.29,3.2,87.9,3.88,7.08,18.77,2.93,14.451828,-0.103,-0.102,"['RSI=63.9 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)', 'BB上限付近 bb_pct=87.9%(売りシグナル)', '出来高急増 2.9x(注目)']"
071050.KS,210500.0,HOLD,-15,44.0,-3086.092,235485.24,213525.66,15.7,-9.85,-22.04,33.68,0.46,6.243998,,0.744,"['RSI=44.0 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=15.7%(買いシグナル)', '1ヶ月モメンタム -22.0%(強い下落)']"
2688.HK,64.45,HOLD,-20,34.4,-0.353,67.81,68.13,-1.0,-3.88,-6.05,-8.58,0.47,8.832652,-0.045,0.02,"['RSI=34.4 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=-1.0%(買いシグナル)']"
600030.SS,24.53,HOLD,-10,23.9,-0.1,26.27,27.33,-3.5,-5.33,-11.22,-13.13,0.9,9.931174,0.432,0.179,"['RSI=23.9 売られすぎ(買いシグナル)', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=-3.5%(買いシグナル)', '1ヶ月モメンタム -11.2%(強い下落)']"
1339.HK,5.81,SELL,-30,31.1,-0.02,6.29,6.59,-14.3,-7.34,-13.41,-15.18,0.52,4.4581776,0.475,0.143,"['RSI=31.1 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=-14.3%(買いシグナル)', '1ヶ月モメンタム -13.4%(強い下落)']"
247540.KS,191900.0,HOLD,-25,47.4,-1790.431,200400.0,191732.0,33.4,2.4,-10.33,24.45,0.6,,,,"['RSI=47.4 中立', 'MACD デッドクロス(売りシグナル)', '1ヶ月モメンタム -10.3%(強い下落)']"
003550.KS,85900.0,HOLD,-15,42.0,-869.045,94965.0,91766.0,8.8,-5.6,-13.67,5.14,0.58,8.444679,,-0.146,"['RSI=42.0 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=8.8%(買いシグナル)', '1ヶ月モメンタム -13.7%(強い下落)']"
1658.HK,4.82,HOLD,-20,33.3,-0.001,4.95,5.05,10.4,-3.41,-6.04,-5.79,0.6,5.925789,-0.148,0.04,"['RSI=33.3 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=10.4%(買いシグナル)']"
9626.HK,182.8,SELL,-30,30.1,-0.94,207.15,232.34,-3.7,-10.74,-20.8,-5.77,0.64,16.706013,4.295,0.076,"['RSI=30.1 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=-3.7%(買いシグナル)', '1ヶ月モメンタム -20.8%(強い下落)']"
3750.HK,670.5,BUY,30,68.6,12.796,569.04,524.39,84.3,3.47,27.59,31.6,0.54,24.364912,0.501,0.366,"['RSI=68.6 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)', 'BB上限付近 bb_pct=84.3%(売りシグナル)', '1ヶ月モメンタム +27.6%(強い上昇)']"
2359.HK,102.6,SELL,-30,35.5,-0.705,111.04,114.52,7.1,-5.7,-15.69,1.48,0.61,15.790239,0.581,0.104,"['RSI=35.5 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=7.1%(買いシグナル)', '1ヶ月モメンタム -15.7%(強い下落)']"
2331.HK,21.32,HOLD,15,55.8,0.068,20.74,20.78,64.0,5.23,-4.82,11.1,0.82,14.133032,0.129,0.031,"['RSI=55.8 中立', 'MACD ゴールデンクロス(買いシグナル)']"
278470.KS,326500.0,BUY,30,54.1,2378.997,317100.0,282640.0,58.6,-6.45,9.75,34.36,0.79,21.88966,3.714,1.217,"['RSI=54.1 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)']"
0788.HK,10.73,HOLD,-20,38.0,-0.021,11.14,11.2,-0.7,-6.04,-4.45,-9.83,0.79,9.180447,0.134,0.03,"['RSI=38.0 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=-0.7%(買いシグナル)']"
2600.HK,10.54,HOLD,-10,29.0,-0.369,13.26,13.3,-11.2,-15.95,-20.21,-7.87,0.81,8.115271,0.891,-0.047,"['RSI=29.0 売られすぎ(買いシグナル)', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=-11.2%(買いシグナル)', '1ヶ月モメンタム -20.2%(強い下落)']"
9698.HK,39.9,HOLD,0,46.0,0.15,40.98,41.97,38.8,0.0,-8.32,14.99,0.51,-7367.7466,,0.086,"['RSI=46.0 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 下降トレンド(売りシグナル)']"
0267.HK,11.11,HOLD,-20,34.8,-0.026,11.73,12.06,13.9,-2.71,-9.75,-6.95,0.44,4.5439672,-0.232,,"['RSI=34.8 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=13.9%(買いシグナル)']"
0688.HK,11.93,HOLD,-10,28.1,-0.15,13.39,13.66,-3.7,-11.1,-15.99,-1.57,0.75,8.023189,-0.166,-0.043,"['RSI=28.1 売られすぎ(買いシグナル)', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=-3.7%(買いシグナル)', '1ヶ月モメンタム -16.0%(強い下落)']"
0358.HK,33.88,HOLD,-10,26.4,-0.691,40.96,43.64,-2.4,-11.08,-25.08,-10.8,0.72,11.47217,0.347,0.141,"['RSI=26.4 売られすぎ(買いシグナル)', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=-2.4%(買いシグナル)', '1ヶ月モメンタム -25.1%(強い下落)']"
601899.SS,30.85,HOLD,-10,26.5,-0.743,36.65,37.67,-3.8,-11.6,-21.54,-0.39,1.08,9.163358,0.814,0.295,"['RSI=26.5 売られすぎ(買いシグナル)', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=-3.8%(買いシグナル)', '1ヶ月モメンタム -21.5%(強い下落)']"
086280.KS,215500.0,SELL,-30,39.0,-2809.76,244575.0,247750.0,18.0,-5.9,-19.44,21.07,0.33,8.489065,0.025,-0.015,"['RSI=39.0 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=18.0%(買いシグナル)', '1ヶ月モメンタム -19.4%(強い下落)']"
3692.HK,30.7,HOLD,-10,28.7,-0.035,33.29,36.77,-12.5,-6.46,-11.32,-20.05,0.65,29.921106,0.148,0.143,"['RSI=28.7 売られすぎ(買いシグナル)', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=-12.5%(買いシグナル)', '1ヶ月モメンタム -11.3%(強い下落)']"
601138.SS,48.19,SELL,-30,30.4,-0.339,53.54,56.73,-6.2,-5.32,-12.98,-16.86,0.63,13.795373,0.586,0.73,"['RSI=30.4 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=-6.2%(買いシグナル)', '1ヶ月モメンタム -13.0%(強い下落)']"
000150.KS,1083000.0,HOLD,-15,51.2,-4132.541,1115000.0,967780.0,39.0,-2.43,-3.48,42.5,0.37,35.693264,,0.148,"['RSI=51.2 中立', 'MACD デッドクロス(売りシグナル)']"
0291.HK,24.38,SELL,-30,32.9,-0.198,26.23,26.34,-0.1,-5.58,-10.63,-9.97,0.47,11.795613,0.23,0.008,"['RSI=32.9 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=-0.1%(買いシグナル)', '1ヶ月モメンタム -10.6%(強い下落)']"
2313.HK,52.15,HOLD,-10,27.8,-0.427,58.04,60.99,9.0,-7.04,-19.15,-15.34,0.55,9.720465,0.084,0.153,"['RSI=27.8 売られすぎ(買いシグナル)', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=9.0%(買いシグナル)', '1ヶ月モメンタム -19.1%(強い下落)']"
1336.HK,47.3,HOLD,-10,27.2,-0.223,53.15,57.96,-15.8,-10.75,-17.02,-13.84,1.17,5.302289,0.88,0.244,"['RSI=27.2 売られすぎ(買いシグナル)', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=-15.8%(買いシグナル)', '1ヶ月モメンタム -17.0%(強い下落)']"
1530.HK,21.42,HOLD,0,45.0,0.221,21.55,23.42,46.8,-6.05,-3.95,-17.99,0.53,10.882836,0.248,-0.008,"['RSI=45.0 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 下降トレンド(売りシグナル)']"
352820.KS,291500.0,HOLD,-20,29.4,-5190.918,359588.2,362096.13,-16.5,-20.14,-27.29,-6.89,2.23,27.234741,,-0.014,"['RSI=29.4 売られすぎ(買いシグナル)', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=-16.5%(買いシグナル)', '1ヶ月モメンタム -27.3%(強い下落)', '出来高急増 2.2x(注目)']"
2382.HK,52.7,HOLD,10,32.2,0.023,55.99,59.45,3.0,-8.27,-9.22,-19.05,0.65,12.5592165,0.525,0.042,"['RSI=32.2 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=3.0%(買いシグナル)']"
1818.HK,26.16,HOLD,-10,29.7,-0.619,32.08,34.26,-6.7,-14.34,-23.42,-18.96,1.49,11.317517,0.311,0.578,"['RSI=29.7 売られすぎ(買いシグナル)', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=-6.7%(買いシグナル)', '1ヶ月モメンタム -23.4%(強い下落)']"
1928.HK,16.28,SELL,-30,34.8,-0.06,17.21,17.94,4.2,-2.81,-10.06,-21.43,0.48,11.526873,-0.041,0.12,"['RSI=34.8 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=4.2%(買いシグナル)', '1ヶ月モメンタム -10.1%(強い下落)']"
601288.SS,6.53,HOLD,0,40.7,0.024,6.63,6.86,29.7,-3.4,0.77,-14.08,0.88,8.191375,0.158,0.056,"['RSI=40.7 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 下降トレンド(売りシグナル)']"
1038.HK,61.95,HOLD,-5,39.7,-0.358,65.11,63.75,-20.2,-3.35,-5.92,8.3,0.76,16.36499,0.03,-0.121,"['RSI=39.7 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=-20.2%(買いシグナル)']"
1997.HK,23.08,HOLD,-10,25.7,-0.392,26.43,26.6,2.1,-6.41,-19.81,-7.09,0.45,10.561575,,-0.0,"['RSI=25.7 売られすぎ(買いシグナル)', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=2.1%(買いシグナル)', '1ヶ月モメンタム -19.8%(強い下落)']"
1919.HK,14.92,HOLD,-5,46.2,-0.104,15.57,14.48,15.4,-7.21,2.54,8.91,0.69,10.963385,-0.646,-0.122,"['RSI=46.2 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=15.4%(買いシグナル)']"
003670.KS,188700.0,SELL,-40,40.1,-2234.046,211590.0,212318.0,20.8,-2.28,-16.32,-1.26,0.42,153.95515,,-0.229,"['RSI=40.1 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', '1ヶ月モメンタム -16.3%(強い下落)']"
3606.HK,56.65,HOLD,-10,30.0,-0.424,61.61,63.84,-0.3,-9.5,-12.91,-14.68,0.32,10.627344,0.117,0.141,"['RSI=30.0 売られすぎ(買いシグナル)', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=-0.3%(買いシグナル)', '1ヶ月モメンタム -12.9%(強い下落)']"
0083.HK,11.09,HOLD,-15,38.3,-0.058,11.8,11.7,18.6,-4.31,-15.28,8.86,0.55,20.968443,-0.203,0.345,"['RSI=38.3 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=18.6%(買いシグナル)', '1ヶ月モメンタム -15.3%(強い下落)']"
1208.HK,7.09,HOLD,-10,26.6,-0.207,9.12,9.63,3.6,-15.09,-30.9,-19.06,0.76,8.103656,0.195,0.328,"['RSI=26.6 売られすぎ(買いシグナル)', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=3.6%(買いシグナル)', '1ヶ月モメンタム -30.9%(強い下落)']"
028300.KS,51700.0,HOLD,15,51.3,253.523,50705.0,53082.0,62.8,6.05,-3.36,12.39,0.67,,,,"['RSI=51.3 中立', 'MACD ゴールデンクロス(買いシグナル)']"
0836.HK,18.77,HOLD,-15,51.5,-0.018,18.8,18.27,48.2,-1.0,2.85,6.77,0.44,6.1250196,0.25,-0.045,"['RSI=51.5 中立', 'MACD デッドクロス(売りシグナル)']"
6030.HK,23.94,SELL,-30,30.4,-0.033,26.08,27.76,10.9,-7.85,-16.93,-13.51,0.63,8.201439,0.432,0.179,"['RSI=30.4 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=10.9%(買いシグナル)', '1ヶ月モメンタム -16.9%(強い下落)']"
0300.HK,80.9,SELL,-30,30.8,-0.511,86.56,87.15,2.4,-4.99,-12.3,-7.33,0.82,11.692266,0.0,0.101,"['RSI=30.8 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=2.4%(買いシグナル)', '1ヶ月モメンタム -12.3%(強い下落)']"
0012.HK,30.26,HOLD,-15,37.6,-0.309,32.86,32.11,9.3,-4.96,-14.33,3.56,0.64,17.35689,-0.084,-0.188,"['RSI=37.6 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=9.3%(買いシグナル)', '1ヶ月モメンタム -14.3%(強い下落)']"
6823.HK,12.0,HOLD,-5,40.9,-0.044,12.27,11.96,-16.0,-3.07,-2.2,2.65,1.09,16.666666,0.044,0.063,"['RSI=40.9 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=-16.0%(買いシグナル)']"
096770.KS,107400.0,HOLD,-15,42.8,-1743.069,120210.0,113874.0,13.7,-3.16,-16.36,1.51,0.26,18.399048,,,"['RSI=42.8 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=13.7%(買いシグナル)', '1ヶ月モメンタム -16.4%(強い下落)']"
005387.KS,249000.0,HOLD,-15,43.0,-2322.315,274252.97,268308.68,18.5,-6.92,-11.89,20.73,0.44,,,,"['RSI=43.0 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=18.5%(買いシグナル)', '1ヶ月モメンタム -11.9%(強い下落)']"
1898.HK,14.47,HOLD,10,64.9,-0.003,13.69,12.36,76.1,3.28,15.76,39.4,0.68,10.200047,-0.004,-0.238,"['RSI=64.9 中立', 'MACD デッドクロス(売りシグナル)', 'MA 上昇トレンド(買いシグナル)', '1ヶ月モメンタム +15.8%(強い上昇)']"
688256.SS,992.5,HOLD,0,29.9,-6.538,1106.18,1213.1,-4.5,-8.1,-7.38,-22.88,0.58,12406.25,0.617,0.91,"['RSI=29.9 売られすぎ(買いシグナル)', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=-4.5%(買いシグナル)']"
0135.HK,8.33,HOLD,-15,50.2,-0.03,8.42,8.1,28.2,-0.36,-0.24,12.57,0.28,10.256852,-0.044,0.05,"['RSI=50.2 中立', 'MACD デッドクロス(売りシグナル)']"
9660.HK,7.24,SELL,-40,38.3,-0.01,7.68,8.38,23.5,-2.43,-17.82,-20.61,0.43,-276.7584,,0.512,"['RSI=38.3 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', '1ヶ月モメンタム -17.8%(強い下落)']"
688041.SS,209.51,SELL,-30,31.4,-3.405,238.9,247.63,-7.7,-7.74,-15.57,3.39,0.53,86.2181,0.463,0.615,"['RSI=31.4 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=-7.7%(買いシグナル)', '1ヶ月モメンタム -15.6%(強い下落)']"
6881.HK,8.65,HOLD,0,30.8,0.007,9.32,10.1,9.4,-5.77,-15.28,-16.75,0.85,5.479282,0.872,0.628,"['RSI=30.8 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=9.4%(買いシグナル)', '1ヶ月モメンタム -15.3%(強い下落)']"
017670.KS,74200.0,HOLD,-5,47.2,-660.247,77875.0,71088.0,16.9,-6.9,-7.37,38.69,0.36,12.579064,-0.653,-0.041,"['RSI=47.2 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=16.9%(買いシグナル)']"
600999.SS,15.19,HOLD,0,24.2,-0.056,16.13,16.68,-13.2,-5.36,-9.53,-9.58,0.75,8.729885,-0.01,-0.007,"['RSI=24.2 売られすぎ(買いシグナル)', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=-13.2%(買いシグナル)']"
0019.HK,84.75,BUY,30,56.3,0.157,83.55,78.55,60.2,-3.36,3.35,33.05,0.71,8.983541,,0.054,"['RSI=56.3 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)']"
