ticker,price,judgment,score,rsi,macd_diff,ma20,ma50,bb_pct,momentum_1w,momentum_1m,momentum_3m,vol_ratio,pe_ratio,eps_growth,revenue_growth,signals,order_book
0700.HK,440.0,HOLD,-20,35.7,-0.638,458.59,486.88,4.9,-4.35,-6.99,-14.81,0.66,11.496597,0.229,0.091,"['RSI=35.7 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', 'BB下限付近 bb_pct=4.9%(買いシグナル)']",{}
9988.HK,128.6,HOLD,-15,46.1,-0.821,131.95,129.74,29.1,-3.53,-1.23,-13.28,0.59,13.265271,1.041,0.029,"['RSI=46.1 中立', 'MACD デッドクロス(売りシグナル)']",{}
1299.HK,85.7,HOLD,-15,49.9,-0.161,86.02,85.26,44.5,-0.29,3.0,1.42,0.69,12.816738,0.094,0.06,"['RSI=49.9 中立', 'MACD デッドクロス(売りシグナル)']",{}
0939.HK,8.81,HOLD,-15,54.0,-0.033,8.83,8.53,42.8,-0.45,-1.01,8.36,0.59,5.5288134,0.0,0.05,"['RSI=54.0 中立', 'MACD デッドクロス(売りシグナル)']",{}
005930.KS,300500.0,BUY,30,67.7,974.041,264550.0,224434.26,81.9,9.07,36.9,38.13,0.5,5.7151914,4.921,0.692,"['RSI=67.7 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)', 'BB上限付近 bb_pct=81.9%(売りシグナル)', '1ヶ月モメンタム +36.9%(強い上昇)']",{}
1810.HK,30.36,SELL,-30,44.4,-0.043,30.7,31.79,38.4,-0.91,-2.38,-14.72,0.58,16.529526,-0.337,0.073,"['RSI=44.4 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)']",{}
005935.KS,188000.0,HOLD,10,61.5,-1070.241,178685.0,153477.82,68.5,3.98,22.32,26.8,0.54,3.9701858,4.921,0.692,"['RSI=61.5 中立', 'MACD デッドクロス(売りシグナル)', 'MA 上昇トレンド(買いシグナル)', '1ヶ月モメンタム +22.3%(強い上昇)']",{}
000660.KS,2081000.0,HOLD,10,75.9,9825.726,1677650.0,1276120.0,87.4,19.26,70.29,89.35,0.61,5.440805,2.603,1.981,"['RSI=75.9 買われすぎ(売りシグナル)', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)', 'BB上限付近 bb_pct=87.4%(売りシグナル)', '1ヶ月モメンタム +70.3%(強い上昇)']",{}
3690.HK,79.8,HOLD,-5,39.8,-0.422,83.16,83.15,1.4,-3.91,-2.5,-3.51,1.07,15.031482,,0.028,"['RSI=39.8 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=1.4%(買いシグナル)']",{}
005380.KS,688000.0,BUY,40,62.9,1218.393,611750.0,545820.0,79.3,13.91,34.11,12.97,0.46,13.842864,-0.263,0.034,"['RSI=62.9 中立', 'MACD ゴールデンクロス(買いシグナル)', 'MA 上昇トレンド(買いシグナル)', '1ヶ月モメンタム +34.1%(強い上昇)']",{}
0388.HK,409.0,HOLD,-15,44.7,-1.988,416.36,408.4,22.0,-0.24,-0.73,0.8,0.41,26.24219,0.27,0.19,"['RSI=44.7 中立', 'MACD デッドクロス(売りシグナル)']",{}
1398.HK,6.84,HOLD,-5,48.4,-0.033,6.93,6.73,18.7,-1.3,-2.57,8.89,0.37,5.48911,0.043,0.034,"['RSI=48.4 中立', 'MACD デッドクロス(売りシグナル)', 'BB下限付近 bb_pct=18.7%(買いシグナル)']",{}
1211.HK,93.6,SELL,-40,40.1,-0.765,98.59,102.48,24.8,-0.32,-11.7,-5.22,0.63,15.089908,-0.569,-0.118,"['RSI=40.1 中立', 'MACD デッドクロス(売りシグナル)', 'MA 下降トレンド(売りシグナル)', '1ヶ月モメンタム -11.7%(強い下落)']",{}
2318.HK,61.1,HOLD,-15,42.0,-0.368,62.87,61.93,24.7,-0.49,0.33,-14.13,0.45,5.600863,-0.132,-0.033,"['RSI=42.0 中立', 'MACD デッドクロス(売りシグナル)']",{}
3988.HK,5.24,HOLD,0,58.5,-0.008,5.18,5.01,73.4,-0.57,2.34,11.97,0.6,5.827936,0.0,0.059,"['RSI=58.5 中立', 'MACD デッドクロス(売りシグナル)', 'MA 上昇トレンド(買いシグナル)']",{}
402340.KS,1188000.0,HOLD,-10,70.3,-3883.899,1036183.06,766753.77,75.4,16.47,64.08,75.19,0.58,3.9619071,,-0.254,"['RSI=70.3 買われすぎ(売りシグナル)', 'MACD デッドクロス(売りシグナル)', 'MA 上昇トレンド(買いシグナル)', '1ヶ月モメンタム +64.1%(強い上昇)']",{}
